ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
128,"panasonic toughbook 52 notebook,panasonic",,,,,,,,,,,,
129,"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp",,,,,,,,,,,,
130,"dell inspiron mini 9-inch (intel® atom processor 1.6 ghz , 1 gb ddr2 at 533mhz, 8gb solid state drive, genuine windows® xp home edition) black,dell computers,inspiron mini 9",dell, atom n270,1.6,intel,microsoft windows xp home,1 gb,intel gma 950,8 gb,8.9,1024,600,2.4
131,"dell inspiron 15 (1545) 15.6-inch laptop notebook (jet black),dell computers,inspiron 1545fsdl54",dell, pentium,2,intel pentium,windows vista;,,integrated_graphics,250 gb,15.6,,,
132,"hewlett packard nu912aw#aba hp elitebook 8530p t9600 15.4 4g/250,hewlett packard / hp",hp, intel centrino 2,2.8,intel,other,2 gb,,80 gb,15.4,,,9.2
133,"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285",,,,,,,,,,,,
134,"panasonic toughbook t8 cf-t8ewdtz2m 12"" laptop 120g hdd,panasonic",,,,,,,,,,,,
135,"dell inspiron 1420 14.1-inch laptop,dell computers,1420",dell, core 2 duo,2.4,intel,microsoft windows vista home premium,1 gb,geforce,160 gb,14.1,1280,800,5.5
136,"dell inspiron 1545 pentium dual-core t3400 2.16ghz 3gb 160gb dvd±rw 15.6"" vista home premium (blue),dell computers,inspiron 1545",dell, pentium,2.16,intel,windows vista;,3 gb,intel gma 4500mhd,160 gb,15.6,1366,768,4.5
137,"toshiba satellite m305-s4907 14.1-inch laptop (2.16 ghz intel pentium processor t3400 processor, 4 gb ram, 320 gb hard drive, webcam, vista premium),toshiba,m305-s4907",toshiba,,,intel,microsoft windows vista home premium 64-bit edition with service pack 1,4 gb,,320 gb,,1280,800,14
138,"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002",,,,,,,,,,,,
139,"dell xps-m1530 15.4"" premium notebook (tuxedo black),dell computers,x1530s8102",dell, intel pentium dual-core,2.2,intel,windows vista;,2 gb,nvidia_geforce_8,250 gb,15.4,,,8
140,"smart buy 4510s t1700 fm847ut#aba notebook,hp,fm847ut#aba",hp,,,intel,windows vista;,2 gb,intel graphics integrated,,15.6,,,8
141,"compaq presario cq60-410us 15.6-inch laptop (2.1 ghz intel celeron processor, 2gb sdram, 160gb hdd, windows vista home premium) black,hp,nw159ua#aba",compaq,,,intel,windows vista;,2 gb,,160 gb,15.6,1366,768,6.5
142,"dell latitude d410 pentium 4 lightweight laptop,dell computers,dell d410",,,,,,,,,,,,
143,"dell studio xps 13 (1340) laptop,dell computers",dell, intel core 2 duo,2.4,intel,windows vista home premium,4 gb,geforce 9500m,320 gb,13,,,6.8
144,"dell latitude d420 12"" laptop core duo 1.2ghz 1gb ram,dell,d420,588142",dell, intel core duo,1.2,intel,ms windows xp professional,1 gb,gma,60 gb,12.1,1280,800,12
145,"hp pavilion dv5-1235dx entertainment notebook pc,hp,dv5-1235dx",hp,,,intel,windows 7;,4 gb,,160 gb,15.4,,,
146,"toshiba mobile satellite m505-s4947 14.0-inch laptop - black/silver,toshiba,psmg2u-016009",satelllite, intel core duo,2,intel,windows vista;,4 gb,intel gma 4500mhd,400 gb,14,1366,768,5.8
147,"hp g70-460us 17-inch laptop,hp,nw168ua#aba",hp,,,intel,windows vista;,3 gb,intel gma 4500mhd,320 gb,17,1440,900,7.5
148,"hp hdx16-1370us 16-inch entertainment laptop,hp,nv032ua#aba",hp,,,intel,windows vista;,4 gb,nvidia geforce gt 130m,500 gb,16,1366,768,7.1
149,"hp pavilion dv6-1230us 15.6-inch entertainment laptop,hp,vh681ua#aba",hp, intel core 2 duo,2.1,intel,windows vista;,4 gb,intel gma 4500mhd,320 gb,14.1,1366,768,6.3
150,"compaq presario cq60-420us 15.6-inch laptop (2 ghz intel pentium t4200 processor, 3gb ddr2, 250gb hdd, windows vista home premium) black,hp,nw156ua#aba",compaq,,,intel,windows vista;,3 gb,intel gma 4500m,250 gb,15.6,1366,768,6.6
151,"apple macbook promb991ll/a 13.3 inch laptop,apple computer,mb991ll/a",apple, intel core i5,2.53,intel,apple mac os x 10.5,4 gb,nvidia geforce 320m,250 gb,13.3,1280,800,4.5
152,"apple macbook pro mc118ll/a 15.4-inch laptop,apple computer,mc118ll/a",apple, intel core i5,2.53,intel,apple mac os x v10.6 snow leopard,4 gb,nvidia geforce 9400m,250 gb,15.4,1440,900,5.5
153,"apple macbook pro mc226ll/a 17-inch laptop,apple computer,mc226ll/a",apple, intel core 2 duo,2.8,intel,apple mac os x v10.5,4 gb,nvidia geforce 9600m,500 gb,17,1920,1200,6.6
154,"apple macbook air mc233ll/a 13.3-inch laptop (old version),apple computer,mc233ll/a",apple, intel core 2 duo,1.86,intel,apple mac os x v10.6 snow leopard,2 gb,geforce,120 gb,13.3,1280,800,3
155,"apple macbook air mc234ll/a 13.3-inch laptop (old version),apple computer,mc234ll/a,7170",apple, core 2 duo,2.13,intel,apple mac os x v10.6 snow leopard,2 gb,geforce,128 gb,13.3,1280,800,5
156,"apple macbook mc516ll/a 13.3-inch laptop (old version),apple computer,mc516ll/a",apple, intel core 2 duo,2.4,intel,mac os x v10.6 snow leopard,2 gb,nvidia geforce 320m,250 gb,13.3,1280,800,4.7
157,"apple macbook pro mc725ll/a 17-inch laptop (old version),apple computer,mc725ll/a",apple, intel core i7,2.2,intel,mac os x v10.7 lion,4 gb,amd radeon hda 6750m,750 gb,17,1920,1200,6.6
158,"apple mb991ll/a 2.53ghz macbook pro 13.3"",apple computer",apple, intel core duo,2.53,intel,mac os x,4000 mb,geforce 9400m,250 gb,13.3,,,5.1
159,"dell latitude d610 laptop + windows xp (microsoft authorized refurb; new coa and disc included!),dell,d610",dell, pentium,1.73,intel,microsoft windows xp professional,1 gb,radeon,40 gb,14.1,1400,1050,7.5
160,"intermec cn50a mobile computer, 128mb ram/512mb rom, gps, bluetooth, digital copass, ea21 area img, camera 3.1mp, qwerty cn50aqu1en00,intermec,cn50aqu1en00",,,,,,,,,,,,
161,"asus k50ij-c1 15.6 inch laptop - black,asus,k50ij-c1",asus, intel core 2 duo,2.1,intel,windows vista;,4 gb,intel gma x4500m,250 gb,15.6,,,3
162,"thinkpad x200 tablet pc,lenovo,x200",,,,,,,,,,,,
163,"asus eee pc 1005hab blue netbook, intel atom n270 1.6ghz, 1gb, 160gb, 10.1"" wsvga, microsoft windows xp, factory refurbished,asus",asus, intel atom n270,1.6,intel,windows xp home,1 gb,,160 gb,,,,4
164,"dell latitude d610 laptop cd-rw/ dvd wireless computer,dell computers,d610",dell, pentium,2.13,intel,windows xp;,1 gb,ati mobility radeon x300,40 gb,14.1,1400,1050,7
165,"acer aspire 5517 15.6-inch laptop - black,acer,lx.ph10x.002",acer, amd athlon,1.6,amd,windows vista;,3 gb,integrated,250 gb,15.6,,,6.2
166,"dell latitude e5500 2.00ghz | 2gb ram | 160gb hard drive | 15.4 inch lcd panel | windows vista business bonus-windows xp professional downgrade,dell computers",,,2,,windows_xp,2 gb,,160 gb,15.4,,,
167,"hp mini 5101 n280 en,hp,fm978ut#aba,vs234570",hp, intel atom n280,1.6,intel,pc,1 gb,intel gma 950,160 gb,10.1,,,5.2
168,"apple macbook core 2 duo t5600 1.83ghz 1gb 60gb cdrw/dvd 13.3"" airport os x w/webcam,apple computer,ma699ll/a,363587",apple, intel core 2 duo,1.83,intel,"mac os x, other",1 gb,,60 gb,13,,,7
169,"t400s sp9600 3gb/250 dvr bt f c vbe,lenovo ??,281523u",,,,,,,,,,,,
170,"sony vaio fw series vgn-fw480j/t 16.4"" widescreen notebook (chocolate brown),sony",sony,,,intel,windows vista;,6144 mb,radeon hd 4650,400 gb,16.4,,,6.7
171,"apple macbook white 13"" 2.4ghz (intel core 2 duo, 2gb, 250gb, nvidia geforce 320m graphics, up to 10 hour battery life),screencenter,mc516b/a,2005899",, intel core 2 duo,2.4,intel,,2 gb,geforce 320m,250 gb,13.3,,,4.6
172,"dell inspiron 600m intel pm (1.4ghz processor, 500 mb ram, 40gb hard disk drive, wi-fi),dell,600m",,,,,,,,,,,,
173,"apple macbook 13.3"" laptop (2.0 ghz core2 duo processor, 2 gb ram, 160 gb hard drive, mac os x 10.5 leopard),apple computer",apple, intel core 2 duo,2,intel,mac os x 10.7 lion,1 gb,,160 gb,13.3,,,5.2
174,"toshiba mini nb205-n325bl 10-inch netbook,1.6ghz intel atom n280 processor,1gb ddr2 ram, drive,windows 7 starter, blue,toshiba,pll23u-00u01c",toshiba, intel atom n280,1.66,intel,windows 7 starter edition 32-bit,1 gb,intel gma 950,160 gb,10.1,1024,600,2.9
175,"dell inspiron 1545 laptop promise pink,dell computers,1545",dell,,,,windows vista;,4 gb,intel gma 4500mhd,320 gb,15.6,1366,768,6.2
176,"dell inspiron e1505 15-inch laptop (1.67 ghz t2300 intel core duo processor, 2gb ram, 60gb hard drive, 8x dvd+/-rw drive, 802.11b/g wifi, windows xp media center),dell computers,e1505",dell, intel core duo,1.67,intel,windows xp;,2 gb,integrated_graphics,60 gb,15,,,8
177,"dell inspiron e1505 15.4-inch laptop (2.0 ghz t7200 intel core 2 duo processor, 2gb ram, 120gb hard drive, ati mobility radeon x1400 video card,8x dvd+/-rw drive, 802.11b/g wifi, windows 7 professional sp1),dell computers,e1505,zb002p3eatwz2",dell, core 2 duo,2,intel,windows 7;,2 gb,ati mobility radeon x1400,80 gb,15.4,1680,1050,6
178,"asus g51j-a1 15.6-inch gaming laptop (blue),asus computer international direct,g51j-a1",asus, intel core i7,1.6,intel,windows 7;,4 gb,,640 gb,15.6,,,7.3
179,"hp compaq nc6120 notebook computer - intel pentium m 750 1.86ghz, 1gb ddr, 60gb hdd, combo, 15"" xga, windows xp pro (off-lease),hp,6120",compaq, pentium,1.86,intel,windows xp;,1 gb,integrated_graphics,40 gb,15,1024,768,8
180,"lenovo g550 15.6-inch black laptop - up to 3.8 hours of battery life (windows 7 home premium),lenovo ??,2958-e9u",lenovo, intel core 2 duo,2.1,intel,windows 7;,4 gb,intel gma 4500m,250 gb,15.6,1366,768,6
181,"dell studio 1737 17-inch laptop (obsidian black) [discontinued by manufacturer],dell marketing usa, lp,s1737-use038am",dell, intel core 2 duo,2.1,intel,windows 7;,4 gb,ati mobility radeon hd 3650,500 gb,17,,,13
182,"dell inspiron 1750 17.3-inch obsidian black laptop - up to 4 hours 42 minutes of battery life (windows 7 home premium) [discontinued by manufacturer],dell marketing usa, lp,i1750-1463obk",dell, pentium,2.1,intel pentium,windows 7;,4 gb,intel gma 4500m,320 gb,17.3,,,9
183,"dell studio 1555 15.6-inch laptop (intel core 2 duo processor 2.2ghz processor,4gb ddr2 ram, 320gb hard drive, windows 7 home premium 64-bit) black [discontinued by manufacturer],dell marketing usa, lp,s1555-4344cbk",dell, intel core 2 duo,2.2,intel,windows 7;,4 gb,intel graphics media accelerator 4500mhd,320 gb,15.6,1366,768,8.9
184,"alienware m15x 15.6-inch cosmic black laptop (windows 7 home premium),dell marketing usa, lp,m15x-889csb",alienware, core i7-720qm,2.8,intel core i7,windows 7;,4 gb,nvidia geforce gtx260,320 gb,15.4,1920,1080,19.6
185,"asus ul80vt-a1 14-inch thin and light black laptop (11.5 hours of battery life),asus computer international direct,ul80vt-a1",asus, intel core 2 duo,1.3,intel,windows 7;,4 gb,nvidia geforce g210m,320 gb,14,1366,768,4.8
186,"asus k50ij-x8 16-inch laptop (2.2 ghz intel pentium t6600 processor, 4gb ddr2, 500gb hdd, windows 7 home premium) black,asus computer international direct,k50ij-x8",asus, pentium,2.2,intel,windows 7;,4 gb,,500 gb,15.6,,,6
187,"dell latitude d620 notebook computer duo core 1.66ghz 1gb 40gb cdrw/dvd wifi,dell computers,d620",dell, core 2 duo,1.6,intel,windows xp;,512 gb,intel gma 900,40 gb,14.1,1440,900,7.5
188,"hp laptop elitebook 8570w intel quad core i7 3720qm 2.6ghz/ 32gb memory /512gb ssd /nvidia quadro k3000m/ 15.6""/ windows 7 professional 64-bit,hp",mea, intel mobile cpu,2.6,intel,windows 7 professional,32 gb,quadro k3000m,512 gb,15.6,,,
189,"emachines e627-5583 amd athlon 64 tf-20, 15.6"" 160gb hdd, 2gb ram, 802.11 b/g wifi, webcam, 6 cell,acer - emachines,e627-5583",emachines,,,amd,windows 7,4 gb,ati radeon hd 3200,160 gb,,,,8.2
190,"acer as5534-1121 15.6-inch black laptop - up to 3.5 hours of battery life (windows 7 home premium),acer,as5534-1121",acer, amd athlon,1.2,amd,windows 7;,4 gb,ati radeon hd 3200,320 gb,15.6,1366,768,5.3
191,"apple macbook mc207ll/a 13.3-inch laptop (old version),apple computer,mc207ll/a",apple, intel core 2 duo,2.26,intel,mac os x v10.6 snow leopard,2 gb,nvidia geforce 9400m,250 gb,13.3,1366,768,4.7
192,"apple macbook pro mc700ll/a 13.3-inch laptop (old version),apple computer,mc700ll/a",apple, intel core i5,2.3,intel,mac os x v10.7 lion,4 gb,intel hd graphics 3000,320 gb,13.3,1280,800,4.5
193,"dell latitude d620 core 2 duo 2.0ghz laptop notebook 1gb ram 80gb hd xp pro,dell computers,d620",dell,,,,windows xp;,2 gb,,60 gb,,1440,900,7.2
194,"hp pavilion 13.3 laptop dv3-2155mx core 2 duo  2.1 ghz ram 4 gb hdd 500 gb windows vista home premium 64-bit,hp",, intel core 2 duo,2.1,intel,windows 8,4 gb,,500 gb,13.3,,,
195,"toshiba satellite l305-s5968 15.4"" notebook (2.0ghz intel pentium dual-c t4200 3gb ram 320gb hdd dl dvd-rw vista home premium),toshiba",toshiba,,,intel,windows vista;,3072 mb,integrated_graphics,320 gb,15.4,1280,800,5.7
196,"apple macbook 13"" white, intel core 2 duo 2.16ghz, 1gb, 160 gb hard drive, wi-fi, dvd-burner, camera, mac os 10.6 snow leopard and ilife,apple computer",apple, intel core 2 duo,2.16,intel,mac os x,1 gb,,160 gb,13.1,1280,800,6.2
197,"asus u81a core 2 duo t6500 2.1ghz 4gb 320gb dvdrw dl 14"" vista home premium webcam u81a-rx05,asus",asus,,2.1,intel,windows vista home premium,4 gb,integrated_graphics,320 gb,14,,,7
198,"lenovo thinkpad r500 15.4-inch black laptop - up to 4.5 hours of battery life (windows xp pro),lenovo direct,2714-afu,vs179354",lenovo, intel core 2 duo,2.1,intel,windows xp;,2 gb,intel media accelerator 4500mhd;amd radeon hd 3470,250 gb,15.4,,,6.4
199,"lenovo thinkpad t500 15.4-inch black laptop - up to 6.3 hours of battery life (windows xp pro),lenovo ??,2242-8qu",lenovo, intel core 2 duo,2.4,intel,windows xp;,2 gb,intel gma 4500m,250 gb,15.4,1280,800,5.9
200,"hp compaq 8730w, core2 duo t9600 cpu, 17.0 wuxga panel, dvd+/-rw, 320gb hard dri,hp,fn035ut#aba,vs179563",,,,,,,,,,,,
201,"hp compaq 6530b, core2 duo p8600 cpu, 14.1 wxga panel, dvd+/-rw, 250gb haard dri,hp,fn025ut#aba,vs179564",hp, intel core 2 duo,2.26,intel,windows 8,2 gb,,2 gb,14.1,,,17.2
202,"hp elitebook 6930p fn042ut notebook pc (2.5 ghz intel core 2 duo p8700, 2gb memory, 250gb hdd,hp,fn042ut#aba,vs179578",hp, intel core 2 duo,2.5,intel,windows 8,2 gb,intel gma 4500mhd,250 gb,14.1,1280,800,4.7
203,"dell latitude d610 14.1-inch 1.73ghz laptop,dell marketing usa, lp,d610-1.73",dell, pentium,2.13,intel,windows xp;,1 gb,ati mobility radeon x300,40 gb,14.1,1400,1050,7.3
204,"dell latitude d620-1.66 laptop wireless computer,dell marketing usa, lp,d620-1.66",dell, intel core duo,1.66,intel,windows 7;,2 gb,intel gma 900,80 gb,14.1,,,7.1
205,"latitude e6500 15.4"" c2d-2.53ghz 4g/250g rw bt wc,dell computers,464-3399",,,,,,,,,,,,
206,"toshiba - satellite l455-s5975 --intel celeron 900/ 2gb ddr2/ 15.6"" trubrite/ 250gb 5400rpm/ silver,toshiba,l455-s5975",toshiba, intel celeron,2.2,intel,microsoft windows 7 home premium,2 gb,gma,250 gb,15.6,1366,768,8.7
207,"asus eee pc t91mt-pu17-bk 8.9-inch intel atom netbook computer (black),asus,t91mt-pu17-bk",asus, intel atom z520,1.33,intel,windows 7 home,1 gb,intel gma 500,500 gb,8.9,1024,600,2.1
208,"dell e5400 latitude 14-inch laptop (dual core 2.53 ghz cpu, 2gb ram, 160gb hard drive, dvd-rw),dell computers,e5400",dell,,,intel,windows xp,2 gb,,160 gb,14.1,,,5.5
209,"latitude e5500 t7250 2.0g 2gb syst160gb dvdrw 15.4in c2d wvb/xpp,dell notebooks,dell latitude e5500,vs241034",,,,,,,,,,,,
210,"dell latitude d520 core 2 duo t5500 1.66ghz 2gb 80gb cdrw/dvd 15"" xp home,dell computers",dell, intel core 2 duo,1.66,intel,windows xp;,2 gb,,80 gb,15,,,
211,"dell latitude d620 core 2 duo t5500 1.66ghz 1gb 80gb cdrw/dvd 14.1"" xp professional,dell computers",dell, pa-8200,1.66,intel,windows xp;,1 gb,nvidia quadro nvs 110m,80 gb,14.1,,,7.5
212,"lenovo ideapad s10e (gray),lenovo ??,433336u,433336u",lenovo, atom n270,1.6,intel,windows xp,1 gb,intel gma950,160 gb,10.1,,,4
213,"hp g60-535dx laptop notebook - intel pentium dual-core t4300 2.1ghz / 3gb ddr2 / 320gb hd / 15.6"" lcd / built-in webcam with microphone / windows 7 home premium,hewlett packard,vm085ua#aba",hp, pentium t4300,2.1,intel,microsoft windows 7 home premium (64 bit),3 gb,gma,320 gb,15.6,1366,768,6.6
214,"latitude e5500 p8700 2.53g 4gb syst250gb dvdrw wl w7,dell notebooks,vs233646",dell, intel core 2 duo,2.53,intel,,4 gb,,250 gb,,,,10.9
215,"hp pavilion dv4-2045dx 14.1"" notebook (2.20 ghz amd turion ii dual-core mobile processor m500, 4 gb ram, 320 gb hard drive, lightscribe supermulti 8x dvd+/-r/rw drive, windows 7 home premium 64-bit) white,hewlett packard,hp pavilion dv4-2045dx",hp,,,,windows 7;,,,150 gb,15.4,,,
216,"hp pavilion dv6-1245dx entertainment notebook, 2.10 ghz intel core2 duo processor t6500, 4096mb, 320gb, 8x dvdâ±r/rw with double layer support, 16.0"" diagonal high definition, webcam, genuine windows vista home premium, factory refurbished,hp",hp,,,,windows vista;,4 gb,,320 gb,16,,,
217,"lenovo thinkpad t61 7663 14.1"" widescreen notebook,lenovo,lenovo thinkpad t61",lenovo,,,,windows xp home edition,,,100 gb,14.1,,,
218,"dell m70 15.4-inch precision mobile workstation,dell computers,m70",dell, pentium,2.26,intel,windows xp professional 32-bit,1 gb,nvidia quadro fx go1400,40 gb,15.4,,,7.1
219,"macbook(old version),apple computer",apple,,,,mac os x,4 gb,intel iris graphics540,160 gb,13.3,,,7
220,"dell inspiron i1750 2.1ghz pentium dual-core t4300 4gb 500gb wifi dvd+/-rw 17.3"" black win 7 home premium i1750-31620bk,dell computers,1750",,,,,,,,,,,,
221,"lenovo thinkpad t500 notebook (topseller) - intel centrino 2 core 2 duo p8600 2.40 ghz - 15.40"" wxga - 2 gb ddr3 sdram - 320 gb hdd - dvd-writer (dvdâ±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows 7 professional - black,lenovo,22428su",lenovo, intel core 2 duo,2.4,intel,windows_7_professional,2 gb,intel gma 4500mhd,320 gb,15.4,,,8.2
222,"panasonic cf-29 13.3"" toughbook (factory refurbished),panasonic,toughbook",toughbook, intel pentium m,1.2,intel,windows xp professional,256 gb,intel extreme graphics 2,40 gb,13.3,1280,1024,
223,"apple macbook a1181 macbook4,1 mb403ll/a, 2.1ghz intel core 2 duo t8100, 160gb hard drive, 2gb ram memory (early 2008),apple,mb403ll/a",apple,,,intel,10.7.2,2 gb,,160 gb,13.3,,,7
224,"dell inspiron im1012-799obk mini 1012 10.1-inch netbook (obsidian black) [discontinued by manufacturer],dell marketing usa, lp,im1012-799obk",dell, atom n450,1.66,intel,windows 7 starter,1 gb,intel nm10 express graphics,250 gb,10.1,1024,600,3
225,"dell inspiron i1564-8634obk 1564 15.6-inch laptop (obsidian black) [discontinued by manufacturer],dell marketing usa, lp,i1564-8634obk",dell, intel core i3,2.13,intel core i3,windows 7;,4 gb,gma,500 gb,15.6,1366,768,5.4
226,"dell inspiron i1764-6075obk 1764 17.3-inch laptop (obsidian black) [discontinued by manufacturer],dell marketing usa, lp,i1764-6075obk",dell, intel core i5,2.26,intel core i5,windows 7;,4 gb,intel hd graphics,500 gb,17,,,6.3
227,"alienware m17x-2857dsb 17-inch laptop (black) [discontinued by manufacturer],dell marketing usa, lp,m17x-2857dsb",alienware, intel core 2 quad,2,intel,windows 7;,4 gb,nvidia geforce gtx 260m,320 gb,17,,,11.7
228,"hp g60-630us 15.6-inch laptop (black),hewlett packard,wa573ua#aba",hp, pentium,2.2,intel pentium,windows 7;,3 gb,gma,320 gb,15.6,1366,768,6.6
229,"hp pavilion dm3-1130us 13.3-inch laptop (1.6ghz amd athlon neo x2 l335 processor, 4gb ddr3, 320gb hdd, windows 7 home premium) silver,hewlett packard,wa563ua#aba",hp, amd athlon,1.6,amd,windows 7;,4 gb,ati radeon hd 3200,320 gb,13.3,1366,768,4.2
230,"lenovo g530 15.4-inch laptop (black matte),lenovo direct,4151-a2u,531746",lenovo, intel core 2 duo,2.2,intel pentium,windows 7;,3 gb,intel gma 4500m,160 gb,15.4,,,8.8
231,"asus eee pc seashell 1005peb-rred01s 10.1-inch netbook (red),asus computer international direct,1005peb-rred01s",asus, intel atom n450,1.66,intel,windows 7 starter,1 gb,intel gma 3150,250 gb,10.1,,,2.8
232,"dell latitude d620 duo core 1.8ghz 1.5gb ram 55.5gb hard drive wifi laptop notebook computer windows 8.1 pro,dell computers,d620",dell, intel core duo,1.83,intel,windows 8;,1 gb,gma 950,40 gb,14.1,,,7.6
233,"lenovo thinkpad sl510 laptop notebook (2847-9uu) intel core 2 duo t6570 2.10 ghz,lenovo ??,28479uu",lenovo, intel core i5,2.53,intel,windows 7;,2 gb,intel gma x4500,250 gb,15.6,,,5.6
234,"toshiba satellite a505-s6980 core 2 duo t6600 2.2ghz 4gb 500gb dvd±rw dl 16"" windows 7 home premium w/webcam,toshiba",toshiba, intel core 2 duo,2.2,intel,windows 7;,4 gb,,500 gb,16,,,
235,"hp compaq presario cq60-615dx 15.6"" 2gb 250gb laptop,hewlett packard,cq60-615dx",hp, intel celeron,2.2,intel,microsoft windows 7 home premium,2 gb,gma,250 gb,15.6,1366,768,10.8
236,"toshiba satellite l505d-gs6000 laptop - amd turion ii dual-core m500 / 16.0"" hd lcd / 4gb ddr2 / 320gb hd / dvd supermulti drive / built-in webcam / windows 7 home premium 64-bit,toshiba,pslv6u-01f009",toshiba, turion ii x2 dual core m500,2.2,amd,windows 7;,4 gb,ati radeon 4200,320 gb,16,1366,768,6
237,"asus k50ij-h1 16-inch laptop (2.2 ghz intel pentium t4400 processor, 4gb ddr2, 4gb, 320gb hdd, windows 7 home premium) black,asus computer international direct,k50ij-h1,vs244484",asus, pentium,2.2,intel,windows 7;,4 gb,intel gma 4500mhd,320 gb,15.6,,,6
238,"hp g60-635dx notebook pc - 15.6"" hd display / intel pentium t4300 2.1ghz / 3gb ddr2 / 320gb hd / dvd±rw/cd-rw drive / built-in hp webcam / 802.11b/g/n wlan / windows 7 home premium 64-bit,hewlett-packard,g60-635dx",hp, pentium,2.1,intel,microsoft windows 7 home premium (64 bit),3 gb,gma,320 gb,15.6,1366,768,6
