ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
2706,lenovo ideapad u110,lenovo, intel core 2 duo l7500,1.6,intel, microsoft windows vista home premium, 2 gb, intel gma x3100,120 gb,11.1,,,2.9
2707,olpc xo-1,olpc, amd geode lx700,433,amd, fedora core 7 linux, 256 mb, integrated,1 gb,7.5,,,3.2
2708,asus republic of gamers g20 (g20aj-us009s),asus, intel core i7-4790,3.6,intel, windows 8.1, 8 gb, nvidia geforce gtx 760,1000 gb,,,,
2709,lenovo ideatab lynx k3011,lenovo, intel atom z2760,1.8,intel, microsoft windows 8," 2 gb, 2 gb"," img powervr sgx545, img powervr sgx545",64 gb,11.6,1366,768,1.47
2710,full-size portable delivers desktop features,full-size,,1.2,,, 256 mb,,20 gb,,,,
2711,high-end 3-d graphics hit the road,high-end,,,,, 128 mb,,20 gb,,,,7.2
2712,apple ibook g4 (12-inch) (iss. 21 2004),apple, powerpc g4,1,powerpc, mac os x, 256 mb,,3 gb,,,,4.9
2713,lenovo thinkpad x240,lenovo, intel core i5-4200u,1.6,intel, microsoft windows 8 professional, 8 gb, intel hd graphics 4400,256 gb,12.5,1366,768,3.2
2714,samsung series 9 15-inch (np900x4c-a02us),samsung, intel core i5-3317u,1.7,intel, microsoft windows 7 home premium, 8 gb, intel hd graphics 4000,128 gb,15,1600,900,3.6
2715,sony vaio vpc-z214gx ,sony, intel core i7-2620m,2.7,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,128 gb,13.1,1600,900,2.5
2716,"micron transport lt, transport zx",micron,,,,, 128 mb,,2 gb,13,,,
2717,dell latitude e7240 touch,dell, intel core i5-4300u,1.9,intel, windows 8.1, 4 gb, intel hd graphics 4400,128 gb,12.5,1920,1080,2.8
2718,hp mini 5102,hp, intel atom n450,1.67,intel," microsoft windows 7 starter edition, microsoft windows 7 starter edition", 1 gb, intel gma 3150,160 gb,10.1,,,2.8
2719,sony vaio s series vpcs13sgx/zi,sony, intel core i5-540m,2.66,intel,, 4 gb, nvidia geforce 310m,500 gb,13.3,1366,768,4.75
2720,cerise quad-core workstation (xeon x3360),cerise, intel xeon x3360,2.83,intel, ms windows xp home, 4 gb, nvidia geforce 8600 gt,1500 gb,17,,,
2721,hp compaq sr5050nx,hp,,3,, microsoft windows vista home premium, 1 gb, intel gma 950,250 gb,,,,
2722,hp pavilion g4t,hp, intel core i3-370m,2.4,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,14,,,4.68
2723,gateway dx4320-01e ,gateway, amd phenom ii x4 945,3,amd, microsoft windows 7 home premium, 6 gb, nvidia geforce 315,1000 gb,,,,
2724,dell vostro 200,dell, intel core 2 duo e6320,1.86,intel, microsoft windows vista business, 2 gb, nvidia geforce 8300 gs,160 gb,,,,
2725,razer blade (2014),razer, intel core i7-4702hq,2.2,intel, windows 8.1, 8 gb, nvidia geforce gtx 870m,256 gb,14,3200,1800,4.47
2726,voodoo aria,voodoo,,2.8,, ms windows xp media center edition 2005, 1 gb, nvidia geforce 7800 gt,400 gb,,,,
2727,ibm netvista s42,ibm,,,,, 256 mb,,40 gb,17,,,
2728,msi wind,msi, intel atom n270,1.6,intel," ms windows xp home, ms windows xp home", 1 gb, intel gma 950,80 gb,10.1,,,2.6
2729,disney dream desk pc by medion,disney,,,, microsoft windows xp home, 256 mb, amd radeon 9100,40 gb,14.1,,,
2730,hp pavilion p7-1067cb,hp, intel core i5-2400s,2.5,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 6450,1000 gb,25,1920,1080,
2731,hp omni 200t,hp, intel pentium dual-core e5800,3.1,intel, microsoft windows 7 home premium, 3 gb, intel gma x4500hd,750 gb,21.5,1920,1080,
2732,gateway dx4870-ur11p,gateway, intel core i7-3770,3.4,intel, microsoft windows 7 home premium, 10 gb, intel hd graphics,2000 gb,,,,
2733,fujitsu lifebook p1510,fujitsu, intel pentium m 753,1.2,intel, ms windows xp professional, 512 mb, intel gma 900 gm,30 gb,8.9,,,2.2
2734,lenovo ideatab a2109,lenovo,,1.2,, google android 4.0 (ice cream sandwich), 1 gb,,16 gb,9,,,1.25
2735,dell precision tower 5810,dell, intel xeon e5-2687w v3,3.1,intel, microsoft windows 7 professional, 32 gb, nvidia quadro k6000,1200 gb,,,,
2736,samsung ativ book 9 2014 edition,samsung, intel core i5-4200u,1.6,intel, windows 8.1, 8 gb, intel hd graphics 4400,128 gb,15.6,1920,1080,3.92
2737,hp pavilion p7-1030,hp, intel core i3-2100,3.1,intel, microsoft windows 7 home premium, 8 gb, intel hd graphics 2000,1000 gb,,,,
2738,gateway profile 6 sb,gateway, intel pentium d 930,3,intel, ms windows xp professional, 1 gb, nvidia geforce 7300le,160 gb,19,,,
2739,avadirect quiet x79 gaming pc,avadirect, intel core i7-3930k,3.2,intel, microsoft windows 7 professional, 16 gb, nvidia geforce gtx 580 triple sli,2000 gb,,,,
2740,falcon northwest mach v (athlon 64 x2 4800+),falcon, amd athlon 64 x2 4800+,2.5,amd, microsoft windows xp professional, 1 gb, nvidia geforce fx 6800 ultra,600 gb,19,,,
2741,apple imac 21.5-inch (2014),apple, intel core i5-4260u,1.4,intel, mac os x, 8 gb, intel hd graphics 5000,500 gb,21.5,1920,1080,
2742,apple macbook pro 13-inch (late 2011),apple,,2.4,, mac os x 10.7, 4 gb, intel hd graphics 3000,500 gb,13.3,1280,800,4.5
2743,ibuypower lan warrior ii,ibuypower, amd athlon ii x6 1055t,2.8,amd, microsoft windows 7 home premium, 4 gb, nvidia geforce gtx 460,1000 gb,,,,
2744,dell venue 8 pro,dell,,1.34,, microsoft windows 8.1," 2 gb, 2 gb"," intel hd graphics, intel hd graphics",32 gb,8,,,13.4
2745,gateway e-100m (core duo),gateway, intel core duo u2500,1.2,intel, ms windows xp professional, 1 gb, intel gma 950,80 gb,12.1,,,3.2
2746,acer aspire u5 (au5-620-ub10),acer, intel core i5-4200u,2.5,intel, windows 8.1, 8 gb, intel hd graphics 4600,1 tb,23,1920,1080,
2747,gateway 450xl,gateway,,1.8,,,, amd radeon 9600,,15,,,6.3
2748,"ibm netvista a20, a40p",ibm,,,,, 128 mb,,10 gb,,,,
2749,hp compaq dc7800 ultra-slim desktop,hp, intel core 2 duo e6750,2.66,intel, microsoft windows vista business, 1 gb, intel gma 3100,80 gb,,,,
2750,hp pavilion dv5-2070us,hp, intel core i3 350m,2.27,intel, microsoft windows 7 home premium, 4 gb,,500 gb,14.5,,,
2751,asus memo pad 7 (me176cx),asus,,1.33,, android 4.4, 1 gb,,16 gb,7,,,10.4
2752,alienware m17x (sandy bridge),alienware, intel core i7-2720m,2.2,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 6970m,1500 gb,17.3,1920,1080,9.8
2753,hp pavilion ze4900 (iss. 21 2004),hp,,1.5,, ms windows xp home, 256 mb,,40 gb,15,,,7
2754,msi gt72 dominator pro g-1438,msi, intel core i7-5700hq,2.7,intel, windows 8.1, 16 gb, nvidia geforce gtx 980m,1128 gb,17.3,1920,1080,8.5
2755,hp elitepad 900,hp,,1.8,, microsoft windows 8 professional," 2 gb, 2 gb"," intel gma hd, intel gma hd",64 gb,10.1,,,1.37
2756,gateway nv53a52u,gateway, amd turion ii p540,2.4,amd, microsoft windows 7 home premium, 4 gb, amd mobility radeon hd 4250,500 gb,15.6,1366,768,5.32
2757,acer iconia tab a500,acer,,1,, google android 3.0 or higher,,,16 gb,10.1,,,1.7
2758,microsoft docking station for surface pro,microsoft,,,,,,,,,,,
2759,archos arnova 9 g2,archos,,,,,,,,,,,
2760,gateway m465-e (intel core 2 duo),gateway, intel core 2 duo t7400,2.16,intel, ms windows xp professional, 1 gb, amd mobility radeon x1400,80 gb,15.4,,,6.4
2761,lenovo ideapad s215,lenovo,,1.5,, windows 8.1, 4 gb, amd radeon hd 8330,500 gb,11.6,1366,768,2.86
2762,dell venue 8 (2014),dell,,2.1,, android 4.4, 1 gb,,16 gb,8,,,11.9
2763,samsung galaxy note 10.1 (2014 edition),samsung,,1.9,, google android 4.3, 3 gb,,16 gb,10.1,,,19.75
2764,hp compaq presario v2000 (turion),hp, amd turion 64 ml-37 mobile,2,amd, ms windows xp home, 512 mb, amd mobility radeon xpress 200m,80 gb,14.1,,,5.4
2765,hp pavilion p6267c-b,hp, intel core 2 quad q8300,2.5,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 4350,750 gb,25,1920,1080,
2766,hp pavilion tx2000z,hp, amd turion 64 x2 tl-66 mobile,2.4,amd, microsoft windows vista home premium, 2 gb, nvidia geforce 6150,120 gb,12.1,,,5.1
2767,hp media center pc 7070n photosmart pc,hp,,3.2,, ms windows xp media center edition 2005, 1 gb, amd radeon x300,250 gb,,,,
2768,hp media center pc 873n,hp,,,,, 512 mb,,,,,,
2769,hp e-pc 40,hp,,,,, 128 mb,,20 gb,17,,,
2770,gateway md7801u,gateway, intel core 2 duo t6400,2,intel, microsoft windows vista home premium, 4 gb, intel gma 4500mhd,500 gb,15.6,,,6.7
2771,velocity micro vision gx,velocity, amd athlon 64 3700+,2.2,amd, microsoft windows xp home, 1 gb, nvidia geforce 6600,200 gb,17,,,
2772,winbook x4 2.0,winbook,,2,,, 512 mb,,,15.1,,,6.4
2773,dell xps 15 (sandy bridge),dell, intel core i7-2630qm,2,intel, microsoft windows 7 home premium, 8 gb, nvidia geforce gt 540m,750 gb,15.6,1920,1080,6.6
2774,zotac zbox nano xs ad13 plus,zotac, amd e2-1800,1.7,amd,, 2 gb, amd radeon hd 7340,64 gb,,,,
2775,vizio 27-inch all-in-one pc (ca27-a1),vizio, intel core i5-3210m,2.5,intel, microsoft windows 7 home premium, 4 gb, nvidia geforce gt 640m le,1032 gb,27,1920,1080,
2776,dell dimension 5100,dell, intel pentium 4 531,3,intel, microsoft windows xp home, 512 mb, nvidia geforce 6200,160 gb,15,,,
2777,dell latitude 14 7000 series (e7450),dell, intel core i5-5200u,2.2,intel, windows 8.1 pro, 8 gb, intel hd graphics 5500,256 gb,14,1920,1080,3.59
2778,gateway solo 1150 cl,gateway,,,,,,,,,,,7.8
2779,acer aspire 5920g,acer, intel core 2 duo t7300,2,intel, microsoft windows vista ultimate, 2 gb, nvidia geforce 8600m gt,200 gb,15.4,,,6.9
2780,dell latitude 10,dell, intel atom z2760,1.8,intel, microsoft windows 8," 2 gb, 2 gb"," intel gma hd, intel gma hd",128 gb,10.1,,,1.45
2781,toshiba satellite e305-s1990x,toshiba, intel core i5-2410m,2.3,intel, microsoft windows 7 premium edition, 4 gb, intel hd graphics 3000,500 gb,14.1,1366,768,4.6
2782,hp pavilion p7-1047cb,hp, intel core i5-2400s,2.5,intel, microsoft windows 7 home premium, 6 gb,,1000 gb,23,1920,1080,
2783,vinci mv 7,vinci,,,,,,,,7,,,
2784,dell inspiron 13 7000 series 2-in-1 special edition (7352),dell, intel core i7-5500u,2.4,intel, windows 8.1, 8 gb, intel hd graphics 5500,256 gb,13.3,1920,1080,3.7
2785,hp pavilion touchsmart 23-f260xt aio,hp, intel core i3-3220,2.8,intel, microsoft windows 8, 6 gb, intel hd graphics 2500,1 tb,23,1920,1080,
2786,asus-lamborghini vx2s,asus-lamborghini, intel core 2 duo t7500,2.2,intel, microsoft windows vista ultimate, 2 gb, nvidia geforce 8600m gt,200 gb,15.4,,,7
2787,lenovo thinkcentre a51 ultra small (8105-26u),lenovo, intel pentium 4 531,3,intel, microsoft windows xp professional, 512 mb, intel gma 900 gm,80 gb,17,,,
2788,sony vaio vgn-tt190,sony, intel core 2 duo u9400,1.4,intel, microsoft windows vista ultimate, 4 gb, intel gma 4500mhd,256 gb,11.1,,,2.8
2789,samsung ativ book 9 plus,samsung, intel core i5-4200u,1.6,intel, microsoft windows 8, 4 gb, intel hd graphics 4400,128 gb,13.3,,,3.06
2790,dell dimension 2400,dell,,,, microsoft windows xp home, 512 mb, intel 845gv,80 gb,19,,,
2791,raon digital everun l30h,raon, amd geode lx800,600,amd, ms windows xp media center edition, 512 mb,,30 gb,4.8,,,1.1
2792,acer aspire as5742-7645 ,acer, intel core i3-370m,2.4,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,15.6,1366,768,5
2793,panasonic toughbook u1 ultra (cf-u1),panasonic, intel atom z530,1.6,intel," microsoft windows 7 professional, microsoft windows 7 professional", 2 gb, intel gma 500,64 gb,5.6,1024,600,2.3
2794,hp pavilion dm4,hp, intel core i5-520m,2.4,intel, microsoft windows 7 premium edition, 4 gb, intel gma hd,320 gb,14.1,,,4.4
2795,lenovo c325 ,lenovo, amd e-450,1.65,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 6320,500 gb,20,1600,900,
2796,toshiba satellite p100-st9772,toshiba, intel core 2 duo t7200,2,intel, microsoft windows vista ultimate, 2 gb, nvidia geforce go 7900gtx,160 gb,17,,,7.7
2797,toshiba satellite p845-s4200,toshiba, intel core i5-3317u,1.7,intel, microsoft windows 7 home premium, 6 gb, intel hd graphics 4000,750 gb,14,1366,768,4.26
2798,toshiba satellite e205-s1904,toshiba, intel core i5-430m,2.27,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,14.1,,,5.1
2799,zotac zbox ad03br-plus-u,zotac,,,,,,,,,,,
2800,lenovo ideapad yoga 11,lenovo,,,, microsoft windows rt," 2 gb, 2 gb"," nvidia ulp geforce, nvidia ulp geforce",64 gb,11.6,1366,768,2.62
2801,acer aspire e5-471g-53xg,acer, intel core i5-4210u,1.7,intel, windows 8.1, 8 gb, nvidia geforce gt 820m,500 gb,14,1366,768,4.4
2802,vinci tab,vinci,,1,, google android 2.3 or earlier,,,8 gb,7,,,1.45
2803,dell inspiron 14r (i14rn-1364pbl),dell, intel core i3-2330m,2.2,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,640 gb,14,1366,768,5
2804,acer travelmate c102ti tablet pc,acer,,,,, 256 mb,,30 gb,10.4,,,3.3
2805,polywell 1500xp,polywell,,,,, 256 mb,,80 gb,,,,
2806,m&a companion touch,m&a, intel atom n270,1.6,intel," ms windows xp home, ms windows xp home", 1 gb, intel gma 945 gm,60 gb,8.9,,,2.8
2807,lenovo ideapad u310,lenovo, intel core i5-3317u,1.7,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 4000,32 gb,13.3,1366,768,3.75
2808,gateway solo 3350,gateway,,,,,,,20 gb,12.1,,,3.7
2809,apple emac (superdrive),apple, powerpc g4,,powerpc, mac os x 10.3, 256 mb, amd radeon 9200,80 gb,17,1280,1024,
2810,price-conscious p4 notebook pc,price-conscious,,1.6,, ms windows xp home, 256 mb,,20 gb,,,,7.8
2811,lenovo thinkcentre m55e,lenovo, intel core 2 duo e6300,1.86,intel, microsoft windows vista business, 2 gb, intel gma 3000,250 gb,22,,,
2812,archos 9 pctablet,archos, intel atom z515,1.2,intel, microsoft windows 7 starter edition," 1 gb, 1 gb"," intel poulsbo us15w, intel poulsbo us15w",32 gb,8.9,1024,600,1.8
2813,toshiba satellite l505d-s6947,toshiba, amd turion 64 x2 tl-62 mobile,2.2,amd, microsoft windows vista home premium, 3 gb, amd radeon 3100,320 gb,16,,,7.12
2814,dell xps 15 (summer 2012),dell,,2.1,, microsoft windows 7 home premium, 8 gb,,750 gb,,1920,1080,
2815,gateway id47h07u,gateway, intel core i5-2430m,2.4,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,500 gb,14,1366,768,4.4
2816,enano e2 model ex7400u,enano, intel core 2 duo t7400,2.16,intel, microsoft windows vista ultimate, 3 gb, intel gma 950,160 gb,,,,
2817,htc shift,htc, intel a110,800,intel, microsoft windows vista business, 1 gb, intel gma 950,40 gb,7,,,2.2
2818,toshiba satellite l665d-s5066,toshiba, amd turion ii p520,2.3,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 4225,320 gb,15.6,,,6.4
2819,dell makes another smart step,dell,,2,, ms windows xp home, 256 mb,,30 gb,15,,,
2820,hp omni 120-1024,hp, amd e-450,1.65,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 6320,500 gb,20,1600,900,
2821,ibuypower back to school,ibuypower,,,, microsoft windows xp home, 512 mb, nvidia geforce3,80 gb,17,1280,1024,
2822,v3 gaming traverse,v3, intel core i5-3570k,3.4,intel,, 8 gb, nvidia geforce gtx 690,1120 gb,,,,
2823,"dell optiplex gx150sf, gx400",dell,,,,, 128 mb,,20 gb,,,,
2824,hp pavilion media center tv m8100y pc,hp, intel core 2 quad q6600,2.4,intel, microsoft windows vista home premium, 2 gb, nvidia geforce 8500 gt,500 gb,24,,,
2825,microsoft and hp unveil the media center pc,microsoft,,,,, 512 mb,,120 gb,17,,,
2826,hp pavilion 11t-n000 x360,hp, intel pentium n3520,1.66,intel, windows 8.1, 4 gb, intel hd graphics,500 gb,11.6,1366,768,3.23
2827,dell streak 7 (t-mobile),dell,,,, google android 2.3 or earlier,,,16 gb,7,,,15.9
2828,dell latitude 13,dell, intel core 2 duo su7300,1.2,intel, microsoft windows 7 professional, 4 gb, intel gma 4500mhd,250 gb,13.5,,,3.5
2829,dell inspiron xps,dell,,3.4,, ms windows xp home, 512 mb,,60 gb,15.4,,,
2830,hp pavilion p6754y,hp, amd athlon ii x4 640,3,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 4200,1000 gb,,,,
2831,microsoft surface with windows rt,microsoft,,1.3,, microsoft windows rt," 2 gb, 2 gb"," nvidia tegra 3, nvidia tegra 3",64 gb,10.6,,,1.48
2832,sys performance 2800,sys,,,,, 512 mb,,120 gb,18,,,
2833,apple macbook pro 15-inch with retina display (2015),apple, intel core i7-4770hq,2.2,intel, mac os x yosemite, 16 gb, intel iris pro 5200,256 gb,15.4,2880,1800,4.49
2834,dell latitude d600,dell,,1.8,, ms windows xp professional, 512 mb,,80 gb,14.1,,,5.4
2835,fujitsu lifebook p1000,fujitsu,,800,, ms windows xp home, 256 mb, amd rage mobility-m,30 gb,8.9,,,2.2
2836,gateway dx4300-03,gateway, amd phenom x4 9750,2.4,amd, microsoft windows vista home premium, 8 gb, amd radeon hd 4650,1000 gb,,,,
2837,fujitsu lifebook s series,fujitsu,,,,,,,30 gb,13.3,,,
2838,hp omni 200-5380qd,hp, intel core i5-760,2.8,intel, microsoft windows 7 home premium, 6 gb, amd radeon hd 5570,1000 gb,21.5,1920,1080,
2839,sony vaio l series vpcl135fx/b,sony, intel core 2 quad q8400s,2.66,intel,, 6 gb, nvidia geforce gt 330m,500 gb,24.4,,,
2840,hp pavilion slimline s5-1020,hp, intel pentium dual-core e6800,3.33,intel, microsoft windows 7 home premium, 4 gb, intel gma x4500,1000 gb,,,,
2841,techno source kurio 7 tablet,techno,,1.2,, google android 3.0 or higher,,,4 gb,7,,,12.13
2842,msi gt627-218us,msi, intel core 2 duo p8400,2.26,intel, microsoft windows vista home premium, 4 gb, nvidia geforce 9800m gs,320 gb,15.4,,,6.1
2843,voodoo omen a121x extreme gamer pc,voodoo, amd athlon 64 fx-60,2.9,amd, microsoft windows xp professional, 2 gb, amd radeon x1900 crossfire,600 gb,,,,
2844,hp pavilion dv6 (1253cl),hp, intel core 2 duo p7550,2.26,intel, microsoft windows vista home premium, 4 gb, amd mobility radeon hd 4650,500 gb,16,,,
2845,motion computing f5,motion, intel core solo u1400,1.2,intel, ms windows xp tablet pc edition, 4 gb, intel gma 950,40 gb,10.4,,,3.5
2846,hedgren boarding s carry-on,hedgren,,,,,,,,,,,
2847,maingear vybe (2015),maingear, intel core i5-4690k,3.5,intel, windows 8.1, 8 gb, pny nvidia geforce gtx 960 sli,250 gb,,,,
2848,hp compaq presario v2000 (sempron),hp, amd sempron 2800+ mobile,1.6,amd, ms windows xp home,, amd mobility radeon xpress 200m,40 gb,14.1,,,5.4
2849,boxx renderpro,boxx, intel xeon e5-2695 v3,2.3,intel, microsoft windows 7 professional, 32 gb, nvidia quadro k1200,120 gb,,,,
2850,hp envy 13,hp, intel core 2 duo l9600,2.13,intel, microsoft windows 7 professional, 3 gb," intel gma 4500mhd, amd mobility radeon 4330",250 gb,13.1,,,3.7
2851,viewsonic vot120 pc mini ,viewsonic, intel atom n270,1.6,intel, ms windows xp home, 2 gb, intel gma 950,180 gb,,,,
2852,digital storm virtue,digital, intel core i7-4770k,3.5,intel, microsoft windows 8, 16 gb, nvidia geforce gtx 780,1120 gb,,,,
2853,polywell poly itx-z6800,polywell, intel core i7-2600s,2.8,intel, microsoft windows 7 home premium, 8 gb, nvidia geforce gt 520m,520 gb,,,,
2854,lenovo erazer x700,lenovo, intel core i7-3820,3.6,intel, microsoft windows 8 professional, 12 gb, nvidia geforce gtx 660 ti,1128 gb,,,,
2855,lenovo ideapad y450,lenovo, intel core 2 duo t6400,2,intel, microsoft windows vista home premium, 4 gb, intel gma 4500mhd,320 gb,14,,,5.4
2856,lenovo thinkpad x200 tablet,lenovo, intel core 2 duo l9400,1.86,intel, microsoft windows vista business, 2 gb, intel gma 4500mhd,160 gb,12.1,,,4
2857,polywell poly 880nf2-3000,polywell,,,,, 1 gb,,160 gb,19,,,
2858,apple power mac g5 dual 2 ghz,apple,,,, mac os x 10.3, 1 gb,,160 gb,20,1680,1050,
2859,msi gt70 0ne-276us,msi, intel core i7-3610qm,2.3,intel, microsoft windows 7 home premium, 16 gb, nvidia geforce gtx 680m,250 gb,17.3,1920,1080,8.37
2860,emachines t3302,emachines, amd sempron 3300+,2,amd, microsoft windows xp home, 512 mb, integrated,160 gb,,,,
2861,gateway 510xl,gateway,,,,,, nvidia geforce fx 5200,1690 gb,17,,,
2862,dell xps 625,dell,,,,,,,,,,,
2863,hp pavilion elite m9200t,hp, intel core 2 quad q9450,2.66,intel, microsoft windows vista home premium, 3 gb, nvidia geforce 8800 gt,750 gb,,,,
2864,lenovo ideapad 100-14iby,lenovo, intel celeron n2940,1.83,intel, microsoft windows 8, 4 gb, integrated,500 gb,14,1366,768,3.74
2865,ibm thinkpad t43,ibm, intel pentium m 750,1.86,intel, ms windows xp professional, 512 mb, amd radeon x300,60 gb,14.1,,,5.5
2866,apple macbook air 11-inch (2015),apple, intel core i5-5250u,1.6,intel, mac os x yosemite, 4 gb, intel hd graphics 6000,128 gb,11.6,1366,768,2.38
2867,rim blackberry playbook (2012),rim,,1,, rim blackberry tablet os,,,16 gb,7,,,14.4
2868,ainovo novo 7 basic,ainovo,,1,, google android 3.0 or higher,,,8 gb,7,,,12.4
2869,sony vaio vpc-eb13fxbi,sony, intel core i5-430m,2.27,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,15.5,,,5.6
2870,polywell poly 900nf3-fx1,polywell,,,,,,,72 gb,19,,,
2871,sharkk apple ipad air 2 bluetooth keyboard,sharkk,,,,,,,,,,,
2872,sony vaio xl2 digital living system,sony, intel pentium d 920,2.8,intel, ms windows xp media center edition 2005, 1 gb, nvidia geforce 6600 gt,320 gb,,,,
2873,acer iconia tab a110,acer,,1.2,, google android 4.1 (jelly bean), 1 gb,,8 gb,7,,,13.44
2874,alienware area-51 (2015),alienware, intel core i7-5930k,3.9,intel, windows 8.1, 16 gb, nvidia geforce gtx 980,4256 gb,,,,
2875,abs performance 7,abs,,,,, 256 mb,,60 gb,,,,
