Title,Price,Currency,Sold by Newegg,Rating,Brand,Model,Color,CPU Type,CPU Speed,Number of Cores,Screen Size,Resolution,Touchscreen,Operating System,GPU/VPU,Graphic Type,SSD,HDD,Memory,Battery,Battery Life,Dimensions (W x D x H),Weight
"Acer Aspire Intel Celeron 847  1.1GHz 2GB Memory  16GB SSD 11.6"" Chromebook Chrome OS C710-2826 -",399.95,USD,no,3,Acer,C710-2826,Iron Gray,Intel Celeron,847 (1.1 GHz),,"11.6""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,2 GB DDR3,6-cell 5000 mAh Lithium Ion (Li-Ion),,"11.2""W x 8""D x 1.1""H",
"Acer Aspire S7-391-9427 Intel Core i7 3537U (2.00GHz) 4GB Memory 256GB SSD 13.3"" Touchscreen Ultrabook Windows 8 -",1449.95,USD,no,3,Acer,S7-391-9427,,Intel Core i7 3rd Gen,3537U (2.00 GHz),,"13.3""",1920 x 1080,Yes,Windows 8,Intel HD Graphics 4000,Integrated Card,256 GB,,4 GB DDR3,4-cell lithium ion,Up to 6 hours,"12.73"" x 8.79"" x 0.47""",2.87 lbs.
"DELL Laptop Latitude E5440 Intel Core i3 4th Gen 4010U (1.7 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4400 14.0"" Windows 7 Professional 64-bit -",999.95,USD,no,,DELL,E5440,,Intel Core i3 4th Gen,4010U (1.7 GHz),Dual-core Processor,"14.0""",1366 x 768,,Windows 7 Professional 64-bit,Intel HD Graphics 4400,Integrated Card,,500 GB,4Gb DDR3L 1600,6-cell lithium ion,,"13.3"" X 9.3"" X 1.3"" (W x D x H)",4.4lbs
"HP ZBook 15.6"" LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - Graphite -",3399.95,USD,no,,HP,G4P25US#ABA,Graphite,Intel Core i5,2.80 GHz,,"15.6""",1920 x 1080,,Windows 7 Professional,,,,500 GB,8 GB,8-cell lithium ion,14.25 Hour,,6.46 lb
"Gateway NV570P18u Intel Core i3 3217U(1.80GHz) 4GB Memory 750GB HDD 15.6"" Notebook Windows 8 64-bit -",699.95,USD,no,,Gateway,NV570P18u,Metallic Gray,Intel Core i3 3rd Gen,3217U (1.80 GHz),,"15.6""",1366 x 768,,Windows 8 64-bit,Intel HD Graphics 4000,Integrated Card,,750 GB,4 GB DDR3,4-cell 2500 mAh Lithium Ion (Li-Ion),4 Hour,"15""W x 10.1""D x 1'H",5.84 lbs.
"DELL Laptop Inspiron 15 i3542-6666BK Intel Core i5 4th Gen 4210U (1.70 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 4400 15.6"" Windows 8.1 64-Bit -",799.95,USD,no,3,DELL,i3542-6666BK,Black,Intel Core i5 4th Gen,4210U (1.70 GHz),Dual-core Processor,"15.6""",1366 x 768,No,Windows 8.1 64-Bit,Intel HD Graphics 4400,Integrated Card,,1 TB,8 GB DDR3,"40 WHr, 4-Cell Battery",,,
"Refurbished: Lenovo Yoga 2 Pro 13.3"" Multimode Laptop with Intel Core i5-4200U 1.6Ghz (2.6Ghz Turbo), 4GB DDR3L RAM, 128GB SSD, WQXGA+ QHD+ 3200x1800 IPS 10 Point Multi Touch Display, 360 Degrees Hinge -",1399.95,USD,no,4,Lenovo,Yoga 2 Pro (59RF0579),Silver,Intel Core i5 4th Gen,4200U (1.60 GHz),Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 8.1,Intel HD Graphics 4400,Integrated Card,128 GB,,4GB DDR3L,"Li-Polymer 4 cell, 3700 mAh",Up to 8 hours,"13.0""  x 8.7"" x 0.61""",3.06lbs
"DELL Laptop i5748-5000sLV Intel Core i5 4th Gen 4210U (1.70 GHz) 8 GB Memory 1 TB HDD 17.3"" Windows 8.1 (English) -",999.89,USD,no,,DELL,i5748-5000sLV,,Intel Core i5 4th Gen,4210U (1.70 GHz),Dual-core Processor,"17.3""",,,Windows 8.1 (English),,,,1 TB,8 GB DDR3,,,,
Refurbished: Acer C710-2834 11.6” Chromebook Intel Celeron 847 1.1Ghz 2GB RAM 16GB SSD Google Chrome OS Manufacturer Recertified -,299.95,USD,no,,Acer,C710-2834,,Intel Celeron,847 (1.1 GHz),,"11.6""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,2 GB,,,,
"Acer C710-2487 Chromebook Intel Celeron 847 (1.1 GHz) 4 GB Memory 320 GB HDD 11.6"" Chrome OS -",429.95,USD,no,4,Acer,C710-2487,Iron Gray,Intel Celeron,847 (1.1 GHz),,"11.6""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,,320 GB,4 GB DDR3,4-Cell Lithium-Ion (2500 mAh),Up to 4 hours,"11.22"" x 7.95"" x 0.82""-1.09""",3.05 lbs.
"Acer C710-2055 Chromebook Intel Celeron 847 (1.1 GHz) 4 GB Memory 320 GB HDD 11.6"" Chrome OS -",499.95,USD,no,4,Acer,C710-2055,Iron Gray,Intel Celeron,847 (1.1 GHz),,"11.6""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,,320 GB,4 GB DDR3,6-Cell Lithium-Ion (5000 mAh),Up to 6 hours,"11.22"" x 7.95"" x 0.82""-1.72""",3.2 lbs.
"Acer Laptop Aspire V5 V5-571P-6490 Intel Core i3 2nd Gen 2375M (1.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 3000 15.6"" Touchscreen Windows 8 64-bit -",699.95,USD,no,2,Acer,V5-571P-6490,Matte silver,Intel Core i3 2nd Gen,2375M (1.50 GHz),,"15.6""",1366 x 768,Yes,Windows 8 64-bit,Intel HD Graphics 3000,Integrated Card,,500 GB,4 GB DDR3,4-cell 2500 mAh Lithium Polymer (Li-Polymer),Up to 5 Hour (s),"15"" x 10"" x 0.88"" - 0.96"" (W x D x H)",4.63lb
"Lenovo 2-in-1 Notebook IdeaPad Flex 15 (59385700) Intel Core i5 4th Gen 4200U (1.60 GHz) 8 GB Memory 500 GB HDD 8GB Cache SSD Intel HD Graphics 4400 15.6"" Touchscreen Windows 8 64-bit -",899.95,USD,no,2,Lenovo,Flex 15 (59385700),,Intel Core i5 4th Gen,4200U (1.60 GHz),Dual-core Processor,"15.6""",1366 x 768,Yes,Windows 8 64-bit,Intel HD Graphics 4400,Integrated Card,8GB Cache,500 GB,8GB DDR3L 1600,4-cell lithium ion,9 Hour,"15"" x 10.5"" x 0.9"" (W x D x H)",5.10lbs
"Lenovo ThinkPad X1 Carbon Ultrabook-  Intel Core i7 8GB RAM 256GB SSD 14"" LED Touchscreen Windows 8 Pro (3448C6U) - Black -",2199.95,USD,no,3,ThinkPad,X1 Carbon,Black,Intel Core i7 3rd Gen,3667U (2.00 GHz),Dual-core Processor,"14""",1600 x 900,Yes,Windows 8 Pro,Intel HD Graphics 4000,Integrated Card,256 GB,,8GB,4-cell lithium ion,Up to 8.20 Hour(s),,3.4lbs
"Refurbished: Lenovo Yoga 2 Pro 13.3"" Multimode Laptop with Intel Core i7-4500U 1.8GHz (3.0GHz Turbo), 8GB DDR3L RAM, 256GB SSD, WQXGA+ QHD+ 3200x1800 IPS 10 Point Multi Touch Display, 360 Degrees Hinge -",1499.95,USD,no,3,Lenovo,Yoga 2 Pro (59RF0580),Silver Gray,Intel Core i7 4th Gen,4500U (1.80 GHz),Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 8.1 64-Bit,Intel HD Graphics 4400,Integrated Card,256 GB,,8GB DDR3L,"Li-Polymer 4 cell, 3700mAh",Up to 8 hours,"13"" x 8.7"" x 0.61""",3.06lbs
"Lenovo Laptop G505 (59417570) AMD E1-Series E1-2100 (1.00 GHz) 4 GB Memory 500 GB HDD AMD Radeon HD 8210 15.6"" Windows 8.1 -",499.95,USD,no,3,Lenovo,G505 (59417570),,AMD E1-Series,E1-2100 (1.00 GHz),Dual-core Processor,"15.6""",1366 x 768,,Windows 8.1,AMD Radeon HD 8210,Integrated Card,,500 GB,4 GB DDR3,6-cell lithium ion,Up to 5 Hour(s),"14.8"" x 9.84"" x 1.34"" (W x D x H)",5.73lbs
"ThinkPad 14"" X1 Carbon (3444CUU) Intel Core i7 3rd Gen 3667U (2.00 GHz) Intel HD Graphics 4000 8 GB Memory 240 GB SSD Windows 8 Pro 64-Bit Ultrabook -",1999.95,USD,no,,ThinkPad,X1 Carbon (3444CUU),Black,Intel Core i7 3rd Gen,3667U (2.00 GHz),Dual-core Processor,"14""",1600 x 900,Yes,Windows 8 Pro 64-Bit,Intel HD Graphics 4000,Integrated Card,240 GB,,8 GB DDR3,Lithium Polymer 4-cell RapidCharge battery,Up to 8.2 hours,"13"" x 8.9"" x 0.39""-0.82""",3.4 lbs.
"DELL Inspiron i15RMT-12439sLV Notebook Intel Core i7-3537U (2.0GHz)  8GB Memory 1TB HDD 15.6"" Touchscreen Windows 8 -",949.95,USD,no,,DELL,i15RMT-12439sLV,Moon Silver,Intel Core i7 3rd Gen,3537U (2.00 GHz),Dual-core Processor,"15.6""",1366 x 768,Yes,Windows 8,Intel HD Graphics 4000,Integrated Card,,1 TB,8GB DDR3,,,"14.80"" x 10.2"" x 1.23"" (W x D x H)",5.1lbs
"Acer C720-2827 Chromebook Intel Celeron 2955U (1.40 GHz) 2 GB Memory 16 GB SSD 11.6"" Chrome OS -",399.95,USD,no,5,Acer,C720-2827,Granite Gray,Intel Celeron,2955U (1.40 GHz),Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,No,2GB DDR3L,3-Cell Li-Polymer Battery (3950 mAh),Up to 8.5 hour(s),"11.34"" x 8.03"" x 0.78""",2.98 lbs.
"Refurbished: Acer C720-2802 Chromebook, B Grade Intel Celeron 2955U (1.40 GHz) 2 GB Memory 16 GB SSD 11.6"" Chrome OS -",299.95,USD,no,5,Acer,C720-2802,Granite Gray,Intel Celeron,2955U (1.40 GHz),Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,No,2GB DDR3L,3-Cell Li-Polymer Battery (3950 mAh),Up to 8.5 hour(s),"11.34"" x 8.03"" x 0.78""",2.98 lbs.
"Refurbished: Toshiba CB30-A3120 13.3"" Chromebook with Intel Celeron 2955U Dual Core 1.4Ghz CPU, 2GB DDR3L RAM, 16GB SSD + 100GB Google Drive (Cloud Storage), Bluetooth 4.0, HDMI Out, Google Chrome OS -",379.95,USD,no,2,TOSHIBA,CB30-A3120,,Intel Celeron,2955U (1.40 GHz),,"13.3""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,2GB DDR3L,4-cell lithium ion,Up to 9 hours,"12.9"" x 8.9"" x 0.8""",3.3lbs
"Lenovo Laptop IdeaPad G510s (59406553) Intel Pentium 3550M (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 15.6"" Touchscreen Windows 8.1 -",649.95,USD,no,,Lenovo,G510s (59406553),Black,Intel Pentium,3550M (2.30 GHz),,"15.6""",1366 x 768,Yes,Windows 8.1,Intel HD Graphics,Integrated Card,,500 GB,4 GB DDR3,6-cell lithium ion,Up to 5 hours,"14.8"" x 9.84"" x 1.34""",5.73 lbs.
"Lenovo ThinkPad X131e (628324U) Chromebook Intel Celeron 1007U (1.5 GHz) 4 GB Memory 11.6"" Chrome OS -",699.95,USD,no,,Lenovo,X131e (628324U),Midnight Black,Intel Celeron,1007U (1.5 GHz),Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,,,4 GB DDR3,,,,
"Refurbished: HP Pavilion 14-Q010DX Chromebook Intel Celeron 2955U (1.40 GHz) 2 GB Memory 16 GB SSD 14.0"" Chrome OS -",399.95,USD,no,5,HP,14-Q010DX,Snow White,Intel Celeron,2955U (1.40 GHz),,"14.0""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,2GB,4-cell lithium ion,> 5 hours,,4.1lbs
"Acer Aspire V3-111P-C6LC 11.6"" Touchscreen LED Notebook - Intel Celeron N2930 1.83 GHz -",549.95,USD,no,4,Acer,NX.MP0AA.006,,Intel Celeron,1.83 GHz,,"11.6""",1366 x 768,,Windows 8.1,HD Graphics,,,500 GB,4 GB,4-cell lithium ion,7 Hour,,3.06 lb
"HP EliteBook Folio E1Y34UT 14"" LED Notebook - Intel Core i5 1.90 GHz - Platinum -",1399.95,USD,no,5,Hewlett-Packard,E1Y34UT-ABA,,,,,"14.0""",,,,,,,,,,,,
"Acer Laptop Aspire E1-531-2438 Intel Celeron 1005M (1.90 GHz) 4GB DDR3 Memory 500 GB HDD Intel GMA HD Graphics 15.6"" Windows 7 Home Premium 64-bit -",799.95,USD,no,3,Acer,E1-531-2438,Glossy Black,Intel Celeron,1005M (1.90 GHz),,"15.6""",1366 x 768,,Windows 7 Home Premium 64-bit,Intel GMA HD Graphics,Integrated Card,,500 GB,4 GB DDR3,6-cell lithium ion,Up to 4 Hours,"15""W x 10""D x 1.3""H",5.51 lbs.
"ASUS Laptop X550LA-DH71 Intel Core i7 4th Gen 4500U (1.80 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 5000 15.6"" Windows 8 64-bit -",899.48,USD,no,4,ASUS,X550LA-DH71,Dark Gray with Concentric Circle Finish,Intel Core i7 4th Gen,4500U (1.80 GHz),,"15.6""",1366 x 768,,Windows 8 64-bit,Intel HD Graphics 5000,Integrated Card,,1 TB,8 GB DDR3,4Cells 37 Whrs,,"14.96""W x 9.88""D x 0.98"" - 1.25""H",5.1 lbs.
"ASUS Laptop X502CA-RB01 Intel Celeron 1007U (1.5 GHz) 4 GB Memory 320 GB HDD Intel HD Graphics 15.6"" Windows 8 (64 bit) -",579.95,USD,no,4,ASUS,X502CA-RB01,Black,Intel Celeron,1007U (1.5 GHz),,"15.6""",1366 x 768,No,Windows 8 (64 bit),Intel HD Graphics,Integrated Card,,320 GB,4 GB DDR3,2-cell lithium ion,,"15.1"" x 10.2"" x 0.8""",4.4lbs
"HP Notebooks EliteBook 850 G1 (E3W20UT#ABA) Intel Core i5 4th Gen 4200U (1.60 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4400 15.6"" Windows 7 Professional 64-bit (with Win8 Pro License) -",1299.89,USD,no,5,HP,850 G1 (E3W20UT#ABA),,Intel Core i5 4th Gen,4200U (1.60 GHz),,"15.6""",1366 x 768,,Windows 7 Professional 64-bit (with Win8 Pro License),Intel HD Graphics 4400,Integrated Card,,500 GB,4 GB DDR3,3-cell lithium ion,,"14.78""W x 9.98""D x 0.84""H",4.15 lbs.
"ASUS Zenbook UX303LA-DB51T Intel Core i5 4210U (1.70GHz) 8GB Memory 128GB SSD 13.3"" Touchscreen Ultrabook Windows 8.1 64-Bit",999.48,USD,no,3,ASUS,UX303LA-DB51T,Smokey Brown,Intel Core i5 4th Gen,4210U (1.70 GHz),Dual-core Processor,"13.3""",1920 x 1080,Yes,Windows 8.1 64-Bit,Intel HD Graphics 4400,Integrated Card,128 GB,,8 GB DDR3L,"50WHrs, 3S1P, 3-cell Li-ion Polymer Battery Pack",Up to 8 hours,"12.7"" x 8.8"" x 0.7""-0.8""",3.2 lbs.
"Lenovo Laptop Z710 (59433087) Intel Core i7 4th Gen 4710MQ (2.50 GHz) 16 GB Memory 1 TB HDD 8 GB SSD NVIDIA GeForce 840M 17.3"" Windows 8.1 64-Bit -",1599.48,USD,no,4,Lenovo,Z710 (59433087),Black Exterior/Silver Interior,Intel Core i7 4th Gen,4710MQ (2.50 GHz),Quad-core Processor,"17.3""",1920 x 1080,,Windows 8.1 64-Bit,NVIDIA GeForce 840M,Dedicated Card,8 GB,1 TB,16 GB DDR3L,"4-cell, 48Wh",Up to 4 Hours,"16.30"" x 10.60"" x 1.24""",6.402 lbs.
"Lenovo 2-in-1 Notebook Flex 2 15D AMD A-Series A8-6410 8 GB Memory 1 TB HDD 15.6"" Touchscreen Windows 8.1 -",879.95,USD,no,4,Lenovo,Flex 2 15D,Black,AMD A-Series,A8-6410,,"15.6""",1366 x 768,Yes,Windows 8.1,,Integrated Card,,1 TB,8GB DDR3L,4-cell lithium ion,,,
"Refurbished: Acer C720-2827 Chromebook Intel Celeron 2955U (1.40 GHz) 2 GB Memory 16 GB SSD 11.6"" Chrome OS -",299.95,USD,no,4,Acer,C720-2827,Granite Gray,Intel Celeron,2955U (1.40 GHz),Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,No,2GB DDR3L,3-Cell Li-Polymer Battery (3950 mAh),Up to 8.5 hour(s),"11.34"" x 8.03"" x 0.78""",2.98 lbs.
"DELL Laptop Inspiron 17 i5748-1143sLV Intel Pentium 3558U (1.70 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 17.3"" Windows 8.1 64-Bit -",899.95,USD,no,4,DELL,i5748-1143sLV,Silver,Intel Pentium,3558U (1.70 GHz),Dual-core Processor,"17.3""",1600 x 900,No,Windows 8.1 64-Bit,Intel HD Graphics,Integrated Card,,500 GB,4 GB DDR3,"40 WHr, 4-Cell Battery",,,
"HP Laptop 350 G1 (K4L54UT#ABA) Intel Core i5 4th Gen 4210U (1.70 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4400 15.6"" Windows 7 Professional 64-Bit with Windows 8.1 Pro License -",999.48,USD,no,3,HP,350 G1 (K4L54UT#ABA),,Intel Core i5 4th Gen,4210U (1.70 GHz),Dual-core Processor,"15.6""",1366 x 768,No,Windows 7 Professional 64-Bit with Windows 8.1 Pro License,Intel HD Graphics 4400,Integrated Card,,500 GB,4 GB DDR3L,4-cell Battery,,"15.12"" x 10.28"" x 0.91""",5.07 lbs.
"HP EliteBook 840 G1 Ultrabook -  Intel Core i5  4GB Memory 180GB SSD 14"" Ultrabook Windows 7 with 3yr Warranty- (E3W30UT#ABA) -",1399.89,USD,no,4,HP,840 G1 (E3W30UT#ABA),,Intel Core i5 4th Gen,4300U (1.90 GHz),Dual-core Processor,"14""",1366 x 768,No,Windows 7 Professional 64-bit (with Win8 Pro License),Intel HD Graphics 4400,Integrated Card,180 GB,,4 GB DDR3,3-cell lithium ion,,"13.34"" x 9.33"" x 0.83""",3.48 lbs.
"DELL Laptop Inspiron i15RV-6143BLK Intel Pentium 2127U (1.90 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 15.6"" Touchscreen Windows 8 -",589.48,USD,no,4,DELL,i15RV-6143BLK,Black Matte with Textured Finish,Intel Pentium,2127U (1.90 GHz),,"15.6""",1366 x 768,Yes,Windows 8,Intel HD Graphics,Integrated Card,,500 GB,4 GB DDR3,6-cell lithium ion,,,
"Acer Laptop Aspire E1-572-6870 Intel Core i5 4th Gen 4200U (1.60 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4400 15.6"" Windows 8 -",649.48,USD,no,4,Acer,E1-572-6870,Clarinet Black,Intel Core i5 4th Gen,4200U (1.60 GHz),,"15.6""",1366 x 768,,Windows 8,Intel HD Graphics 4400,Integrated Card,,500 GB,4 GB DDR3,4-cell Li-Ion (2500 mAh) Battery,Up to 4 hours,"15.02"" x 10.08"" x 0.48""-1.0""",5.18 lbs.
"ASUS Laptop X200CA-DB01T Intel Celeron 1007U (1.5 GHz) 2 GB Memory 320 GB HDD Intel HD Graphics 11.6"" Touchscreen Windows 8 64-Bit -",499.89,USD,no,4,ASUS,X200CA-DB01T,Black,Intel Celeron,1007U (1.5 GHz),,"11.6""",,Yes,Windows 8 64-Bit,Intel HD Graphics,Integrated Card,,320 GB,2GB,"34WHrs, 3000mAh, 3S1P, 3-cell Li-on Battery pack",,,
"ASUS Laptop V551LB-DB71T Intel Core i7 4th Gen 4500U (1.80 GHz) 8 GB Memory 1 TB HDD NVIDIA GeForce GT 740M 15.6"" Touchscreen Windows 8 64-Bit -",899.48,USD,no,4,ASUS,V551LB-DB71T,Silver,Intel Core i7 4th Gen,4500U (1.80 GHz),,"15.6""",1366 x 768,Yes,Windows 8 64-Bit,NVIDIA GeForce GT 740M,Dedicated Card,,1 TB,8 GB DDR3,"50WHrs, 4500mAh, 3S1P, 3-cell Li-ion polymer Battery Pack",Up to 5 hours,,
"Acer Laptop V3-572PG-767J Intel Core i7 4th Gen 4510U (2.00 GHz) 8 GB Memory 1 TB HDD NVIDIA GeForce 840M 15.6"" Touchscreen Windows 8.1 64-Bit -",1249.95,USD,no,4,Acer,V3-572PG-767J,Silver,Intel Core i7 4th Gen,4510U (2.00 GHz),Dual-core Processor,"15.6""",,Yes,Windows 8.1 64-Bit,NVIDIA GeForce 840M,Dedicated Card,,1 TB,8 GB DDR3,6-cell lithium ion,,"15.00"" x 10.10"" x 1.04"" - 1.24""",6.06 lbs.
HP J1J41UA#ABA -,449.48,USD,no,,HP,,Black,,,,"15.6""",1366 x 768,No,Windows 8.1,Radeon R2,AMD,,500 GB,4 GB,3-cell,6 Hour,,4.83 lb
"Lenovo Laptop B5030 Intel Celeron N2840 (2.16 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 15.6"" Touchscreen Windows 8.1 64-Bit -",579.95,USD,no,3,Lenovo,B5030,,Intel Celeron,N2840 (2.16 GHz),Dual-core Processor,"15.6""",1366 x 768,Yes,Windows 8.1 64-Bit,Intel HD Graphics,Integrated Card,,500 GB,4 GB DDR3L,4-Cell Li-Cylinder,Up to 5 Hour(s),"14.96"" x 10.31"" x 1.02""",5.60 lbs.
"Refurbished: HP Pavilion 14-c015dx Chromebook Intel Celeron 847 (1.1 GHz) 4 GB Memory 16 GB SSD 14.0"" Chrome OS -",379.95,USD,no,4,HP,14-c015dx,HP Imprint finish in sparkling black,Intel Celeron,847 (1.1 GHz),,"14.0""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,4GB,,,,
"Lenovo 14"" Flex 2 14 (59418275) Intel Core i7 4th Gen 4510U (2.00 GHz) Intel HD Graphics 4400 8 GB Memory 256 GB SSD Windows 8.1 2-in-1 Ultrabook -",1299.95,USD,no,5,Lenovo,Flex 2 14 (59418275),Silver/Gray,Intel Core i7 4th Gen,4510U (2.00 GHz),Dual-core Processor,"14""",1920 x 1080,Yes,Windows 8.1,Intel HD Graphics 4400,Integrated Card,256 GB,,8GB DDR3L,4 cell 2800 mAh Li-Cylinder battery,Up to 7 hour(s),"13.5"" x 10.04"" x 0.88""",4.19lbs
"Refurbished: Lenovo Ideapad Yoga 11s 11.6"" Touchscreen Multimode Ultrabook with Intel Core i5-4210Y 1.4Ghz (1.9Ghz Turbo), 4GB RAM, 128GB SSD, Windows 8.1 -",599.89,USD,no,,Lenovo,Yoga 11s (59RF0694),,Intel Core i5 4th Gen,4210Y (1.50 GHz),Dual-core Processor,"11.6""",,Yes,Windows 8.1,,,128 GB,,4 GB DDR3,,,,
"HP Pavilion 14-q010nr Chromebook Intel Celeron 2955U (1.40 GHz) 2 GB Memory 16 GB SSD 14.0"" Chrome OS -",499.48,USD,no,5,HP,14-q010nr,Snow White,Intel Celeron,2955U (1.40 GHz),,"14.0""",1366 x 768,,Chrome OS,Intel HD Graphics,Integrated Card,16 GB,,2 GB DDR3,,,0.81 in (H) x 13.56 in (W) x 9.44 in(D),4.19 lbs.
"Dell XPS 12 Intel Core i7 8GB 256GB SSD 12.5"" FHD Touchscreen 2in1 Ultrabook- Windows 8 (XPSU12-8668CRBFB) -",1799.95,USD,no,4,DELL,12 (XPSU12-8668CRBFB),Carbon Fiber,Intel Core i7 4th Gen,4500U (1.80 GHz),,,1920 x 1080,Yes,Windows 8,Intel HD Graphics 4400,Integrated Card,256 GB,,8 GB DDR3,6-cell lithium ion,,,
"ASUS R503U-RH21 Notebook AMD Dual-Core Processor E2-1800(1.7GHz) 15.6"" 4GB Memory DDR3 1333 500GB HDD 5400rpm -",599.95,USD,no,2,ASUS,R503U-RH21,Black,AMD Dual-Core Processor,E2-1800 (1.7 GHz),,"15.6""",,,Windows 8 64-Bit,,,,500 GB,4 GB DDR3,,,"15.12"" x 10.12"" x 1.4""",7.8 lbs.
"Lenovo Flex 15"" Touch Intel Core i5 4200U 8GB /500GB+8GB /SSD HDD (59387570) -",1109.95,USD,no,4,Lenovo,Flex 15 (59387570),Black with Grey Ring,Intel Core i5 4th Gen,4200U (1.60 GHz),,"15.6""",1366 x 768,Yes,Windows 8,Intel HD Graphics 4400,Integrated Card,8GB NAND Flash SSHD,500 GB,8 GB DDR3,"4-cell, 2800mAh Li-Cylinder battery",5 Hour,"15"" x 10.7"" x 0.87""",5.1 lbs.
"ASUS Laptop X552EA-DH41 AMD A4-Series A4-5000 (1.50 GHz) 4 GB Memory 500 GB HDD AMD Radeon HD 8330 15.6"" Windows 8 64-bit -",599.95,USD,no,4,ASUS,X552EA-DH41,Grey Black,AMD A4-Series,A4-5000 (1.50 GHz),,"15.6""",1366 x 768,,Windows 8 64-bit,AMD Radeon HD 8330,Integrated Card,,500 GB,4 GB DDR3,"37WHrs, 2600mAh,4S1P, 4-cell Li-ion Battery pack",4 Hour,"15""W x 10""D x 1.07"" ~ 1.3""H",5.1 lbs.
"Acer S7 Intel Core i5 4200U (1.60GHz) 8GB DDR3 128GB SSD 13.3"" FHD Touch Ultrabook White (S7-392-6832) -",1499.89,USD,no,5,Acer,S7-392-6832,Crystal White,Intel Core i5 4th Gen,4200U (1.60 GHz),,"13.3""",1920 x 1080,Yes,Windows 8 64-bit,Intel HD Graphics 4400,Integrated Card,128 GB,,8 GB DDR3,4-cell lithium ion,7 Hours,"12.7"" x 8.8""",2.87 lbs.
"Lenovo Laptop G50-70 (59421807) Intel Core i3 4th Gen 4030U (1.90 GHz) 6 GB Memory 500 GB HDD Intel HD Graphics 4400 15.6"" Windows 8.1 -",599.48,USD,no,4,Lenovo,G50-70 (59421807),Black,Intel Core i3 4th Gen,4030U (1.90 GHz),Dual-core Processor,"15.6""",1366 x 768,No,Windows 8.1,Intel HD Graphics 4400,Integrated Card,,500 GB,6 GB DDR3L,4-cell 2200 mAh Li-Cylinder battery,Up to 5 hour(s),"15.12"" x 10.43"" x 0.98""",4.63 lbs.
Refurbished: DELL 14Z-5423 Intel Core i5 3rd Gen 3317U (1.70 GHz) Intel HD Graphics 4000 8 GB Memory 32 GB SSD 500 GB HDD Windows 7 Home Premium Ultrabook -,599.95,USD,no,3,DELL,14Z-5423,Silver Cover,Intel Core i5 3rd Gen,3317U (1.70 GHz),,,,,Windows 7 Home Premium,Intel HD Graphics 4000,Integrated Card,32 GB,500 GB,8 GB DDR3,,,,
"Lenovo Laptop Z70 Intel Core i7 5500U (2.40GHz) 16GB Memory 1TB HDD 8GB SSHD NVIDIA GeForce 840M 17.3"" Windows 8.1",1549.95,USD,no,4,Lenovo,Z70,Black Exterior/Silver Interior,Intel Core i7 5th Gen,5500U (2.40 GHz),Dual-core Processor,"17.3""",1920 x 1080,No,Windows 8.1,NVIDIA GeForce 840M,Dedicated Card,8 GB,1 TB,16 GB DDR3L,"4-cell, 2800mAh, 41Wh",Up to 4 Hour(s),"16.46"" x 11.14"" x 0.99""",6.6 lbs.
"HP Laptop ProBook 440 G2 Intel Core i5 4th Gen 4210U (1.70 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4400 14.0"" Windows 8.1 Pro 64-bit -",999.95,USD,no,,HP,440 G2,,Intel Core i5 4th Gen,4210U (1.70 GHz),Dual-core Processor,"14.0""",1366 x 768,,Windows 8.1 Pro 64-bit,Intel HD Graphics 4400,Integrated Card,,500 GB,4 GB DDR3,4-cell lithium ion,,,
