ASIN,Title,Price,Customer Reviews,Best Sellers Rank,Date First Available,Brand Name,Series,Item model number,Color,Processor,Processor Brand,Processor Count,Screen Size,Screen Resolution,Max Screen Resolution,Hardware Platform,Operating System,Graphics Coprocessor,Card Description,Graphics Card Ram Size,Chipset Brand,RAM,Computer Memory Type,Hard Drive,Hard Drive Interface,Hard Drive Rotational Speed,Battery Type,Average Battery Life (in hours),Product Dimensions,Item Weight
B01KSO2CVC,"2016 Newest Dell Inspiron 15.6"" Widescreen display 1366 x 768 HD LED backlight Laptop, Intel Core i3-5015U processor 2.1 GHz, 4GB RAM, 1TB HDD, WiFi-AC, Bluetooth, HDMI, Webcam, Windows 10 64-bit,Dell-156-HD-Laptop,Dell-156-HD-Laptop",314.98,,"4,044","August 22, 2016",Dell,"Dell Inspiron 15.6"" Widescreen display",Dell-156-HD-Laptop,,2.1 GHz Intel Core i3,Intel,2,15.6 inches,,,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB DDR3 SDRAM,SDRAM,1 TB mechanical_hard_drive,Serial ATA,,,8 hours,19.5 x 13.5 x 3 inches,7.2 pounds
B01KSOPSZY,"HP Pavilion 14-al062 i5 12GB 1TB Windows 10,HP-Consumer Remarketing",477.88,4.0,478,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KSRZHSE,"MSI GT83VR TITAN SLI-055 (i7-6820HK, 16GB RAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 SLI 16GB, 18.4"" Full HD, Windows 10) VR Ready Gaming Notebook,MSI COMPUTER,GT83VR TITAN SLI-055","3,299.00",,"43,888","August 22, 2016",EXcaliberPC,GT83VR TITAN SLI,GT83VR TITAN SLI-055,Aluminum Black,2.7 GHz Intel Core i7,Intel,4,18.4 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,11.6 pounds
B01KSVTUN8,"Dell Latitude E6420 Intel i5 2.40GHz 8GB RAM 750GB Hard Drive DVDRW Windows 7 Professional 64-bit without Integrated Web Camera,Dell Computers,E6420",,,"21,531","August 22, 2016",Dell,Latitude E6420,E6420,Dark gray,2.4 GHz Intel Core i5,Intel,1,14 inches,,1366x788,PC,Windows 7 Professional,integrated_graphics,integrated,,intel,8 GB SO-DIMM DDR3,DDR3 SDRAM,750 GB,Serial ATA,,,,13.9 x 9.5 x 1.1 inches,5 pounds
B01KSWPAD6,"2016 Newest RCA Cambio 10.1"" 2-in-1 Detachable Tablet, Intel Atom Z3735F Quad-Core Processor, 2GB Memory, 32GB eMMC, Webcam, WIFI, Bluetooth, Windows 10, Blue,RCA,Cambio 10.1",,5.0,"6,349","August 7, 2016",RCA,Cambio 10.1,Cambio 10.1,Blue,1.33 GHz Intel Atom,Intel,4,10.1 inches,,,PC,Windows 10,integrated_graphics,integrated,,intel,2 GB SDRAM DDR3,DDR3 SDRAM,32 GB SSD,Solid State,,,6 hours,10 x 0.6 x 8 inches,2 pounds
B01KSXAJX6,"2016 Newest RCA Cambio 10.1"" 2-in-1 Detachable Tablet, Intel Atom Z3735F Quad-Core Processor, 2GB Memory, 32GB eMMC, Webcam, WIFI, Bluetooth, Windows 10, Purple,RCA,RCA Cambio 10",,4.5,"9,798","August 7, 2016",RCA,RCA Cambio 10,RCA Cambio 10,Purple,1.33 GHz Intel Atom,Intel,4,10.1 inches,,1280×800,PC,Windows 10,integrated_graphics,integrated,,intel,2 GB SDRAM DDR3,DDR3 SDRAM,32 GB SSD,Solid State,,,6 hours,10 x 7 x 0.6 inches,2 pounds
B01KT2OOL4,"ASUS Laptop X555DA-AS11 AMD A10-Series A10-8700P (1.80 GHz) 8 GB Memory 256 GB SSD AMD Radeon R5 Series 15.6'' Windows 10 Home 64-Bit,ASUS,90NB09D2-M00160",459.99,,"16,761",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KT30QE2,"TP 13 I3/2.3 2C 13.3 4GB 128GB,Lenovo Americas,20GJ005EUS",852.74,,"28,806","August 22, 2016",Lenovo Americas,,20GJ005EUS,,Core i3 6100U,,,,,,,,,,,,4 GB,,flash_memory_solid_state,,,,,18.5 x 11.9 x 3.1 inches,5 pounds
B01KT7TCY8,"ASUS Laptop VivoBook X556UQ-NB51 Intel Core i5 6200U (2.30 GHz) 8 GB Memory 512 GB SSD NVIDIA GeForce 940MX 15.6'' Windows 10 Home 64-Bit,ASUS","1,076.91",,"16,676",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KT815FG,"Asus VivoBook X541UA-WB51 15.6'' Full HD Notebook Computer, Intel Core i5-6198DU 2.3 GHz, 8GB RAM, 1TB HDD, Windows 10,Asus-VivoBook-X541UA,X541UA-WB51",477.00,3.0,798,"August 22, 2016",Asus,X541UA-WB51,X541UA-WB51,,2.3 GHz Intel Core i5,Intel,2,15.6 inches,,1920X1080,PC,Windows 10,integrated_graphics,,,intel,8 GB,DDR SDRAM,1 TB HDD,USB,5400 RPM,,4 hours,19.8 x 11.6 x 2.5 inches,6 pounds
B01KT886H6,"Dell Precision 15 5000 M5510 15.6'' (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 (6th Gen) i7-6820HQ Quad-core (4 Core) 2.70 GHz,DELL",,,"27,457",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KTE0TTS,"Acer Aspire 15.6"" HD LED Intel i5-6200U 2.3GHz 6GB 1TB Laptop W10H- E5-574-58JM (Certified Refurbished),Acer",419.95,,"28,980","August 22, 2016",Acer,,,Black,2.3 GHz Core i5 6200U,Intel,2,15.6 inches,,,,,integrated_graphics,integrated,,intel,6 GB DDR3 SDRAM,,,,,,,,7 pounds
B01KTS3ZK4,"2016 Newest HP 15.6"" Premium High Performance Touchscreen Laptop PC Intel i3-6100u Dual-Core Processor 8GB Memory 1TB HDD DVD+RW HDMI Webcam WIFI Bluetooth Windows 10-Silver,HP,15-AY091MS",409.00,4.6,"5,635","August 22, 2016",HP,HP 15,15-AY091MS,,2.3 GHz Intel Core i3,Intel,2,15.6 inches,,1366x768,PC,Windows 10,integrated_graphics,integrated,,intel,6 GB DDR3 SDRAM,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,6.25 hours,20.5 x 12 x 2.8 inches,6.2 pounds
B01KTTM09A,"2016 Lenovo Flagship 15.6"" Flex 3 2-in-1 Full HD Touchscreen Laptop, Intel Core i7-6500U with 2.5 GHz, 8 GB RAM, 256 GB SSD, HD Webcam, Bluetooth, HDMI, 802.11a/c WIFI, Windows 10,Lenovo-Flex",709.00,,"20,405","August 22, 2016",Lenovo Flex,Flex 3,,,2.5 GHz Intel Core 2 Duo,Intel,2,15.6 inches,1920 x 1080,1920 x 1080,PC,Windows 10,integrated_graphics,integrated,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,256 GB SSD,Solid State,,,6 hours,15.2 x 10 x 0.9 inches,4.6 pounds
B01KTTPYO8,"Dell Latitude E7470 i7-6650U 16GB DDR4 512GB SSD Win10 Pro Business 14 Inch Ultrabook,Dell Computers","1,499.00",,"1,795","August 22, 2016",Dell,Dell Latitude 7000 E7470,,Black,3.4 GHz Intel Core i7,Intel,2,14 inches,1920x1080,1920x1080,PC,Windows 10 Professional,integrated_graphics,integrated,,intel,16 GB SDRAM DDR4,SDRAM,512 GB SSD,Serial ATA,,,,9.1 x 13.2 x 0.8 inches,3.3 pounds
B01KTTWV5S,"2016 Newest HP High Performance Premium 15.6 Inch Laptop (Quad Core AMD A6-7310 2.0 GHz, 8GB RAM, 128GB SSD, AMD Radeon R4, Bluetooth, DVD, HDMI, VGA, HD Webcam, 802.11ac, USB 3.0-Win10),hp,Hp business 15",346.48,3.5,471,"July 13, 2016",HP,HP 15,Hp business 15,Black,2 GHz AMD A Series,AMD A6-7310,4,15.6 inches,,1366 x 768 (HD),PC,Windows 10,Radeon,,,amd,8 GB DDR3 SDRAM,DDR3 SDRAM,128 GB SSD,Solid State,,,,15.1 x 10 x 1 inches,4.7 pounds
B01KTUTMKO,"2016 New Edition Dell Inspiron 3000 Premium 15.6 inch Laptop, Intel Core i3-5015U Processor 2.1GHz, 4GB RAM, 1TB HDD, HDMI, Bluetooth, No DVD, 802.11ac, HD Webcam, Windows 10 -MaxxAudio,Dell Computers,Dell i3558",313.00,3.7,164,"August 22, 2016",Dell,Dell 3000 series,Dell i3558,Black,2.1 GHz Intel Core i3,Intel® CoreTM i3-5015U,2,15.6 inches,,1366 x 768 HD,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB DDR3 SDRAM,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,,15 x 10 x 0.9 inches,7.2 pounds
B01KTVE0ZK,"2016 Newest Lenovo Premium Built High Performance 15.6 inch HD Laptop (Intel Celeron Processor 4GB RAM 500GB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10 ) - Black,Lenovo,B01KTVE0ZK",240.00,2.6,"2,384","August 22, 2016",Lenovo,Lenovo,B01KTVE0ZK,Black,1.6 GHz Intel Celeron,Intel,2,15.6 inches,1366x768,1366x768,PC,windows 10,integrated_graphics,integrated,,intel,4 GB SDRAM DDR3,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,,3 hours,15 x 11 x 1 inches,5.6 pounds
B01KU0CNL8,"HP 15-ay065, 15.6"", Intel Core i3-5005U Processor, 6 GB RAM, 1 TB SATA, Windows 10 Notebook,HP-Consumer Remarketing,15-ay052nr",330.00,5.0,962,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KU1L66A,"HP Notebook 15-ay061, 15.6"", Intel Pentium Processor, 8 GB RAM, 500 GB HD, Windows 10 Home Notebook,HP-Consumer Remarketing,15-ay061",297.90,3.4,569,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KU2EJZO,"Dell Latitude E7470 14"" Business Ultrabook Intel Core i5-6300U 8GB DDR4 RAM 256GB SSD Windows 10 Pro,Dell Computers",849.99,,"6,344","August 22, 2016",TechWizards,Dell Latitude E7470 14in Busines Ultrabook Intel Core i5-6300U 8GB DDR4 RAM 256GB SSD Windows 10 Pro,,Black,3 GHz Intel Core i5,Intel,1,14 inches,,,PC,Windows 10,,,,,8 GB,DDR3 SDRAM,256 GB flash_memory_solid_state,eSATA,,,,20.5 x 17.1 x 3.9 inches,5.7 pounds
B01KU32UBS,"HP EliteBook Folio 9470M 14"" Intel Core i5-3427U 1.8GHz 8GB 180GB SSD Windows 10 Pro (Certified Refurbished),hp,9470M",329.00,3.8,477,"April 21, 2015",HP,Elitebook Folio 9470M,9470M,Steel Gray,1.8 GHz Intel Core i5,Intel,1,14 inches,1300 x 768,,PC,Windows 10 Professional,Intel HD Graphics,,,,8 GB SO-DIMM DDR3,DDR3 SDRAM,180 GB SSD,Serial ATA,,,,9.1 x 13.3 x 0.7 inches,3.6 pounds
B01KU4MDEG,"2016 Newest HP Pavilion 15.6"" Full HD (1920x1080) Premium High Performance Laptop, Intel Core i5-6200U Processor, 8GB RAM, 128GB SSD, DVD+/-RW, Webcam, HDMI, Bluetooth, 802.11ac WIFI, Windows 10,HP-15-FHD,HP-15",509.99,,"9,564",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KU5L6Z2,"Dell Latitude E7470 14in Busines Ultrabook Intel Core i5-6300U 16GB DDR4 RAM 256GB SSD Windows 10 Pro,Dell Computers",948.95,,"11,537","August 22, 2016",TechWizards,Dell Latitude E7470 14in Busines Ultrabook Intel Core i5-6300U 16GB DDR4 RAM 256GB SSD Windows 10 Pro,,Black,3 GHz Intel Core i5,Intel,1,14 inches,,1366x768,PC,Windows 10,Intel HD Graphics 520,,,,16 GB DDR4,DDR3 SDRAM,256 GB flash_memory_solid_state,eSATA,,,,21 x 17 x 4 inches,6.1 pounds
B01KU7MTAQ,"2016 Newest HP Envy 17.3 Premium High Performance Touchscreen Full HD (1920 x 1080) Laptop PC, Intel Core i7-6500U, 16GB RAM, 1TB HDD, NVIDIA GeForce 940M 2GB, Backlit Keyboard, DVD, HDMI, Windows 10,hp",999.00,5.0,"5,830","August 22, 2016",HP,HP-17-Envy,,Silver,2.5 GHz Intel Core i7,Intel,2,17.3 inches,1920x1080,1920 X 1080,PC,Windows 10,,,,nvidia,16 GB SDRAM DDR4,DDR DRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,7.5 hours,16.4 x 11.6 x 1 inches,6.8 pounds
B01KU7S2XY,"HP 15.6 HD touchscreen Notebook Laptop i3 2.3GHz 8GB DDR4 1TB HDD up to 6 hours windows 10,hp,Notebook 15-ay",417.99,1.0,"10,316","August 22, 2016",HP,Notebook 15-ay,Notebook 15-ay,Silver,2.3 GHz Intel Core i3,Intel,1,15.6 inches,1366 x 768,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,1 TB HDD 5400 rpm,SSA,5400 RPM,,6.25 hours,1 x 1 x 1 inches,1 pounds
B01KUFPJ64,"Clevo Prostar P670RP6 17.3"" FHD/Matte Display, Intel Core i7-6700HQ, 16GB DDR4, GTX 1060, 512GB SSD, 1TB HDD, Windows 10 Home, Intel Dual Band Wireless 3165,Clevo,P670RP6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KUFPO1O,"Clevo Prostar P670RP6 17.3"" FHD/Matte Display, Intel Core i7-6700HQ, 16GB DDR4, GTX 1060, 512GB NVMe PCIe SSD, 1TB HDD, Windows 10 Home, Intel Dual Band Wireless 3165,Clevo,P670RP6",,,"28,659","August 23, 2016",Prostar,P670RP6,P670RP6,,2.6 GHz Intel Core i7,Intel,4,17.3 inches,,,PC,Windows 10,,dedicated,6.00,NVIDIA,16 GB SDRAM DDR4,SDRAM,512 GB SSD,Serial ATA-600,7200 RPM,,,,
B01LG5BANS,"Clevo Prostar P670RP6 17.3"" FHD/IPS/Matte Display with G-Sync, Intel Core i7-6700HQ, 8GB DDR4, GTX 1060, 256GB SSD, Windows 10 Home, Intel Dual Band Wireless 3165,Clevo,P670RP6",,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KUG7218,"Clevo Prostar P670RS-G 17.3"" FHD/IPS/Matte Display with G-Sync, Intel Core i7-6700HQ, 32GB DDR4, GTX 1070, 512GB SSD, 1TB HDD, Windows 10 Home, Intel Dual Band Wireless 3165,Clevo,P670RS-G",,3.5,"25,680",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KUKTHXK,"2016 Newest Asus VivoBook 15.6"" Widescreen 1366 x 768 HD LED backlight display laptop, Intel Pentium Mobile Processor N3700 1.6GHz, 4GB RAM, 500G HDD, WiFi-bgn, Webcam, HDMI, Windows 10,Asus-156-pentium-laptop,Asus-156-pentium-laptop",275.00,,746,"August 23, 2016",ScotchBlue,,Asus-156-pentium-laptop,,1.6 GHz Pentium,Intel,2,15.6 inches,,,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB DDR3 SDRAM,SDRAM,500 GB mechanical_hard_drive,Serial ATA,,,6 hours,20 x 11.6 x 2.6 inches,5.7 pounds
B01KUSS7WO,"2016 Newest Lenovo Flagship Thinkpad 14” Laptop, Intel Core i3-5005U (3M up to 2.9GHz), 4GB (Expandable to 16GB) RAM, 500GB 7200 RPM HDD, Anti-Glary HD Display, 802.11 AC Wi-Fi, Bluetooth, Win 7 Pro,Lenovo-E450 16,B01KUSS7WO",,3.1,"10,161","August 23, 2016",Lenovo,ThinkPad E450DC20,B01KUSS7WO,,2 GHz Intel Core i3,Intel,2,14 inches,,HD (1366 x 768),PC,Windows 7 Professional 64-Bit (downgraded from Windows 10 Pro 64-Bit),integrated_graphics,integrated,,intel,4 GB SDRAM DDR3,DDR3 SDRAM,500 GB HDD 7200 rpm,USB,7200 RPM,,9 hours,19.3 x 13 x 3.7 inches,6 pounds
B01KUUZ1TE,"Newest Dell Inspiron 2016 Premium High Performance 11.6 inch HD Laptop PC| Intel Celeron N3050 Dual-Core| 1.6 GHz| 2GB RAM| 32GB SSD| Bluetooth| WiFi| Windows 10 | 1-Year Office 365 Personal Included,Dell Computers,:884116208457",219.99,,"7,151","August 23, 2016",Dell,,:884116208457,,1.6 GHz Pentium,Intel,2,11.6 inches,,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,2 GB DDR3 SDRAM,DDR3 SDRAM,32 GB emmc,Serial ATA,,,,11.5 x 7.7 x 0.8 inches,2.8 pounds
B01KUY273S,"Gigabyte P37Xv6-PC4K4D (i7-6700HQ, 16GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB, 17.3"" 4K UHD, Windows 10) VR Ready Gaming Notebook,Gigabyte,P37Xv6-PC4K4D",,,"23,962","August 23, 2016",EXcaliberPC,P37Xv6,P37Xv6-PC4K4D,Aluminum Black,2.6 GHz Intel Core i7,Intel,4,17.3 inches,3840 x 2160,,PC,Microsoft Windows 10,geforce gtx,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,6.2 pounds
B01KUYGJ8W,"Gigabyte P37Xv6-PC4K4D (i7-6700HQ, 32GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB, 17.3"" 4K UHD, Windows 10) VR Ready Gaming Notebook,Gigabyte,P37Xv6-PC4K4D",,,"27,246","August 23, 2016",EXcaliberPC,P37Xv6,P37Xv6-PC4K4D,Aluminum Black,2.6 GHz Intel Core i7,Intel,4,17.3 inches,3840 x 2160,,PC,Microsoft Windows 10,geforce gtx,dedicated,,nvidia,32 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,6.2 pounds
B01KVDEHBI,"HP ProBook 6470b 14"" LED Intel i5-3320M Dual-Core 2.6GHz 4GB 128GB SSD Laptop,hp",,,"19,917","August 23, 2016",HP,,,Black,2.6 GHz,Intel,2,14 inches,,,,,Intel Integrated Graphics,,,intel,4 GB DDR3 SDRAM,,flash_memory_solid_state,,,,,,8 pounds
B01KVV1JFC,"2016 Newest Top-of-the-line 4th Gen Lenovo ThinkPad X1 Carbon 14"" WQHD Business Laptop - Intel Core i7-6600U up to 3.4GHz, 16GB RAM, 512GB SSD, Fingerprint Reader, WLAN, Bluetooth, Windows 7/10 Pro,Lenovo,4th X1 Carbon","1,849.99",,"2,449","August 23, 2016",Lenovo,Thinkpad X1 Carbon 4th Generation,4th X1 Carbon,Black,3.4 GHz Intel Core i7,Intel,2,14 inches,2560 x 1440 (IPS WQHD),2560 x 1440,PC,"Windows 7 Professional 64-bit, Windows 10 Professional",integrated_graphics,integrated,,intel,16 GB DDR3 SDRAM,DDR3 SDRAM,512 GB SSD,Solid State,,,8 hours,13.5 x 11.2 x 0.8 inches,3.5 pounds
B01KVVEQE8,"2016 Newest Dell Inspiron 15.6"" HD Widescreen display LED backlight Laptop, Intel Core i3 processor 2.1 GHz, 4GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, Windows 10 64-bit,Dell inspiron 15,DELL Inspiron 15",330.00,,758,"August 23, 2016",Dell,Dell I3558,DELL Inspiron 15,,2.1 GHz Intel Core i3,Intel,2,15.6 inches,1366x768,,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB DDR3 SDRAM,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,,,8 hours,15 x 10.2 x 0.9 inches,4.8 pounds
B01KVZV52A,"2016 New Edition Dell Inspiron 15.6"" HD Display Premium High Performance Laptop PC, Intel Core i3-5015U 2.1 GHz Processor, 4GB RAM, 1TB HDD, HDMI, Bluetooth, WIFI, Webcam, MaxxAudio, Windows 10, Black,Dell Computers,Inspiron 3000",313.95,3.6,107,"August 23, 2016",Dell,Inspiron 3000,Inspiron 3000,,2.1 GHz Intel Core i3,Intel,2,15.6 inches,1360x768,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB SDRAM DDR3,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,8 hours,15 x 10.2 x 0.9 inches,4.8 ounces
B01KW400FS,"Lenovo IdeaPad Y700 15.6-Inch Gaming Laptop - Windows 10 Pro - Intel Core i7-6700HQ, GTX960M-4GB VRAM, 32GB RAM, 512GB SSD, 15.6"" IPS FHD (1920x1080) Matte Display, AC WiFi,Lenovo","1,599.47",,"25,160","August 23, 2016",Lenovo,Y700,,,3.5 GHz Intel Core i7,Intel,4,15.6 inches,1920x1080,1920x1080,PC,Windows 10 Pro,geforce gtx 960m,dedicated,4.00,NVIDIA,32 GB,DDR3 SDRAM,512GB SSD,,,,,15.2 x 10.9 x 1 inches,5.7 pounds
B01KW43OYW,"Lenovo IdeaPad Y700 15.6-Inch Gaming Laptop - Windows 10 Home - Intel Core i7-6700HQ, GTX960M-4GB VRAM, 16GB RAM, 1TB SSD, 15.6"" IPS FHD (1920x1080) Matte Display, AC WiFi,Lenovo","1,549.47",,"25,857","August 23, 2016",Lenovo,Y700,,,3.5 GHz Intel Core i7,Intel,4,15.6 inches,1920x1080,1920x1080,PC,Windows 10 Home,geforce gtx 960m,dedicated,4.00,NVIDIA,16 GB,DDR3 SDRAM,1TB SSD,,,,,15.2 x 10.9 x 1 inches,5.7 pounds
B01KW585PO,"HP EliteBook 8570W 15"" Notebook PC - Intel Core i7-3720QM 8GB 500GB DVDRW Windows 10 Professional (Certified Refurbished),hp,8570P",399.00,,"3,739","September 15, 2015",HP,EliteBook,8570P,Silver,2.6 GHz Intel Core i7,Intel,1,,1600 x 900,,PC,Windows 10 Professional,AMD FirePro M4000,,,,8 GB SDRAM DDR3,DDR3 SDRAM,500 GB HDD 7200 rpm,Serial ATA,7200 RPM,,,9.9 x 14.7 x 1.3 inches,6 pounds
B01KW6316G,"HP Pavilion 15, AMD A10 Extreme, 12GB, Radeon 2GB, 15.6” Full HD Touchscreen, Laptop (Certified Refurbished),hp,15-ab143cl",499.99,5.0,"4,874","August 23, 2016",HP,HP Pavilion 15-ab143cl,15-ab143cl,Horizontal brushing in natural silver,1.8 GHz AMD A Series,AMD,4,15.6 inches,1920x1080,1920x1080,PC,Windows 10 Home,Radeon,dedicated,,amd,12 GB SDRAM DDR3,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,,20 x 12 x 3 inches,5 pounds
B01KWBZN0I,"2016 Newest Toshiba Satellite Fusion 15.6"" Full HD Touchscreen Laptop, Intel Core i7-6500U Processor, 8GB RAM, 256GB SSD, Backlit Keyboard, 8-hour Battery Life, HDMI, Bluetooth, Windows 10,Toshiba,Satellite 2-in-1",779.00,5.0,"1,054","August 7, 2016",Toshiba,Satellite Fusion 15,Satellite 2-in-1,Silver,2.5 GHz Intel Core i7,Intel,2,15.6 inches,1920x1080,1920 x 1080,PC,Windows 10,integrated_graphics,integrated,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,256 GB SSD,Solid State,,,8 hours,14.9 x 9.6 x 0.9 inches,5.1 pounds
B01KWJ11F6,"HP Pavilion 15 Premium Performance HD 15.6-inch 2016 Model Laptop Intel Core i5-5200U 2.2GHz Processor 12GB DDR3 RAM 500GB Solid State Drive Intel HD Graphics, DVD, HDMI, Win 10,LTechMarket",729.99,,"12,630","August 24, 2016",HP,HP Pavilion,,Black,2.2 GHz Intel Core i5,Intel,2,15.6 inches,,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,12 GB SDRAM DDR3,DDR3 SDRAM,500 GB flash_memory_solid_state,Solid State,,,,,
B01KWJ8XXY,"HP Pavilion 15.6-inch 2016 Model HD Laptop Intel Core i5-5200U 2.2GHz Processor 16GB DDR3 RAM 250GB Solid State Drive Intel HD Graphics, DVD, HDMI, Win 10,LTechMarket",639.99,,"6,095","August 24, 2016",Pavilion,HP Pavilion,,Black,2.2 GHz Intel Core i5,Intel,2,15.6 inches,,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,16 GB SDRAM DDR3,DDR3 SDRAM,250 GB SSD,Solid State,,,,,
B01KWO7A10,"2016 Dell Inspiron Flagship High Performance 14 inch HD Touchscreen Backlit Keyboard Laptop PC| Intel Core i7-5500U Dual-Core| NVIDIA GeForce 920M 2GB DDR3| 8GB RAM| 1TB HDD| DVDRW| Windows 10,Dell Computers",629.00,,"8,589","August 24, 2016",Dell,,,,2.4 GHz Intel Core i7,Intel,2,14 inches,,1366 x 768,PC,Windows 10,"geforce 920m, integrated_graphics","dedicated, integrated",,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,5400 RPM,,,13.4 x 9.5 x 1.4 inches,5 pounds
B01KWOSI1G,"Gigabyte P55Wv6-PC3D (i7-6700HQ, 16GB RAM, 256GB SATA SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 15.6"" Full HD, Windows 10) VR Ready Gaming Notebook,Gigabyte,P55Wv6-PC3D",,,"19,076","August 24, 2016",EXcaliberPC,P55Wv6,P55Wv6-PC3D,Aluminum Black,2.6 GHz Intel Core i7,Intel,4,15.6 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,5.7 pounds
B01KWRRP0S,"2016 Newest Dell Inspiron 15.6"" Premium High Performance Laptop PC, AMD A8-7410 Quad-Core Processor, 6GB RAM, 500GB HDD, DVD +/- RW, Radeon R5 Graphics, Webcam, Bluetooth, HDMI, Windows 10,Dell Computers,inspiron 15",319.00,4.1,566,"August 7, 2016",Dell,inspiron 15,inspiron 15,Black,2 GHz AMD A Series,AMD,4,15.6 inches,1360x768,1366x768,PC,Windows 10,integrated_graphics,integrated,,intel,6 GB SDRAM DDR3,DDR3 SDRAM,500 GB HDD 5400 rpm,Serial ATA,,,5 hours,15 x 10 x 1 inches,5.2 pounds
B01KWSB33C,"2016 Newest Dell Inspiron 15.6"" Premium High Performance Laptop PC, Intel Pentium N3700 Processor, 4GB RAM, 500GB HDD, DVD+/-RW, Webcam, WIFI, HDMI, Windows 10,Dell Computers,inspiron 15",295.00,3.0,"2,710","August 14, 2016",Dell,inspiron 15,inspiron 15,Black,2 GHz Pentium,Intel,2,15.6 inches,,,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB DDR3 SDRAM,DDR3 SDRAM,500 GB HDD 5400 rpm,Serial ATA,5400 RPM,,,15 x 12 x 1 inches,5.2 pounds
B01KX66HFC,"HP Pavilion 15-AW077NR - 15.6"" FHD Touch - AMD A9-9410 - 8GB - 1TB - Gold,Hewlett Packard,15-AW077NR",579.98,,"9,166","August 24, 2016",HP,,15-AW077NR,,8032,,1,15.6 inches,,,,,radeon r5,,,amd,SDRAM,,,,5400 RPM,,6.75 hours,15.1 x 9.6 x 0.9 inches,4.5 pounds
B01KX8PE1I,"MSI GT83VR TITAN SLI-023 (i7-6820HK, 64GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 SLI 16GB, 18.4"" Full HD, Windows 10) VR Ready Gaming Notebook,MSI COMPUTER,GT83VR TITAN SLI-023","3,699.00",,"28,743","August 24, 2016",EXcaliberPC,GT83VR TITAN SLI,GT83VR TITAN SLI-023,Aluminum Black,2.7 GHz Intel Core i7,Intel,4,18.4 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,64 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,11.6 pounds
