,id,ltable_id,rtable_id
16637,33887140,672104,938322
16638,33887143,512342,938322
16642,33902950,516595,354675
16644,33904947,690995,634989
16649,33918365,518193,73409
16654,33923435,694759,822984
16655,33923437,239540,822984
16656,33923465,237218,822984
16658,33940903,489475,198520
16660,33942639,193278,649263
16661,33945039,193606,156017
16662,33948424,414062,346291
16664,33954186,141647,810010
16666,33959684,110314,728692
16679,33980544,448974,944386
16680,33981065,139402,625796
16681,33981314,709308,796849
16682,33981316,587255,796849
16683,33983668,205632,756845
16684,33985633,174190,591917
16685,33985657,103223,591917
16691,34001851,683255,162714
16699,34003519,73149,289581
16703,34003675,262128,289581
16704,34007366,543891,525600
16706,34015552,208311,656034
16709,34032193,592251,627122
16728,34076725,574669,405445
16729,34078575,587852,711791
16731,34080776,535735,411425
16733,34091051,384018,869052
16738,34097957,560604,783268
16739,34102846,552910,375796
16740,34114770,302646,101463
16742,34121481,552832,820608
16746,34136500,155103,171566
16747,34138741,46430,434415
16749,34150634,99320,212733
16750,34152334,19490,246237
16751,34153132,401804,471362
16760,34203584,460492,513040
16761,34204368,659263,648095
16762,34204595,680183,947439
16763,34206038,579396,383773
16765,34208483,387445,201926
16766,34219945,575976,584187
16768,34233932,398235,311542
16769,34243139,523199,835655
16776,34252622,598251,534317
16778,34252749,606549,951274
16779,34261902,662927,242324
16796,34306321,193150,113582
16797,34311941,724489,709948
16798,34323055,18722,334017
16800,34337728,303240,7949
16807,34352162,354102,663554
16808,34353232,251200,691554
16811,34364227,732613,695318
16813,34367955,280783,22102
16827,34380559,664277,445540
16828,34380561,220173,445540
16829,34380566,654007,445540
16835,34390053,92352,687187
16840,34408133,558374,483801
16841,34415337,372739,824082
16842,34415833,268261,356545
16843,34417094,595007,942553
16845,34427896,189898,420308
16846,34434440,152893,552593
16847,34440959,635291,306164
16849,34443803,689609,455929
16851,34447103,98068,813469
16856,34452927,117592,641083
16879,34491675,536088,35461
16880,34494785,258556,200908
16881,34497923,302390,492640
16891,34525390,595997,956906
16899,34536750,733266,29191
16900,34570937,560770,640702
16901,34573380,154622,151224
16902,34573689,587247,481042
16917,34596676,664997,479119
16919,34598907,592038,90085
16921,34610694,407918,709066
16936,34613241,660620,629093
16937,34613254,455455,629093
16940,34623176,441305,191491
16941,34633002,6312,509643
16942,34633973,717973,76500
16943,34635684,609959,139042
16971,34665755,559516,180613
16980,34676871,604003,185324
16989,34724423,460366,99811
16990,34726327,227002,571185
16999,34770063,690868,127549
17000,34770079,331273,127549
17001,34771566,15996,753142
17002,34771587,579847,753142
17003,34771602,487572,753142
17004,34771608,260318,753142
17005,34771961,488573,139481
17006,34772432,474078,741612
17011,34787313,476653,121413
17027,34825567,437430,187296
17028,34825588,452153,187296
17038,34835856,160957,614393
17045,34860900,267847,160223
17046,34864123,700059,389697
17047,34875746,669731,106945
17048,34875747,686058,106945
17049,34875749,694782,106945
17050,34875751,314322,106945
17051,34875752,721762,106945
17052,34879456,213508,857548
17085,34907124,672117,79981
17088,34910343,103724,572593
17089,34910724,51755,615966
17090,34919511,297094,617556
17101,34928513,447092,341963
17102,34929912,198525,380399
17108,34942700,206000,922461
17122,34954993,372071,760330
17129,34957508,90841,800327
17130,34957726,583847,165227
17134,34976909,684451,787984
17135,34978607,466369,14774
17137,34979245,638075,646392
17142,34990403,418980,814605
17145,34993260,698488,296459
17148,35007657,371371,188280
17149,35007975,167845,355442
17161,35028655,516072,895517
17162,35029712,317067,466939
17164,35044421,356433,297437
17167,35053227,451821,726007
17187,35069236,614843,171696
17188,35071171,258911,647772
17193,35086307,717429,939128
17194,35092912,435767,333379
17199,35123960,485167,298393
17204,35130630,667166,259851
17206,35132344,314491,150778
17245,35158348,722837,908054
17252,35212949,258632,129919
17254,35220227,623227,863036
17255,35220238,369411,204691
17264,35239005,593692,330820
17265,35240074,702257,591122
17266,35242656,658803,744120
17268,35242664,558052,744120
17269,35242682,129989,744120
17286,35268022,682816,756876
17287,35268025,189425,756876
17289,35277353,216146,749563
17293,35290504,438847,455099
17295,35296831,151552,368494
17299,35315664,464805,191983
17300,35316459,35329,538194
17309,35324215,303230,205101
17310,35334661,476379,745891
17314,35342967,656326,207454
17315,35342969,395578,207454
17316,35342971,685173,207454
17317,35342972,581169,207454
17318,35342973,716803,207454
17321,35361317,722627,650833
17322,35361318,199280,650833
17323,35361319,726768,650833
17353,35415385,558692,328784
17354,35415620,23537,20449
17355,35416067,692463,883388
17356,35416068,453084,883388
17361,35433867,557118,440073
17362,35436139,196713,618904
17363,35436890,725932,711941
17365,35438646,723240,955587
17370,35440978,692232,242543
17372,35448693,388288,769077
17373,35452118,323160,38769
17374,35452119,589243,38769
17391,35476946,432256,27947
17392,35477453,690987,355325
17393,35477461,723102,355325
17395,35482162,104530,573247
17397,35485095,167493,166780
17401,35524668,199022,439333
17402,35525761,699674,291258
17405,35558470,46064,826030
17406,35562465,339895,343312
17411,35582674,298824,429429
17438,35590681,442671,701459
17439,35595810,551775,954849
17440,35605342,659892,521307
17442,35607669,412362,59758
17447,35612903,88432,132625
17451,35644914,54248,864904
17452,35644935,505315,864904
17454,35648972,306838,959581
17459,35678815,520944,627371
17462,35686897,83416,434232
17464,35690361,460496,756395
17465,35698637,394802,400066
17469,35706887,346965,865286
17471,35713009,301876,851487
17472,35713772,354999,841034
17478,35723587,655710,638373
17510,35754739,669070,525970
17511,35755760,188025,509465
17512,35763931,724490,474899
17516,35786683,601875,607919
17519,35793885,83927,290620
17540,35818094,474954,127884
17541,35829778,539882,266282
17542,35839242,482434,899868
17560,35868666,453519,921710
17561,35868667,721331,921710
17565,35871277,586157,922405
17566,35871298,217565,922405
17569,35877586,504783,238342
17570,35885469,138657,830364
17574,35906731,464721,502234
17575,35906736,731294,502234
17599,35914389,83148,312148
17606,35936853,348361,346263
17608,35956416,543255,184117
17609,35958819,495698,406
17615,35963583,364822,616469
17616,35967869,493265,382955
17631,36002830,413443,4834
17632,36002833,570633,4834
17633,36002834,701751,4834
17636,36015745,421701,652103
17637,36018426,582504,554653
17638,36019390,692130,899545
17639,36019391,722756,899545
17652,36056754,435925,6201
17661,36087808,450018,628703
17663,36092215,494359,86696
17664,36094476,384073,566792
17665,36097045,477418,61084
17666,36101818,659298,315341
17667,36101829,60959,315341
17668,36105189,196478,581024
17672,36116047,134136,100857
17673,36119204,71462,708362
17689,36125369,723580,357900
17695,36138711,731065,905750
17696,36139893,336583,734807
17698,36152404,721801,809398
17699,36160914,90521,845631
17700,36161363,460276,746618
17701,36169699,68255,586853
17712,36186756,231061,792227
17752,36212394,568778,97606
17758,36217289,103044,453123
17759,36219624,680423,74449
17760,36219648,658571,74449
17761,36219649,674099,74449
17762,36219653,367411,74449
17763,36219675,731938,74449
17765,36219688,647686,74449
17771,36243978,718525,925425
17772,36244256,535622,251133
17773,36245258,133447,582533
17775,36246706,458138,822321
17778,36264741,197051,371840
17779,36265135,491352,241437
17781,36266565,718070,512772
17782,36269409,367944,533687
17783,36269423,729772,533687
17784,36269424,729878,533687
17786,36269819,557325,879309
17792,36276090,299733,351520
17794,36279278,335440,184535
17795,36283489,215138,941892
17802,36297553,191618,611782
17803,36298529,706532,104617
17812,36311195,458035,639139
17814,36338346,190373,56330
17815,36345805,152007,397163
17816,36346048,103299,267098
17818,36348656,685489,491982
17821,36363486,97540,289682
17828,36374256,725950,802135
17831,36374326,733773,802135
17855,36384702,601493,289906
17861,36391243,483442,605896
17862,36391509,520091,755127
17865,36391962,717730,664452
17868,36392089,422958,664452
17874,36394326,378601,529604
17884,36417574,490558,139559
17888,36421898,172938,512825
17889,36423515,97969,925107
17891,36434506,668576,597226
17894,36435566,608068,74997
17895,36437425,728146,77001
17896,36438426,716431,533929
17898,36448910,83723,367432
17899,36450768,193112,487182
17919,36460706,593926,580329
17920,36460717,613277,580329
17927,36483395,343792,76394
17928,36490286,202428,30202
17929,36498005,303739,814346
17930,36501807,548579,27027
17937,36504758,173311,771273
17976,36511805,71229,85199
17978,36524868,17633,562054
17980,36524887,635206,562054
17981,36527379,663006,249151
17983,36548983,679919,323583
17984,36550021,70051,482953
17985,36552650,348513,121646
17990,36567521,466097,777823
17993,36570718,698896,421191
18001,36584644,346333,635403
18003,36596232,40462,225584
18006,36602874,656805,58961
18007,36602875,171653,58961
18008,36605167,521021,169474
18011,36614781,511912,911281
18019,36641685,389733,169076
18020,36642429,618967,621526
18021,36647571,421409,891726
18022,36655180,598205,187950
18051,36687393,22412,649012
18052,36688057,706580,765373
18065,36720009,534793,517801
18067,36723795,655369,549607
18072,36726027,236052,426682
18073,36728948,517972,665834
18075,36732770,670007,944397
18076,36733376,689609,2893
18110,36787680,235527,951519
18117,36805906,231063,88046
18121,36812155,205336,620473
18122,36814392,12325,499478
18125,36828467,467226,469953
18128,36831265,671748,482123
18129,36831266,578093,482123
18131,36833748,608790,274835
18134,36844106,609099,470713
18137,36868419,301904,138939
18142,36915142,596685,382960
18143,36917371,703543,494635
18154,36934716,220241,427144
18157,36937653,100676,562164
18165,36970146,110200,789157
18168,36979715,450213,785708
18175,36985645,229797,215125
18177,37002431,242902,816991
18178,37003850,711326,869285
18179,37003857,226930,869285
18194,37060856,713057,87191
18195,37064569,429901,807116
18196,37067594,526032,490598
18197,37067604,693376,490598
18198,37070756,165678,945687
18199,37081700,48258,691428
18206,37111013,6359,944564
18219,37137789,632860,343106
18220,37143892,665042,302010
18221,37143924,93598,302010
18222,37146098,303756,139890
18226,37152272,499898,340489
18227,37167138,407253,205490
18230,37177211,651082,556718
18231,37188317,242957,833955
18232,37193618,293570,599999
18233,37193626,721351,599999
18234,37194104,702294,767519
18235,37196076,601465,233818
18236,37200509,563319,488048
18241,37225529,151297,64339
18243,37231480,329668,702520
18252,37256204,316174,565384
18253,37260464,617532,398249
18254,37261908,261395,667837
18255,37262682,152515,143256
18256,37263402,363637,248850
18265,37288871,562301,368765
18266,37289576,90864,661572
18268,37295002,616601,911600
18270,37299612,77998,755862
18271,37306429,577102,476926
18272,37306431,492825,476926
18275,37315221,169946,207849
18280,37338656,533664,83740
18282,37344382,591209,39483
18288,37354725,651446,930270
18299,37385344,457922,134646
18300,37387126,112847,900265
18311,37404774,500030,549761
18339,37416945,171659,938068
18343,37421002,38837,613570
18344,37428048,392468,704837
18345,37431937,718213,60587
18347,37440941,618748,535855
18348,37441020,124173,700053
18349,37446992,328265,843679
18350,37457308,331000,237279
18351,37458869,21251,76518
18352,37458871,718639,76518
18360,37476143,174292,671630
18361,37477748,562777,467092
18367,37484660,317074,414476
18371,37497953,135300,448387
18381,37503450,451052,758802
18391,37529150,173914,824490
18397,37540945,656990,456992
18404,37561206,638167,571594
18405,37574741,596951,76168
18429,37614069,111944,127532
18443,37622740,260051,137713
18445,37627634,215828,503644
18447,37635599,428393,342924
18449,37641706,514553,304694
18450,37642120,344494,474093
18451,37642654,714969,13348
18452,37643080,415043,579364
18453,37654412,709805,601729
18454,37677203,24806,247510
18469,37693705,492604,277630
18470,37696772,298835,253613
18474,37713743,701609,823259
18475,37726740,528464,565697
18476,37728539,728006,64999
18478,37731001,50932,428358
18482,37745233,573801,662550
18484,37746794,472455,868857
18487,37753843,380223,692431
18488,37754860,605668,659419
18489,37759295,677087,918219
18490,37759330,453621,918219
18491,37759365,625745,918219
18492,37761222,197177,278543
18493,37768201,401180,150143
18511,37779667,373271,754155
18513,37781173,4872,894183
18514,37783668,210722,414431
18518,37793195,713601,284436
18519,37794309,394423,813812
18522,37799556,92665,835969
18545,37833892,458814,467180
18546,37848504,444883,466193
18548,37865752,315889,354636
18549,37868996,424835,323050
18554,37876298,367347,582842
18555,37878750,101010,83956
18556,37879963,257472,442478
18561,37886260,260052,526493
18563,37894174,367705,831712
18565,37900761,304098,723903
18567,37914559,512819,444217
18569,37922824,669298,20248
18576,37937920,220217,99496
18577,37946656,608557,270743
18578,37950259,416827,831
18585,37964004,484092,63058
18587,37968565,700684,515642
18588,37968568,47986,515642
18596,37978072,412381,677309
18639,38021622,316866,573421
18640,38023014,369416,841136
18642,38034355,96672,958050
18643,38042575,531208,381075
18644,38042605,466647,381075
18656,38069408,365763,843998
18657,38069772,24625,195758
18660,38076056,303654,510817
18661,38076296,464839,599261
18663,38083696,348073,599675
18671,38113022,301156,11180
18673,38132014,424099,897433
18676,38144124,216760,464773
18677,38149861,41231,208246
18682,38168701,503316,759679
18684,38177984,631127,173652
18686,38180359,447254,879024
18690,38183113,674770,166656
18691,38183707,644887,796540
18692,38187543,620298,884521
18693,38190320,710396,134114
18694,38195930,671838,288910
18695,38210118,464802,404223
18696,38215615,610383,528615
18698,38220289,50520,760855
18699,38220312,722054,760855
18700,38229392,668076,498075
18701,38233249,48784,216250
18702,38233267,671324,216250
18703,38233280,60657,216250
18705,38235186,544270,188972
18711,38246079,339349,947356
18712,38253376,339206,843849
18715,38261247,347479,732713
18716,38265316,174288,44242
18718,38272759,690748,716886
18719,38272803,326520,716886
18734,38288494,175892,858964
18736,38304067,83210,617245
18740,38320491,617328,473724
18741,38322489,242261,149915
18743,38327583,159279,751611
18756,38345292,656608,139695
18757,38349261,359784,924226
18767,38368739,627613,84355
18771,38380598,586954,571931
18778,38394469,406178,810649
18783,38415502,172462,211900
18784,38418829,548579,695118
18802,38458667,92769,676788
18805,38468537,609771,282388
18806,38469422,627446,555478
18807,38474846,716072,334196
18811,38493010,598870,516958
18827,38558759,266961,695229
18828,38559508,213121,61049
18830,38574999,671536,287083
18833,38595502,711638,44348
18834,38596626,160995,734225
18838,38604960,378700,558578
18839,38606927,303068,221711
18840,38607664,353042,647660
18841,38616018,723612,147260
18843,38617620,461917,827908
18847,38620667,218645,778933
18853,38629017,328752,528501
18854,38633356,19549,83039
18856,38636723,285952,68905
18863,38640438,421771,498598
18870,38648326,486750,103569
18871,38651750,217646,107644
18872,38654706,43632,818970
18874,38662655,700087,683714
18880,38679190,107538,613431
18881,38681832,453227,723853
18882,38682524,616416,946450
18892,38684921,178320,953977
18893,38686303,376722,576791
18895,38701801,470463,305202
18906,38726590,24999,832830
18908,38732773,640378,577836
18912,38739986,553649,171298
18914,38751166,302859,699361
18916,38754230,267712,618074
18917,38754293,723144,618074
18920,38768798,567227,182614
18921,38768799,50916,182614
18922,38770148,315801,528427
18942,38834505,152112,751843
18943,38835553,102670,3835
18944,38837034,410744,531986
18949,38861328,298873,793366
18951,38862599,567550,675338
18952,38865483,108174,709287
18953,38876881,3806,845944
18954,38877230,557594,941375
18956,38887694,416881,826002
18957,38900047,696141,493760
18959,38911782,7439,278608
18960,38911783,667641,278608
18961,38911786,19620,278608
18962,38911817,651331,278608
18966,38928517,656804,380899
18967,38928525,171651,380899
18968,38928548,630825,380899
18969,38928549,500003,380899
18970,38931676,726780,503202
18974,38948732,281022,557665
18980,38981386,531745,234829
18981,38982020,160392,567670
18982,38982060,723869,567670
18986,39011400,302594,678380
18988,39023984,625966,728304
18989,39023985,626042,728304
18990,39024202,272297,951546
18992,39026865,491299,612512
18998,39039040,173520,596126
18999,39040866,710912,582170
19000,39043247,473031,769823
19007,39071504,114282,706572
19011,39081616,567218,755323
19020,39113363,558242,420498
19021,39114136,656341,513363
19022,39114162,230151,513363
19024,39124383,471972,443616
19026,39131235,235611,679704
19028,39140893,149004,573369
19029,39140963,711218,573369
19030,39141006,732925,573369
19031,39141007,732933,573369
19034,39147307,463254,787644
19036,39167481,684407,54946
19038,39174363,193200,176608
19041,39181102,323085,119420
19042,39184886,727387,737685
19046,39192500,171898,101643
19047,39199789,23892,521770
19048,39199809,641741,521770
19049,39202426,51134,47206
19051,39209124,730875,77080
19052,39213740,353315,689504
19054,39217433,376051,290338
19056,39230302,540571,325335
19058,39231900,386771,61786
19061,39254066,214071,418468
19062,39263211,22607,169332
19064,39281231,425118,642861
19066,39288190,520927,246556
19069,39297953,603787,904041
19080,39304477,537805,911996
19081,39304491,686836,911996
19082,39304521,593418,911996
19090,39332970,123412,829925
19091,39337694,150101,275258
19093,39345964,151011,822685
19094,39356189,269884,105061
19095,39363186,167619,845036
19100,39391883,611920,648859
19101,39404024,266812,286315
19102,39405271,710411,897394
19105,39413301,72488,577503
19106,39417833,202428,957712
19109,39430237,696705,653671
19114,39436009,470218,587829
19116,39450032,344237,690316
19117,39450403,434916,516123
19119,39454043,188307,102081
19120,39455481,725529,651417
19124,39471256,628239,718421
19152,39481012,670461,336625
19153,39493935,480836,887101
19188,39529688,657167,418491
19197,39544949,560788,700786
19204,39553807,198099,376025
19205,39559370,281737,804264
19209,39566330,701115,163792
19210,39567176,302189,774850
19211,39585264,47677,890055
19212,39585344,500910,890055
19213,39587968,258495,50952
19214,39588338,658511,172770
19215,39590466,193080,561676
19217,39602618,641224,820281
19219,39613414,495956,243281
19226,39621378,365559,174323
19236,39653906,569925,650841
19237,39662551,625947,13435
19238,39666046,601253,447285
19239,39667342,546493,755229
19240,39667453,643894,755229
19244,39677923,108894,356879
19250,39687937,85302,827015
19268,39748699,491030,605321
19269,39751045,624140,364868
19280,39769011,573042,125938
19281,39770385,165446,641003
19284,39776541,563101,906510
19292,39808786,17995,539551
19294,39814845,420838,293516
19297,39824256,309701,134656
19298,39824257,466821,134656
19299,39824258,501389,134656
19300,39827444,559785,611360
19303,39845224,684462,561320
19304,39847683,375432,811503
19306,39857447,709223,573345
19310,39883678,361665,212577
19316,39894057,527771,669308
19324,39924460,519851,541917
19332,39956109,497745,613340
19333,39965297,281743,619241
19334,39965372,476579,619241
19335,39975964,662703,163041
19336,39975965,423250,163041
19337,39976177,582242,322683
19342,39988904,475826,490925
19346,39992202,326736,766896
19358,40004916,34600,584840
19361,40019029,580515,341634
19365,40027469,47805,757931
19370,40037101,185285,133648
19375,40052814,695619,379482
19381,40053983,203366,870607
19402,40085286,728129,946873
19404,40094898,588771,488518
19409,40108141,719798,3066
19411,40114497,213680,204352
19415,40121292,173491,718668
19416,40122621,301313,543780
19418,40128924,683647,804537
19420,40135946,671268,791484
19422,40139743,206466,770542
19423,40148120,96715,485264
19424,40150969,656156,355473
19425,40150972,539102,355473
19437,40157029,689220,637808
19438,40159486,549348,18213
19440,40167369,551192,20089
19459,40191172,592240,244180
19460,40192691,364539,344179
19500,40217004,693435,322370
19501,40225016,298273,662752
19514,40266738,682820,929287
19519,40282739,457155,238559
19549,40297619,158334,267894
19554,40309719,673772,650710
19556,40313716,1351,620289
19557,40313720,575286,620289
19558,40313722,712338,620289
19559,40313724,618639,620289
19574,40334081,608838,640494
19583,40354620,235849,761078
19596,40380663,404364,367533
19597,40380668,256266,367533
19599,40396819,206421,92399
19600,40402146,424421,602289
19605,40409312,525034,381937
19632,40451470,151176,342499
19638,40462938,482444,272807
19639,40462939,251155,272807
19641,40465085,573523,929488
19642,40465409,285518,873168
19649,40465940,705781,453936
19652,40482649,689143,875947
19656,40511011,651307,464852
19659,40513745,455331,321672
19660,40514511,446489,780857
19661,40520027,520957,398538
19666,40532406,460396,80281
19667,40537029,481089,153405
19670,40549719,511651,778721
19676,40555298,649102,218148
19677,40556351,18859,514677
19679,40559239,167665,326856
19680,40563059,423487,800079
19689,40576002,260593,223425
19690,40588156,240886,36718
19695,40606317,174174,896135
19696,40609918,700130,886458
19697,40613479,516169,488593
19699,40614155,422348,812184
19700,40614159,724792,812184
19701,40614167,651875,812184
19703,40619855,559545,798151
19722,40640290,579970,271675
19723,40647327,433131,381427
19724,40648275,720078,501242
19731,40654709,510796,548813
19732,40658104,577904,586559
19737,40661249,250452,909241
19742,40667106,522114,898005
19743,40675637,487591,277631
19759,40707540,22263,451408
19760,40711189,683359,790274
19761,40711247,721561,790274
19762,40711274,732723,790274
19763,40711308,240144,790274
19772,40733697,333860,362326
19773,40734415,51164,206541
19774,40734792,724786,462498
19776,40755102,686652,779809
19777,40771556,102049,278105
19779,40785832,431671,187686
19780,40785849,650691,187686
19784,40796251,394550,670515
19785,40799686,266820,324099
19786,40799687,608414,324099
19787,40800029,442627,629266
19791,40802169,457168,162600
19793,40833945,524587,412772
19795,40840167,420556,811576
19796,40840175,561436,811576
19797,40842985,584330,583319
19798,40845166,675672,202970
19802,40849001,680086,385599
19803,40861579,215866,470202
19821,40886344,716713,866485
19824,40890251,422702,734845
19835,40915664,121094,84623
19849,40923114,220218,924425
19858,40990114,157880,798551
19859,40995358,495840,722118
19866,41018264,583411,406747
19869,41022013,172760,410451
19872,41022191,347504,763229
19873,41023508,695228,585567
19876,41025601,423719,24536
19881,41037145,350065,584574
19882,41037481,44850,780223
19883,41039316,400229,691374
19889,41054554,249679,737051
19892,41057237,218579,143421
19898,41066536,698431,224767
19899,41066873,688540,39133
19903,41076590,45843,789840
19939,41117006,718057,302562
19943,41130211,175432,502517
19949,41162376,693096,620443
19950,41162377,693106,620443
19951,41162853,388894,97221
19953,41191745,197201,177614
19954,41194175,12456,580180
19959,41229523,499219,38795
19973,41268440,343470,730391
19974,41268452,522126,730391
19975,41269404,727341,95329
19979,41287151,261734,276244
19980,41287152,262017,276244
19987,41297939,307244,762582
19994,41312546,327488,278948
19995,41315029,390982,767832
20003,41344937,632649,811635
20004,41349309,688690,203827
20018,41351091,97969,131236
20019,41354185,219346,800355
20022,41358460,715772,9753
20023,41360756,495741,576203
20038,41363403,527612,10880
20039,41364077,305024,138906
20041,41384609,494658,807204
20042,41389767,732364,892018
20053,41393244,301124,770223
20056,41404298,604659,316835
20059,41413008,296738,679670
20060,41414734,473809,39439
20072,41425737,453702,655373
20073,41425962,25917,289178
20078,41445062,355418,555604
20085,41508319,536706,952139
20089,41514633,528897,687003
20091,41519459,656973,819921
20105,41537833,301824,276463
20106,41540578,581722,541951
20108,41542355,410694,737529
20109,41547382,357791,364129
20111,41555360,565088,434370
20115,41566054,697580,733405
20117,41568855,592174,387682
20152,41590823,70337,858514
20154,41603299,731401,864087
20161,41624844,625023,842721
20162,41635812,353815,823124
20170,41648935,513919,939100
20171,41651927,300932,301155
20172,41665254,583198,597913
20174,41684142,425557,705849
20177,41687216,539108,197191
20178,41697140,496269,780864
20184,41708198,247675,187399
20186,41709131,136489,312123
20190,41728570,585033,553251
20208,41732829,83380,674094
20215,41758157,348970,333437
20216,41759109,79418,396934
20218,41783055,468974,789681
20219,41785754,633332,934873
20220,41789394,528366,394351
20222,41789643,438465,912508
20223,41792279,598671,917286
20224,41792907,452511,730164
20228,41810367,103068,774718
20238,41836963,692101,425127
20240,41840333,559304,788381
20241,41849507,556133,829487
20243,41850652,52560,640342
20269,41874684,401784,819165
20271,41885779,664277,148582
20272,41885784,220173,148582
20273,41885792,654007,148582
20276,41891782,655762,674681
20277,41891784,267925,674681
20278,41895580,219286,374498
20279,41895581,357506,374498
20280,41910007,141119,947998
20281,41910019,682187,947998
20282,41916060,201764,460661
20285,41926882,726132,637690
20286,41926883,649078,637690
20288,41934521,699503,130170
20290,41942269,690583,417404
20291,41952914,317205,440880
20292,41959775,529260,461742
20293,41959779,666159,461742
20294,41959789,691587,461742
20295,41959795,706376,461742
20296,41959801,718156,461742
20297,41959807,600672,461742
20298,41959809,479286,461742
20299,41959810,481634,461742
20300,41959814,493382,461742
20301,41959815,493549,461742
20302,41973370,315458,311785
20324,42016409,357019,900572
20325,42018906,601682,446931
20326,42025666,574868,166057
20330,42034819,596685,583095
20332,42038995,431691,33310
20333,42043263,538145,434999
20334,42043820,717953,129771
20355,42094376,617414,670974
20366,42119279,45874,520022
20373,42135979,363397,210086
20374,42143836,430338,161024
20375,42146655,435211,497423
20381,42175197,686627,253916
20383,42178137,610115,291890
20385,42180897,376775,189099
20387,42200855,196374,194631
20397,42210204,708848,939404
20398,42210205,718959,939404
20412,42222484,59060,216324
20419,42251624,358349,46202
20420,42259205,656419,853236
20421,42261397,442302,434965
20424,42271913,720344,446409
20425,42275749,670181,105691
20426,42279942,276849,496593
20427,42279943,685032,496593
20428,42279944,696040,496593
20429,42279945,449161,496593
20432,42297258,633332,943795
20447,42308902,39345,331944
20448,42309409,46052,473362
20452,42316973,666761,873867
20455,42320680,298503,270703
20457,42329467,421420,393028
20460,42355560,575977,947321
20463,42367649,715056,250371
20466,42374366,553069,549554
20467,42377916,158910,781845
20468,42378878,729873,594518
20471,42391953,313802,927200
20473,42399693,473785,859315
20478,42433053,120886,561955
20479,42437771,315896,219571
20480,42438547,171820,287336
20487,42454506,215236,242266
20488,42456872,439883,245956
20491,42460976,715470,193074
20492,42460978,719144,193074
20523,42469208,321178,864555
20524,42470032,192388,69363
20531,42472623,391710,603563
20547,42493706,44466,180001
20548,42500024,346668,555456
20549,42500718,695052,340730
20551,42502843,36092,423763
20566,42518973,700669,589403
20567,42537792,615367,823168
20568,42538364,403742,97334
20583,42567608,239069,721084
20589,42575719,180139,528606
20598,42586837,428166,298788
20600,42605196,378650,481012
20603,42635319,185452,831381
20604,42636506,663006,129788
20605,42640224,356430,792668
20606,42649917,696236,934552
20610,42666324,588770,653180
20611,42670675,558901,53812
20622,42674797,303323,435958
20628,42677577,694271,624950
20629,42677696,582,669418
20633,42680150,213825,200289
20635,42691213,177617,5446
20643,42698928,494849,940229
20646,42709872,621998,429033
20657,42721450,51258,349338
20661,42731343,159650,126778
20662,42734404,299966,563932
20663,42735242,17400,684713
20664,42743050,116803,236994
20671,42756675,629016,544218
20675,42766851,464085,697092
20680,42770864,705869,823703
20681,42777952,120477,330815
20682,42778110,582707,68050
20683,42778789,98228,627683
20684,42784032,648793,129626
20685,42787209,571948,215016
20686,42797468,714342,493283
20687,42798541,83470,215412
20688,42798543,367088,215412
20689,42798545,520791,215412
20690,42803959,405401,251221
20692,42809113,164772,396708
20694,42809140,719779,396708
20695,42811198,713337,30634
20697,42822831,658676,761913
20701,42836690,491496,431815
20715,42843408,637253,473506
20716,42844052,38608,596517
20723,42861161,97845,58593
20730,42875586,244840,124242
20731,42876103,460148,73856
20739,42884055,457922,688970
20752,42904377,666952,716841
20753,42909926,50891,794482
20756,42914805,197980,802285
20761,42926703,595393,142600
20763,42940938,187862,941076
20765,42943538,381776,360212
20766,42944164,657279,431783
20767,42944194,563999,431783
20769,42946897,708641,73505
20771,42968736,406655,252909
20772,42968738,542470,252909
20773,42968741,549343,252909
20774,42968743,298105,252909
20775,42968750,459985,252909
20776,42968751,723625,252909
20777,42968758,512219,252909
20782,42975282,365323,403029
20785,42978343,171820,39262
20786,42981186,468428,905856
20822,43028942,371147,9236
20823,43035376,145742,182811
20824,43035381,97543,182811
20839,43050603,220031,272346
20841,43054207,508994,577582
20847,43081311,543250,586134
20849,43102300,544912,433439
20850,43102330,718485,433439
20858,43122410,167407,446401
20860,43139914,258556,858162
20868,43170691,303535,384747
20871,43186856,407078,337824
20872,43186858,512561,337824
20873,43187530,715012,758760
20874,43187532,720865,758760
20875,43187538,372611,758760
20877,43190169,547464,804816
20881,43198269,539681,564675
20882,43198270,589370,564675
20908,43247536,419711,417674
20909,43258631,599935,345669
20933,43285641,548260,605777
20948,43314526,376051,833584
20953,43332567,650819,437105
20954,43335255,595858,790135
20961,43351037,425824,803492
20962,43353317,468395,322006
20963,43358504,529024,64336
20982,43371092,309365,893216
20983,43377225,661453,91873
20984,43377242,594469,91873
20985,43377250,632568,91873
20993,43385969,353816,115601
20995,43387251,644183,679081
20996,43397482,174015,452655
21000,43415317,185688,843601
21007,43427369,172099,920180
21018,43442004,298596,795451
21020,43444589,315195,790228
21035,43461560,299336,110759
21038,43472999,347929,485055
21042,43483811,150813,619610
21057,43537569,386471,534716
21071,43546622,30361,463879
21072,43547079,119363,25313
21073,43547093,663054,25313
21095,43582606,281532,101038
21096,43587254,392886,439758
21099,43607801,598983,638815
21103,43610800,216704,73672
21105,43619116,554305,682554
21113,43630793,146546,935603
21116,43635096,47692,203574
21125,43675784,229136,922317
21126,43680736,534831,183692
21129,43685743,214279,8306
21130,43687429,515994,278777
21135,43711749,633845,393924
