,id,ltable_id,rtable_id
7715,16113452,609610,343665
7716,16117255,204571,927974
7727,16139540,525599,530244
7728,16139582,729204,530244
7735,16157411,305538,757854
7736,16161571,679081,565852
7745,16164275,17385,877878
7747,16174866,476228,708208
7749,16182699,597505,531510
7781,16185970,387788,909225
7782,16189533,216221,454066
7784,16191152,196552,88335
7786,16196153,496796,600979
7788,16201489,140813,695234
7804,16210730,603787,157451
7805,16214483,52557,479019
7806,16218154,451926,162925
7808,16227154,324495,446574
7811,16234473,237059,687211
7821,16247578,500866,757339
7822,16252003,286989,820092
7826,16261184,462106,738958
7830,16281970,415100,913776
7831,16286481,708528,276035
7836,16288608,685990,363635
7838,16292694,644570,157359
7839,16293487,726921,412548
7840,16295945,82535,249520
7841,16296294,301419,733331
7848,16309702,693573,465317
7849,16309737,719782,465317
7852,16320523,191723,926766
7853,16325146,573016,262625
7854,16330333,302113,217007
7855,16333121,376051,855688
7857,16335623,645628,91456
7861,16359631,197788,22267
7862,16360787,596146,232040
7863,16362934,8220,516542
7865,16366370,71109,306838
7866,16369662,83495,714054
7872,16376230,682308,213786
7874,16400365,180715,620014
7896,16425680,539660,955810
7897,16428229,603037,54370
7898,16436005,34394,572756
7910,16480305,696663,627163
7911,16480353,212758,627163
7912,16481861,625966,457162
7913,16481862,626042,457162
7914,16482310,285450,190818
7918,16485865,681520,659022
7919,16485868,721806,659022
7920,16496707,56350,805081
7923,16511718,346462,620050
7924,16521416,604230,278219
7925,16525407,668817,304009
7926,16525430,480105,304009
7927,16525432,93849,304009
7936,16536182,52274,122426
7938,16540461,510743,421477
7939,16540626,685188,818051
7940,16540627,685215,818051
7941,16540657,239720,818051
7943,16565034,426974,203431
7957,16575291,459545,754420
7959,16576376,61361,850828
7960,16576380,509913,850828
7961,16595386,692781,316851
7962,16596312,281867,793689
7973,16636205,152736,31195
7977,16659332,691999,843290
7981,16670189,300358,690594
7983,16674693,683245,305910
7984,16674694,691034,305910
7988,16687382,160932,114639
7989,16688258,681804,677676
7991,16704191,585419,203131
7992,16709549,675148,868640
7996,16723082,546951,112548
7998,16728428,304930,609341
8015,16735525,658028,273271
8016,16736228,193155,329436
8019,16740741,217273,274857
8020,16743694,269489,203169
8029,16748961,227339,945028
8030,16766135,216288,439339
8032,16773297,594013,496285
8033,16779962,317204,187688
8034,16780644,554439,843152
8035,16785766,106197,75989
8036,16786051,133069,12821
8042,16799838,203202,323530
8051,16841625,409111,328243
8052,16843844,423076,708284
8058,16856383,684480,602523
8059,16856423,60607,602523
8060,16866836,483225,877598
8064,16882201,557198,79514
8065,16884940,721777,918136
8066,16884942,514558,918136
8069,16909924,298654,855909
8071,16934179,375199,390337
8086,16959845,8095,797700
8093,16998424,534154,304003
8097,17005510,649598,242382
8120,17033291,664277,747337
8121,17033294,220173,747337
8124,17041080,684407,317820
8129,17048951,733361,219457
8130,17049454,376202,705321
8166,17080838,651309,433540
8167,17088571,658994,106593
8168,17088577,443882,106593
8169,17088578,708715,106593
8171,17095442,234137,959187
8186,17126662,694035,318220
8198,17134540,442219,776603
8199,17140481,152952,803594
8200,17141270,236683,579561
8201,17143748,375654,8501
8202,17144330,370817,34250
8213,17186945,495741,374039
8215,17195094,469774,183350
8216,17201822,720830,873306
8217,17204105,601467,941037
8218,17206992,281948,844152
8219,17207000,709483,844152
8224,17213023,717018,951259
8225,17213025,400254,951259
8226,17213026,465953,951259
8229,17227978,706922,782487
8233,17233874,88643,526729
8234,17236010,626387,638737
8235,17236558,553016,820796
8236,17259378,357788,109110
8242,17262203,686765,485256
8244,17275303,561290,900506
8245,17278515,352616,629725
8246,17280460,302082,463762
8247,17284167,385178,722636
8248,17289847,721438,19237
8249,17291878,635827,332444
8250,17295195,540444,875642
8251,17298928,207625,31781
8256,17305882,597924,511683
8261,17329127,385930,193489
8263,17330810,116800,795780
8264,17335755,88638,715891
8268,17342045,303448,233856
8269,17345231,294269,773853
8279,17359436,512909,121143
8280,17362387,438202,801787
8289,17382653,178089,830454
8294,17414812,630264,27248
8300,17422868,724056,655392
8320,17455253,434906,486545
8321,17459193,625951,422624
8331,17473431,453369,824149
8332,17477937,103531,60643
8333,17480191,648824,830651
8336,17480899,360042,21107
8345,17488932,6188,764215
8346,17488938,605819,764215
8370,17504667,380264,335307
8371,17512093,317067,189394
8372,17512406,460913,596026
8373,17513018,303775,186675
8379,17534743,216826,10334
8382,17553415,559896,350804
8383,17561587,536790,387524
8391,17595686,258618,707904
8398,17608917,677512,83704
8402,17619998,545954,311925
8404,17633190,342398,228007
8406,17636318,415451,746417
8407,17638381,520971,394388
8408,17641164,393311,508589
8412,17652257,664277,405620
8413,17652258,677861,405620
8414,17652260,730997,405620
8415,17652262,220173,405620
8416,17652270,654007,405620
8425,17665622,397997,856195
8426,17665706,648230,856195
8428,17671512,701695,290824
8430,17679529,348041,612463
8431,17683442,664524,778703
8432,17683903,177727,273555
8434,17690106,301564,933222
8437,17710941,216751,879751
8438,17715722,365771,414224
8439,17718320,526143,83291
8444,17721153,551773,468637
8445,17734178,428578,548486
8447,17740475,729058,343648
8448,17740476,729085,343648
8449,17740477,729161,343648
8460,17744370,495956,864831
8461,17748052,214392,316919
8462,17752630,479519,719742
8470,17773089,722078,944270
8477,17776280,273273,514008
8478,17776761,200770,906289
8482,17787069,733639,742854
8483,17787072,80685,742854
8485,17792155,313343,328523
8488,17805419,569041,655456
8489,17805444,611653,655456
8512,17819990,348044,488222
8530,17847905,372313,959101
8533,17854522,231645,306167
8534,17861419,634954,460808
8539,17863482,697882,536022
8547,17871901,724078,891940
8553,17891626,387375,626711
8554,17894525,662715,80919
8571,17907629,568760,722057
8574,17911525,723240,804117
8579,17935433,216552,94101
8588,17948336,410313,8094
8589,17949742,706785,773845
8590,17952620,492820,619769
8595,17958652,423714,940389
8597,17969033,668416,518981
8608,17981460,528889,395081
8611,17994065,665809,649341
8618,18018258,123420,820123
8625,18032490,681402,837814
8626,18032492,732669,837814
8627,18032493,732725,837814
8634,18038470,576999,898398
8642,18046588,380580,682704
8643,18059462,336241,668854
8644,18059753,433319,858250
8645,18062698,675043,362182
8659,18072572,494139,418556
8660,18074768,580628,517277
8661,18074806,400110,517277
8667,18094512,383733,925948
8670,18102795,711938,853066
8671,18102853,100674,42077
8672,18105761,235098,702455
8681,18121192,134511,278191
8682,18121205,283522,278191
8683,18121229,706410,278191
8684,18121233,711820,278191
8685,18121238,718838,278191
8686,18121241,723321,278191
8687,18121249,73149,278191
8688,18121251,73558,278191
8689,18121260,604648,278191
8690,18121285,262128,278191
8703,18131663,374798,918851
8704,18132588,622843,198677
8705,18141921,722959,190490
8720,18160193,601483,897437
8721,18176313,723132,451765
8724,18185773,515773,315948
8725,18196484,259334,223238
8726,18196988,529970,734198
8727,18204044,484006,743223
8728,18205736,709305,245866
8729,18205745,724242,245866
8730,18205751,367132,245866
8732,18209909,308382,360935
8737,18229737,216201,275717
8738,18230045,655627,211590
8739,18233977,607009,957300
8740,18235496,78166,480155
8747,18259009,502410,394715
8751,18265678,644013,780373
8752,18267519,477418,797767
8754,18273047,509880,119051
8760,18299562,167860,301020
8768,18317253,60986,514462
8800,18334527,689292,683008
8801,18334969,575266,589399
8805,18341920,62941,688230
8812,18349840,135262,321668
8814,18357450,514340,627959
8815,18358227,383768,731365
8830,18374923,686942,245461
8832,18386896,490967,300442
8848,18403768,536315,602713
8850,18413951,727881,190571
8857,18430214,613845,443792
8873,18440565,532805,721382
8884,18457929,574098,315990
8885,18458144,528900,395236
8887,18465019,442228,464151
8894,18514669,669985,156984
8896,18521411,580628,574579
8897,18521449,400110,574579
8900,18537205,473584,838657
8901,18541390,665406,427824
8902,18541397,600171,427824
8917,18569569,727562,534670
8918,18583242,617319,161630
8919,18583838,669965,215122
8920,18583861,714492,215122
8921,18583878,733024,215122
8922,18594799,557256,267500
8923,18595561,172448,540142
8926,18601961,121085,31901
8927,18602210,303479,644161
8928,18605120,731885,899237
8930,18608399,189820,909295
8931,18608933,301227,414426
8948,18652942,317212,2775
8949,18652943,711379,2775
8951,18660346,688340,268727
8952,18660353,698247,268727
8953,18661446,693589,538680
8959,18667707,600946,843173
8961,18667785,653950,843173
8971,18680691,302070,312719
8984,18691764,521199,538110
8986,18698653,302959,505042
8992,18702280,404955,941746
8993,18706517,94481,919794
8994,18706824,150693,315627
8995,18708701,722993,351640
8996,18708756,245326,351640
8997,18713301,532836,869788
8998,18733300,217223,665624
8999,18740156,88368,598081
9005,18746024,643584,504108
9006,18756116,497717,300319
9007,18756974,199261,727299
9008,18760370,146975,429925
9010,18774822,506806,367534
9011,18775600,691160,737852
9012,18776070,723072,329142
9013,18788861,268742,173213
9016,18823946,300627,8322
9019,18830396,301302,476704
9020,18830517,680074,300292
9022,18830522,704972,300292
9023,18830527,727295,300292
9024,18830530,731631,300292
9025,18830533,638542,300292
9027,18850039,460340,342850
9031,18857640,709253,48806
9032,18859004,100557,556157
9037,18875791,421988,35583
9047,18889513,46986,5630
9050,18912543,474927,430803
9051,18914708,70025,372220
9053,18918643,10380,883453
9057,18924540,649836,27751
9058,18929128,698112,582246
9062,18948029,87417,477977
9063,18953760,399758,154688
9064,18956663,119311,949491
9070,18973058,78033,395024
9072,18979431,502182,363678
9075,18989154,530963,747898
9076,18989155,708713,747898
9077,18989156,458920,747898
9078,18989558,729647,771483
9079,18999944,612449,469291
9083,19001822,700078,376007
9088,19014061,421836,606948
9090,19015995,63091,784688
9094,19027658,350273,7774
9095,19027932,303208,932305
9099,19028193,530382,595821
9101,19035216,593921,247015
9129,19051844,732083,949441
9130,19053083,336778,906680
9135,19062593,351505,406510
9136,19071036,688683,491882
9137,19079139,712703,864562
9139,19085766,220031,600174
9153,19110780,136379,492749
9163,19121005,553679,580784
9164,19121006,693111,580784
9165,19122048,440274,204071
9169,19131031,591,461010
9170,19131565,514177,163018
9172,19143786,24543,884608
9174,19156764,107452,199585
9175,19157216,489498,752808
9176,19159275,464839,424444
9210,19213612,331176,562772
9215,19253934,553264,395204
9222,19264161,625048,305746
9223,19267065,69192,118562
9224,19273330,724087,918096
9225,19278471,602268,341255
9226,19281396,207635,38240
9229,19293675,287888,949202
9230,19295863,497752,686228
9231,19300067,587231,371505
9235,19306851,303057,844005
9242,19317574,619920,141742
9245,19331606,715804,586567
9246,19335332,362606,452283
9248,19337803,649465,71635
9250,19344876,493138,837869
9251,19349265,690823,429149
9256,19377634,661634,466785
9260,19388556,676408,434235
9261,19388557,625963,434235
9262,19388558,626007,434235
9263,19388559,626023,434235
9264,19388560,626035,434235
9265,19390127,349056,675890
9268,19394866,185839,38095
9270,19404784,457906,6321
9272,19414809,632539,352474
9274,19417363,699186,622748
9275,19418851,378182,343495
9276,19421393,101527,436649
9277,19425751,561824,878888
9282,19436996,18782,791947
9285,19441264,158201,442821
9286,19443002,287065,181008
9287,19443010,72685,181008
9288,19443016,137279,181008
9289,19443017,676397,181008
9290,19443022,167712,181008
9291,19443023,692300,181008
9292,19443025,304230,181008
9293,19443026,697855,181008
9295,19446840,51165,49838
9300,19467713,586192,371819
9302,19477338,397468,245782
9303,19477343,708298,245782
9304,19477344,712710,245782
9305,19477352,647138,245782
9319,19510969,571921,856522
9320,19512644,17462,648730
9321,19512653,623964,648730
9322,19513138,171872,107359
9323,19533310,300801,546914
9354,19539082,404204,881357
9356,19546800,534482,697076
9373,19559728,312739,46430
9383,19602153,705349,718336
9384,19603285,213401,468641
9409,19628607,202655,850204
9410,19636425,329731,26955
9411,19637423,477972,565446
9412,19638083,539169,949271
9415,19641436,402360,798499
9426,19670192,672425,221843
9427,19682468,390126,146344
9428,19684503,666874,451741
9431,19693192,578870,168645
9432,19693319,369468,161034
9433,19702871,586914,448316
9434,19708250,110050,950622
9435,19708772,160376,617154
9442,19727938,571469,316546
9465,19774903,437876,292256
9467,19784563,665997,703724
9468,19784568,724274,703724
9493,19810777,258578,961451
9500,19828379,597530,323850
9501,19828390,227214,323850
9505,19850591,706842,150228
9508,19858586,299586,386488
9509,19858871,560638,119276
9517,19893204,303583,212835
9520,19897907,597726,937424
9521,19898532,484006,778504
9522,19898533,616065,778504
9523,19900488,711741,594967
9524,19900887,635095,621710
9530,19915030,597449,516910
9533,19928515,704008,688146
9544,19979645,475743,206917
9545,19980240,45564,81308
9546,19982460,551771,351544
9547,19982828,305488,800667
9572,19995996,680396,228244
9573,19996655,437629,646430
9574,19996656,645912,646430
9575,20003052,83898,128474
9577,20011615,566603,148828
9579,20027059,466746,699413
9580,20028495,249106,392039
9581,20041083,632415,236899
9608,20058319,571230,370848
9610,20058609,620090,512384
9613,20060246,421365,896048
9614,20060251,316273,896048
9620,20086981,400237,891058
9621,20094528,517158,609632
9622,20098274,549202,757418
9623,20098317,567212,757418
9624,20098476,348160,757418
9625,20104411,428380,917296
9627,20118695,682585,904126
9631,20123218,576269,656618
9636,20128126,555169,80538
9637,20129822,672181,589247
9638,20142372,665203,866758
9641,20156849,296226,481984
9653,20171780,84002,599435
9656,20191512,559888,417722
9659,20196904,346928,387921
9661,20201802,732901,563203
9662,20205714,387618,231748
9665,20211794,719203,488352
9672,20214777,498797,308904
9677,20220172,24476,581728
9678,20227082,446575,674199
9684,20246895,262126,713824
9688,20263290,623791,819948
9691,20280240,235257,954050
9694,20287485,470767,255585
9700,20298347,214393,528840
9701,20308231,79502,55235
9702,20310716,249532,957213
9707,20314480,656335,99637
9708,20314482,313669,99637
9713,20328025,459860,794783
9714,20329034,476425,228899
9715,20333810,444885,385738
9732,20345732,317128,72135
9740,20350388,100777,810827
9742,20360468,340581,637385
9745,20377783,316300,917670
9747,20378359,632806,185167
9756,20389670,281158,255163
9757,20392475,346224,697314
9758,20393704,475714,835039
9760,20405178,172965,791475
9762,20428143,196625,169312
9763,20433528,408372,193218
9764,20433532,309764,193218
9770,20472059,220432,315140
9771,20472197,656995,356383
9772,20474710,523198,941397
9777,20493841,192628,231844
9778,20496922,216517,811619
9779,20499727,688978,554907
9782,20511146,645633,909583
9791,20537213,87424,171703
9794,20552521,493211,932145
9799,20561148,364415,567230
9802,20565036,400110,130491
9805,20570953,682585,209129
9816,20592680,587194,152212
9817,20603821,172969,704790
9847,20609665,258896,325716
9852,20622036,458838,102571
9853,20622921,468937,22183
9855,20627515,69713,638561
9856,20633253,511007,334600
9859,20652062,637440,742343
9876,20675096,433874,128893
9889,20700749,407377,274187
9893,20710307,538892,669191
9894,20710316,611957,669191
9901,20727600,355194,601271
9908,20741559,539926,51318
9913,20752935,226314,422235
9926,20766195,25253,769346
9927,20773131,696676,251581
9928,20773132,566985,251581
9940,20793226,384872,608121
9941,20793266,695819,608121
9943,20800668,492727,328722
9947,20823415,217273,403229
9948,20852559,384017,22189
9949,20853729,667371,145749
9951,20865865,709541,758752
9958,20868128,623783,13079
9959,20868160,258909,13079
9969,20896142,463283,262630
9972,20904023,406541,605124
9973,20904033,296157,605124
9974,20904048,319754,605124
9978,20914445,484159,610535
9979,20918718,653591,807565
9981,20922899,47254,314854
9991,20932236,717289,147120
9996,20948343,302779,599373
9998,20953903,217316,588762
9999,20966888,88922,47326
10002,20982509,247600,265390
10009,21001839,54349,413507
10010,21001841,580871,413507
10011,21005073,406675,261585
10018,21019885,217121,714674
10020,21025764,699455,821152
10021,21032788,238466,397580
10023,21036862,671661,328097
10055,21060902,528959,767807
10056,21064096,83032,882609
10058,21068697,6188,522413
10059,21068708,605819,522413
10061,21083074,300166,894951
10062,21083557,425529,435135
10064,21105645,571952,807190
10069,21116411,588467,548955
10077,21121400,138876,255205
10084,21126921,554362,408325
10085,21129990,638165,532689
10094,21145598,478635,309987
10099,21151443,557662,503155
10100,21158362,172459,95355
10107,21169074,672005,682696
10109,21172104,493209,72438
10112,21174365,574647,372321
10113,21174705,632418,924239
10117,21182922,170892,54127
10118,21183352,173569,579683
10131,21203224,450596,849060
10137,21208158,198525,814989
10138,21209293,702142,356008
10139,21210278,558313,927248
10144,21219894,8708,661264
10146,21222569,131840,678682
10147,21238111,715804,386688
10148,21238948,39622,741365
10163,21254111,25221,278051
10166,21263328,164700,678224
10167,21264312,195038,423626
10173,21285218,591892,529064
10181,21348256,249939,106926
10183,21359782,439822,262503
10187,21364220,355467,330196
10196,21384726,257750,143483
10197,21385533,710040,177236
10198,21385561,92702,177236
10200,21386701,657459,491605
10228,21394614,249047,909107
10233,21405293,461160,732826
10235,21412306,689587,13098
10236,21412311,487867,13098
10237,21431461,553202,882250
10252,21437227,134123,166653
10253,21437249,323061,166653
10254,21437267,733060,166653
10255,21437281,250280,166653
10257,21448043,627920,200528
10270,21459490,620900,612332
10276,21470326,690424,70940
10282,21480782,675972,510674
10283,21480792,331203,510674
10284,21480794,335739,510674
10285,21483454,261553,503965
10287,21484175,698671,236328
10306,21527907,214269,874725
10311,21540991,385698,142060
10338,21563834,614819,686672
10339,21563867,303875,686672
10341,21579018,593514,237379
10342,21581495,328599,503841
10343,21584292,421681,626366
10353,21606811,346611,751724
10359,21627229,149004,819048
10360,21627299,711218,819048
10361,21627342,732925,819048
10362,21627343,732933,819048
10370,21646464,97007,676414
10384,21678906,515230,182131
10418,21721800,91061,274020
10421,21742818,337557,449187
10422,21751172,685993,108170
10429,21759002,133304,668399
10430,21759735,711864,77221
10431,21759751,519110,77221
10433,21775541,725808,779530
10435,21792429,530963,851757
10436,21792430,708713,851757
10437,21792431,458920,851757
10440,21805674,492118,200798
10441,21809717,526032,629177
10442,21809727,693376,629177
10443,21813933,436492,696406
10447,21821737,549151,84576
10448,21833121,730263,394447
10449,21835635,260021,386208
10452,21849717,689615,700414
10453,21853035,158492,241145
10457,21869718,605658,673090
10471,21905064,309012,271762
10472,21909501,493166,232983
10473,21909975,377520,915457
10474,21913656,317185,369220
10475,21931230,683175,498647
10487,21956217,313676,635654
10493,21968391,429294,360934
10497,21977928,301654,606206
10498,21981892,492861,423021
10499,21982109,553286,625135
10500,21987823,173285,615482
10501,21990462,374259,275843
10505,22006160,302955,289805
10514,22027039,704058,475278
10515,22027073,484826,475278
10516,22027083,502536,475278
10517,22032869,299048,781647
10519,22040487,710067,221888
10520,22042059,532446,320473
10521,22043390,321440,230103
10522,22048751,685410,487357
10540,22061043,376202,84712
10558,22075679,555108,473678
10560,22087281,209747,633924
10563,22104088,307974,463965
10567,22120606,47550,563158
10570,22129666,490959,91731
10571,22131072,573097,679262
10574,22133699,406339,592788
10577,22155144,102740,120199
10578,22158178,92581,502059
10579,22171220,201694,238963
10580,22178542,430196,15519
10581,22179748,540599,497487
10583,22183031,687206,596127
10585,22186939,657286,847206
10586,22188684,294028,327895
10589,22200770,727174,343482
10590,22201982,421578,639183
10591,22205632,447157,960860
10637,22226699,297712,819116
10638,22231286,657412,860943
10641,22238697,734252,266566
10645,22249799,44467,663253
10647,22252575,566081,663686
10648,22256900,138584,347888
10661,22270547,512761,365048
10662,22271552,623929,73474
10686,22306107,446494,311140
10733,22317041,703374,501118
10738,22323015,532457,372300
10739,22323018,727352,372300
10749,22347647,449221,418700
10753,22359239,154967,65016
10755,22362466,140447,374148
10760,22373399,721929,572939
10761,22373417,649054,572939
10764,22387939,683252,336302
10766,22393588,301876,739390
10767,22400161,417851,224118
10772,22403894,567237,138165
10773,22408225,658494,866701
10774,22412396,585461,77573
10775,22413328,202463,391167
10801,22423381,624943,503504
10815,22432368,79334,608184
10817,22435074,697532,852006
10818,22437575,369514,397889
10819,22438304,154813,726922
10820,22439041,450750,888233
10821,22446981,528298,238508
10825,22472246,709382,956606
10829,22497726,401847,890991
10888,22521304,365308,738256
10889,22528843,716774,684685
10894,22561966,346635,890325
10896,22572046,189930,59497
10897,22578193,185397,381629
10913,22584952,376752,32365
10915,22591117,313806,180630
10916,22591121,456545,180630
10923,22612025,218148,211448
10924,22617882,662713,632453
10927,22641058,613929,1205
10947,22667752,705512,184895
10949,22684442,648535,145093
10950,22684858,172871,288972
10955,22700451,546353,213231
10963,22730311,646674,731645
10967,22749020,266071,724708
10968,22755565,296732,869228
10969,22755576,448523,869228
10977,22766911,622395,952819
10978,22768075,44243,151181
10979,22770916,167612,824064
10980,22771118,605813,476360
10981,22776860,473809,148125
10982,22779385,625656,327185
10983,22779952,612140,865531
10984,22779953,612148,865531
10987,22783578,730804,26817
10990,22805227,453857,505956
10991,22808945,637482,896792
10996,22813167,173890,794413
11002,22821734,228773,544150
11003,22825785,692741,704820
11004,22825809,705627,704820
11015,22837216,151708,543832
11018,22850311,21101,165413
11020,22858548,301313,452110
11023,22888155,579964,609401
11030,22906157,549454,576741
11046,22922087,724997,864272
11060,22952277,396052,456288
11061,22956162,566216,717202
11062,22956216,172727,717202
11063,22956218,172924,717202
11064,22956219,173064,717202
11065,22956220,173075,717202
11066,22956221,173243,717202
11067,22956222,173728,717202
11068,22956223,173796,717202
11069,22956224,173974,717202
11074,22971260,34069,440702
11075,22976113,672161,452397
11076,22983936,425529,503071
11077,23000200,610110,326890
11095,23003530,684625,701218
11099,23017574,533855,184636
11105,23031686,395737,340474
11108,23054660,477806,272493
11109,23062250,536008,199698
11110,23062305,731335,199698
11111,23062325,646883,199698
11117,23068863,23052,171548
11118,23078143,141349,744591
11120,23101474,557221,381498
11121,23102769,720348,952181
11133,23131282,632415,444630
11134,23135101,714070,127684
11137,23147246,626557,384378
11153,23183930,302093,699588
11154,23183932,579421,699588
11155,23187441,560803,419487
11156,23187445,47363,419487
11171,23200409,477418,566936
11172,23220406,706431,877312
11173,23220407,706490,877312
11174,23220411,713044,877312
11175,23221585,502432,914430
11195,23289043,511942,482192
11198,23310905,588376,232929
11200,23319091,695622,573229
11203,23335178,667931,401957
11205,23340210,488077,164952
11210,23360173,686941,516896
11217,23364381,38755,595664
11221,23370606,220299,584654
11223,23381523,604544,870456
11226,23391029,381241,714977
11227,23394980,246063,816910
11228,23402342,258407,87556
11230,23406059,332812,891855
11246,23440103,716688,707032
11247,23446129,217936,11551
11260,23459217,160392,416106
11285,23480954,517019,736802
11286,23490301,202463,390996
11306,23496119,506136,29991
11308,23511592,151964,404141
11309,23520354,688548,438080
11310,23525486,669748,766198
11313,23537862,201916,356278
11314,23537869,498420,356278
11315,23543760,246053,64547
11317,23553480,710083,369270
11318,23554907,484828,705622
11323,23573759,645910,622127
11325,23587669,691137,942498
11332,23596035,684409,900693
11335,23600372,610653,904716
11337,23635073,648406,756909
11339,23642370,585317,531307
11341,23652908,141483,370514
11351,23661365,6151,7663
11352,23665594,727328,104257
11353,23665595,729965,104257
11354,23667361,649139,354629
11362,23674673,402506,925839
11377,23684750,440550,930196
11393,23711252,411560,792607
11394,23712575,445469,104089
11397,23727652,546889,491049
11398,23727653,425655,491049
11401,23728015,683134,686117
11409,23730505,199261,358313
11410,23733919,541906,819310
11428,23753093,273210,44663
11429,23757913,298260,877797
11430,23757969,721004,877797
11431,23757997,732668,877797
11433,23759006,497719,902982
11436,23776321,301564,489649
11445,23807830,671610,259341
11454,23828013,696656,285586
11455,23828303,206190,537170
11457,23829022,473248,144965
11471,23847780,114678,603911
11472,23848537,563309,895196
11474,23854886,457968,485016
11478,23874582,716974,477208
11479,23876313,276981,355606
11495,23890107,308305,586304
11501,23913986,123183,573608
11511,23934093,567777,602537
11516,23938513,231794,847861
11520,23940205,310038,342086
11528,23966561,31722,249770
11530,23973979,716590,465189
11538,23996423,611652,663698
11569,24015411,174356,549092
11598,24050001,598157,868498
11599,24055675,267522,332346
11600,24055689,565272,332346
11602,24055717,628979,332346
11603,24055718,629791,332346
11604,24056884,683258,421698
11605,24061442,718487,596156
11612,24070869,618631,398115
11616,24091637,497739,599604
11617,24091638,258775,599604
11629,24099350,189928,331242
11646,24120624,731873,186012
11649,24134434,699428,915261
11654,24142383,635206,548156
11656,24154027,172198,844120
11672,24182401,298866,953784
11673,24183400,249606,635191
11677,24190903,112120,181173
11681,24198404,685470,662712
11682,24201082,161171,820726
11683,24201295,554800,329916
11685,24208364,631982,82505
11688,24213787,310944,547712
11695,24221886,478617,339905
11705,24242274,332595,190887
11723,24282440,715975,924493
11724,24282508,499943,924493
11748,24312639,699118,834706
11749,24316731,461881,418090
11767,24328850,656278,289019
11768,24328851,540407,289019
11769,24328852,35798,289019
11770,24328856,501003,289019
11771,24328857,501401,289019
11772,24328858,115769,289019
11784,24351549,154669,90579
11809,24383553,235176,62601
11819,24387472,659271,621411
11820,24391872,615527,10700
11821,24397176,493160,139638
11822,24399243,220140,931543
11823,24399959,396318,2659
11827,24420860,347531,769577
11828,24435368,258535,199766
11837,24461119,536086,163753
11838,24466201,231059,856581
11839,24478021,107904,156874
11840,24480686,189820,115588
11841,24482205,186613,120442
11850,24521333,498152,482933
11852,24535035,694863,177255
11861,24539090,384024,143941
11863,24542203,488568,809883
11865,24552387,457350,634618
11872,24563067,413427,217549
11882,24565378,567179,861428
11889,24584912,627479,32398
11891,24592843,400080,295977
11893,24601257,413480,650638
11894,24609801,523627,589632
11912,24630845,332809,521912
11940,24674061,521016,38870
11983,24728765,351505,670406
11984,24729850,665760,948245
11985,24742076,253245,367809
11986,24742077,253703,367809
11989,24757853,78697,561727
11993,24771783,583010,276339
11996,24790721,689762,130418
11997,24790738,726573,130418
11998,24790745,98369,130418
11999,24790753,392376,130418
12000,24791127,609099,858673
12003,24811115,608046,532875
12006,24822546,234171,319095
12007,24823354,193186,88243
12008,24836520,451639,32727
12009,24838931,601911,75152
12011,24845240,52410,191330
12014,24859044,612481,227382
12016,24865176,635957,829388
12017,24866799,188357,702957
12021,24888173,569905,612206
12025,24900441,720066,614806
12026,24903879,250035,131445
12030,24918589,602859,165718
12035,24922236,456777,18735
12036,24926332,702756,488448
12039,24934063,10782,713134
12040,24934064,572228,713134
12041,24934065,618644,713134
12043,24940306,567233,78833
12046,24952854,447236,526613
12047,24953215,558646,25259
12051,24973778,685195,212873
12061,24988713,474915,566503
12065,25003760,658676,647202
12066,25003761,662888,647202
12070,25004481,559153,696734
12073,25004599,523102,696734
12131,25041897,342601,61478
12165,25104302,457713,453160
12172,25112648,480953,380858
12179,25127033,136405,472660
12191,25172332,439921,296402
12193,25182675,709805,243787
12195,25187646,101076,86135
12200,25202738,267033,494326
12202,25206846,458579,274702
12213,25212979,281158,812912
12214,25213437,701254,720892
12215,25213438,444461,720892
12250,25223449,381726,233327
12254,25225779,330982,575756
12257,25238039,489523,709567
12260,25242132,442430,150519
12261,25242533,669741,72348
12263,25245857,718202,254024
12265,25252005,616682,661559
12266,25252802,488564,930475
12267,25258509,655343,860721
12268,25258540,690779,860721
12269,25258541,702073,860721
12364,25279722,569980,770817
12365,25279737,646984,770817
12366,25279739,728433,770817
12369,25286645,396118,420217
12371,25300280,154669,116342
12372,25305178,690200,481328
12376,25307891,660240,814812
12377,25322562,372317,46581
12379,25341146,493756,184539
12383,25349184,286659,96614
12384,25351707,676325,263697
12391,25382818,623063,436819
12402,25394916,567236,696485
12404,25396660,154842,356809
12407,25421145,477806,657121
12410,25430203,492092,490985
12462,25475431,570265,827189
12463,25480265,336767,104132
12464,25480266,386190,104132
12485,25500575,528298,7378
12487,25512142,597213,533675
12498,25534785,201244,122157
12499,25539735,698446,285317
12500,25539736,716808,285317
12501,25539737,604574,285317
12505,25551717,121965,107971
12511,25578189,536644,555709
12541,25583610,602677,117523
12542,25586598,728033,906624
12546,25594986,401940,336374
12549,25605158,611572,151585
12551,25614243,520673,412043
12553,25618917,402893,211399
12560,25630919,600212,942290
12562,25633513,401456,721289
12564,25636973,665623,878761
12572,25641026,173710,387703
12573,25653656,214913,625468
12574,25654458,599417,914145
12575,25662332,219279,955175
12576,25663531,376938,62524
12589,25669041,451250,765568
12590,25682546,130115,561393
12596,25700317,670290,700946
12598,25717175,536571,326266
12600,25719371,519736,474337
12608,25724467,719726,313829
12616,25745884,566078,47149
12618,25758691,664276,757739
