ltable_Title,rtable_Title
dell latitude d600,"dell latitude d600 1.6ghz 1024mb 40gb cdrw/dvd wifi xp pro laptop,dell,d600"
dell inspiron 15 (i15rv-6190 blk),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell xps 13 touch (2016),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron 15 non-touch (3531),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell precision 15 5000 series (5510),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron 15 (7537),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron 15 7000 series (7559),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron e1505 (core 2 duo),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell chromebook 11 (intel core i3),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron one 20 touch (2020),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron zino hd (inspiron 400),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron 17 5000 series non-touch,"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell inspiron mini 10s (hd),"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
dell xps 15 touch (9530) ,"2016 newest dell inspiron 15 5000 fhd touchscreen flagship laptop, realsense 3d camera, intel core i5-6200u, full hd 1920 x 1080 touch display, 8gb ram, 1tb hdd, dvd, backlit keyboard, windows 10,dell computers,inspiron 15-5559"
sony vaio vgn-sz280p (intel core 2 duo),"lenovo thinkpad t450 20bv0001us 14"" led notebook - intel core i5 i5-5300u dual-core (2 core) 2.30 ghz - black - 4 gb ddr3l sdram ram - 500 gb hdd - 16 gb ssd - intel hd graphics 5500 -,lenovo"
hp elitepad 900,"hp elitepad 900 64 g d4t09aw pk,hp,d4t09aw"
hp envy x360 15t,"newest hp envy 15t high performance laptop pc with uhd 4k touchscreen ( intel i7 processor, 32 gb, 1tb hdd + 128 gb ssd, 15.6 inch uhd (3840 x 2160) touchscreen, windows 10),hp,hp envy 15t uhd 4k"
samsung galaxy note 8.0 (wi-fi),"samsung sm-t670nzkaxar galaxy view 18.4"" 32gb (wi-fi) black,samsung"
avadirect gt3 core i7 gaming system,"msi gt73vr titan 4k (vr ready) premium 17.3'' gaming laptop pc ( intel i7 quad core, 16gb ram, 1tb hdd + 256gb pcie ssd, 17.3"" g-sync uhd 3840 x 2160 4k display, nvidia geforce gtx 1070, win 10),me2,msi gt73vr titan 4k"
avadirect mini gaming pc core i5 z77,"msi gt73vr titan 4k (vr ready) premium 17.3'' gaming laptop pc ( intel i7 quad core, 16gb ram, 1tb hdd + 256gb pcie ssd, 17.3"" g-sync uhd 3840 x 2160 4k display, nvidia geforce gtx 1070, win 10),me2,msi gt73vr titan 4k"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
dell inspiron e1505 (core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook 13-inch (core 2 duo t7200),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook 13-inch white (core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
gateway m465-e (intel core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook pro 17-inch (core 2 duo t7700),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple mac mini (2-ghz core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook (core 2 duo 2.4ghz),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple mac mini (core 2 duo 2.26ghz),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple imac 21.5-inch (core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook pro 15-inch (core 2 duo),"dell latitude 15.4"" core 2 duo 160gb notebook,dell computers,latitude e6500"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
dell inspiron e1505 (core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook 13-inch (core 2 duo t7200),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook 13-inch white (core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
gateway m465-e (intel core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook pro 17-inch (core 2 duo t7700),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple imac (intel core duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple mac mini (2-ghz core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook (core 2 duo 2.4ghz),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple mac mini (core 2 duo 2.26ghz),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple imac 21.5-inch (core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
sony vaio vgn-sz280p (intel core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook pro 15-inch (core 2 duo),"panasonic toughbook 52 notebook - intel centrino 2 vpro core 2 duo p8400 2.26ghz - 13.3"" xga - 2gb ddr2 sdram - 160gb hdd - dvd-writer (dvd-ram/â±r/â±rw) - gigabit ethernet, wi-fi, bluetooth - windows vista business / windows xp professional downgradab,panasonic tough books,vs256285"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
dell inspiron e1505 (core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple macbook 13-inch (core 2 duo t7200),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple macbook 13-inch white (core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
gateway m465-e (intel core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple macbook pro 17-inch (core 2 duo t7700),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple imac (intel core duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple mac mini (2-ghz core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple macbook (core 2 duo 2.4ghz),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple mac mini (core 2 duo 2.26ghz),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple imac 21.5-inch (core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
sony vaio vgn-sz280p (intel core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
apple macbook pro 15-inch (core 2 duo),"hp pavilion dv6-1030us 16.0"" notebook (2.0 ghz intel core 2 duo t6400 cpu, 4 gb ram, 320 gb hdd, dvd drive, vista premium),hp"
avadirect gt3 core i7 gaming system,"msi gt73vr titan pro 4k (vr ready) premium 17.3'' gaming laptop pc ( intel i7 quad core, 32gb ram, 2tb sata ssd, 17.3"" g-sync uhd 3840 x 2160 4k display, nvidia geforce gtx 1080, win 10),me2,msi gt73vr titan pro 4k"
avadirect mini gaming pc core i5 z77,"msi gt73vr titan pro 4k (vr ready) premium 17.3'' gaming laptop pc ( intel i7 quad core, 32gb ram, 2tb sata ssd, 17.3"" g-sync uhd 3840 x 2160 4k display, nvidia geforce gtx 1080, win 10),me2,msi gt73vr titan pro 4k"
gateway m465-e (intel core 2 duo),"acer aspire v3-575-50td 15.6"" led notebook - intel core i5 (6th gen) i5-6200u dual-core (2 core) 2.30 ghz,acer,v3-575-50td"
sony vaio vgn-sz280p (intel core 2 duo),"acer aspire v3-575-50td 15.6"" led notebook - intel core i5 (6th gen) i5-6200u dual-core (2 core) 2.30 ghz,acer,v3-575-50td"
sony vaio vgn-sz280p (intel core 2 duo),"vaio z (flip) 2-in-1 laptop (intel core i7-6567u, 16gb memory, 512gb ssd, windows 10 pro),trans cosmos america inc.,vjz13bx0111b"
lenovo thinkpad 10 tablet,"lenovo notebook 20e3000uus thinkpad 10 10.1inch x7-z8700 4gb 128gb windows10 preload retail,lenovo americas,20e3000uus"
ibm thinkpad t42 2378-exu ,"ibm thinkpad t42 laptop,ibm lenovo,thinkpad"
avadirect mini gaming pc core i5 z77,"asus r704a-rh51 17.3 inch notebook pc intel core i5 4gb memory 750gb hdd, windows 8 64-bit edition, black,asus,r704arh51"
dell inspiron 13 7000 series 2-in-1 special edition (7352),"2016 new edition hp pavilion 13 x360 13.3 2-in-1 touchscreen convertible ips notebook computer, intel core i3-6100u 2.3 ghz, 4gb ram, 1tb hdd, windows 10 home, red,hp-x360-red,hp-x360-13"
hp pavilion 11t-n000 x360,"2016 new edition hp pavilion 13 x360 13.3 2-in-1 touchscreen convertible ips notebook computer, intel core i3-6100u 2.3 ghz, 4gb ram, 1tb hdd, windows 10 home, red,hp-x360-red,hp-x360-13"
hp pavilion dv6t select edition,"2016 new edition hp pavilion 13 x360 13.3 2-in-1 touchscreen convertible ips notebook computer, intel core i3-6100u 2.3 ghz, 4gb ram, 1tb hdd, windows 10 home, red,hp-x360-red,hp-x360-13"
dell inspiron e1505 (core 2 duo),"dell precision m6300 core 2 2.2ghz, 2g ram, 120gb hdd, 17"" wide + dvdrw drive,dell computers,m6300"
asus republic of gamers g20 (g20aj-us009s),"xotic asus rog gl702 republic of gamers laptop (nvidia geforce gtx 1060 6gb, intel i7-6700hq cpu, 17.3"" full hd, 32gb ram, 1tb hdd, windows 10),xotic pc,gl702vm-db71"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
dell inspiron e1505 (core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple macbook 13-inch (core 2 duo t7200),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple macbook 13-inch white (core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
gateway m465-e (intel core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple macbook pro 17-inch (core 2 duo t7700),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple imac (intel core duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple mac mini (2-ghz core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple macbook (core 2 duo 2.4ghz),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple mac mini (core 2 duo 2.26ghz),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple imac 21.5-inch (core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
sony vaio vgn-sz280p (intel core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
apple macbook pro 15-inch (core 2 duo),"thinkpad t400 2767 intel core 2 duo p8600 2.4ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo,276731u"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude d630 intel core 2 duo 2000 mhz 320gig serial ata hdd 1024mb ddr2 dvd-rw wireless wi-fi 14 widescreen lcd genuine windows xp professional laptop notebook computer professionally refurbished by a microsoft authorized refurbisher,dell computers"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
dell inspiron e1505 (core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook 13-inch (core 2 duo t7200),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook 13-inch white (core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
gateway m465-e (intel core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook pro 17-inch (core 2 duo t7700),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple imac (intel core duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple mac mini (2-ghz core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook (core 2 duo 2.4ghz),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple mac mini (core 2 duo 2.26ghz),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple imac 21.5-inch (core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
sony vaio vgn-sz280p (intel core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook pro 15-inch (core 2 duo),"thinkpad t400 2765 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
dell inspiron e1505 (core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple macbook 13-inch (core 2 duo t7200),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple macbook 13-inch white (core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
gateway m465-e (intel core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple macbook pro 17-inch (core 2 duo t7700),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
lenovo yoga tablet 2 anypen with windows (8-inch),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
dell chromebook 11 (intel core i3),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple imac (intel core duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple mac mini (2-ghz core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple macbook (core 2 duo 2.4ghz),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple mac mini (core 2 duo 2.26ghz),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple imac 21.5-inch (core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
apple macbook pro 15-inch (core 2 duo),"dell latitude e5500 laptop with a intel core 2 duo 2.0 ghz processor, 4 gb of ram, 250 gb hard drive, and windows vista business,dell"
dell chromebook 11 (intel core i3),"dell xps13 13.3-inch fhd ips infinity borderless display laptop, (intel core i5-6200u, 8gb ram, 128gb ssd, backlit keyboard, windows 10),dell computers,xps13"
dell chromebook 11 (intel core i3),"hp touchsmart 15-f010dx 15.6"" touch screen laptop - intel core i3 / 4gb memory / 500gb hard drive / dvd±rw/cd-rw / webcam / windows 8.1 64-bit,hp,15-f010dx"
dell inspiron e1505 (core 2 duo),"dell inspiron 15.6-inch fhd 1080p touchscreen laptop (intel core i5 processor, 8gb ram, 1tb hdd, dvd, bluetooth, hdmi, 802.11ac, backlit keyboard, windows 10),dell laptop,:744947917662"
dell chromebook 11 (intel core i3),"dell inspiron 15.6-inch fhd 1080p touchscreen laptop (intel core i5 processor, 8gb ram, 1tb hdd, dvd, bluetooth, hdmi, 802.11ac, backlit keyboard, windows 10),dell laptop,:744947917662"
dell inspiron e1505 (core 2 duo),"dell d620 laptop duo core with windows xp,dell computers,latitude d620"
hp compaq business notebook nc4000,"hp compaq 6910p business notebook t7500/c2d-2.20c 1024mb/1-dimm 80gb/7200rpm dvd,hewlett packard,gb949ea"
hp compaq business notebook nc6000,"hp compaq 6910p business notebook t7500/c2d-2.20c 1024mb/1-dimm 80gb/7200rpm dvd,hewlett packard,gb949ea"
hp compaq 6000 pro all-in-one business pc,"hp compaq 6910p business notebook t7500/c2d-2.20c 1024mb/1-dimm 80gb/7200rpm dvd,hewlett packard,gb949ea"
hp compaq dx2200 business desktop pc,"hp compaq 6910p business notebook t7500/c2d-2.20c 1024mb/1-dimm 80gb/7200rpm dvd,hewlett packard,gb949ea"
dell latitude e5430,"dell latitude e5430 14' led notebook - intel core i5 2.50 ghz,dell computers,e5430,vs466115"
dell latitude 14 5000 series (e5450),"dell latitude e5430 14' led notebook - intel core i5 2.50 ghz,dell computers,e5430,vs466115"
dell latitude 14 rugged extreme,"dell latitude e5430 14' led notebook - intel core i5 2.50 ghz,dell computers,e5430,vs466115"
dell latitude 14 7000 series (e7450),"dell latitude e5430 14' led notebook - intel core i5 2.50 ghz,dell computers,e5430,vs466115"
dell chromebook 11 (intel core i3),"dell latitude e5430 14' led notebook - intel core i5 2.50 ghz,dell computers,e5430,vs466115"
apple macbook pro 13-inch (mid 2012),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch,"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple imac 27-inch (intel core i5-4670),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
