id,ltable_id,rtable_id,ltable_movie_title,ltable_year,rtable_movie_title,rtable_year
1431,2038.0,839143.0,welcome to the 80s,"[2009, 1980]",welcome to the bathtub,2011.0
1432,4088.0,839143.0,welcome to the 80s,"[2009, 2006]",welcome to the bathtub,2011.0
1455,4097.0,649458.0,so you think you can dance canada,"[2008, 2009]",so you think you can prance,2013.0
1456,2054.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1457,6190.0,649458.0,so you think you can dance canada,"[2008, 2007]",so you think you can prance,2013.0
1464,6301.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1468,2267.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1470,2311.0,649458.0,so you think you can dance,"[2005, 2008]",so you think you can prance,2013.0
1471,6079.0,649458.0,so you think you can dance canada,2008,so you think you can prance,2013.0
1472,4460.0,649458.0,so you think you can dance canada,2008,so you think you can prance,2013.0
1474,1461.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1476,2492.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1480,2981.0,649458.0,so you think you can dance,"[2005, 2010]",so you think you can prance,2013.0
1481,969.0,649458.0,so you think you can dance,"[2005, 2010]",so you think you can prance,2013.0
1482,3074.0,649458.0,so you think you can dance canada,"[2008, 2005]",so you think you can prance,2013.0
1484,5153.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1485,5168.0,649458.0,so you think you can dance canada,"[2008, 2006]",so you think you can prance,2013.0
1488,7017.0,649458.0,so you think you can dance canada,"[2008, 2006]",so you think you can prance,2013.0
1490,3256.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1491,6015.0,649458.0,so you think you can dance canada,"[2008, 1998]",so you think you can prance,2013.0
1494,1423.0,649458.0,so you think you can dance canada,"[2008, 2007]",so you think you can prance,2013.0
1499,1739.0,649458.0,so you think you can dance canada,"[2008, 2009]",so you think you can prance,2013.0
1500,3835.0,649458.0,so you think you can dance canada,2008,so you think you can prance,2013.0
1501,5894.0,649458.0,so you think you can dance canada,"[2008, 2001]",so you think you can prance,2013.0
1503,1815.0,649458.0,so you think you can dance,"[2005, 2009]",so you think you can prance,2013.0
1505,5975.0,649458.0,so you think you can dance canada,"[2008, 2004]",so you think you can prance,2013.0
1509,1995.0,649458.0,so you think you can dance canada,"[2008, 2007]",so you think you can prance,2013.0
1510,4776.0,649458.0,so you think you can dance canada,"[2008, 2007]",so you think you can prance,2013.0
1511,3328.0,725354.0,the help,2011,the help,2015.0
1512,6646.0,725354.0,the help,"[2011, 2005]",the help,2015.0
1514,2319.0,697235.0,the big bang theory,"[2007, 2004]",the big bang,2003.0
1519,2067.0,802266.0,tusk,"[2014, 1964]",tusk,2014.0
1520,4876.0,701469.0,the business of being born,"[2008, 2000]",the business of being born,2008.0
1528,5526.0,76361.0,baseketball,1998,baseketball,1998.0
1529,5286.0,76361.0,baseketball,1998,baseketball,1998.0
1530,410.0,812977.0,une hirondelle a fait le printemps,"[2001, 1997]",une hirondelle a fait le printemps,2001.0
1535,7258.0,486182.0,mental,"[2012, 1962]",mr. mental,2016.0
1540,3509.0,528850.0,one day,"[2011, 1988]",one more day,2012.0
1544,7108.0,245650.0,fifty shades of grey,"[2015, 2010]",fifty shades of kilroy,2016.0
1545,1341.0,538408.0,p.o.v.,"[1988, 2003]",p.o.v.,2008.0
1546,1342.0,538408.0,p.o.v.,"[1988, 2003]",p.o.v.,2008.0
1549,1140.0,859028.0,yesterdays hero,"[1979, 2005]",yesterdays,2009.0
1552,6761.0,780448.0,this is it,"[2009, 1991]",this is it,2013.0
1553,1257.0,780448.0,this is it,2009,this is it,2013.0
1554,4938.0,780448.0,this is it,"[2009, 1991]",this is it,2013.0
1560,1457.0,418901.0,led zeppelin: celebration day,"[2012, 2007]",led zeppelin: celebration day,2012.0
1561,6105.0,418901.0,led zeppelin: celebration day,"[2012, 2007]",led zeppelin: celebration day,2012.0
1562,1500.0,418901.0,led zeppelin: celebration day,2012,led zeppelin: celebration day,2012.0
1564,4931.0,261171.0,from within,"[2008, 2007]",from within,2011.0
1565,6782.0,652279.0,somebody loves me,"[1952, 1955]",somebody loves me,1952.0
1579,5172.0,770097.0,the truth about webcam girls,"[2014, 2009]",the truth about angels,2011.0
1580,5267.0,770097.0,the truth about webcam girls,"[2014, 2009]",the truth about angels,2011.0
1605,3348.0,555996.0,pi,1998,pi,1998.0
1615,3887.0,697347.0,the deal,"[2008, 2006]",the big deal,2009.0
1616,985.0,697347.0,the deal,"[2005, 2003]",the big deal,2009.0
1617,4465.0,479339.0,molly,"[2016, 1979]",molly,1983.0
1618,6071.0,527656.0,once upon a time,2011,once upon a time...,2006.0
1619,7146.0,527656.0,once upon a time,"[2011, 1957]",once upon a time...,2006.0
1623,1519.0,341260.0,going the distance,"[2010, 2008]",into the distance,2012.0
1628,1843.0,812212.0,undercover brother,2002,undercover brother,2002.0
1629,6288.0,812212.0,undercover brother,"[2002, 1976]",undercover brother,2002.0
1630,760.0,812212.0,undercover brother,"[2002, 1974]",undercover brother,2002.0
1632,5584.0,812212.0,undercover brother,"[2002, 1977]",undercover brother,2002.0
1643,5340.0,463923.0,me  myself & irene,2000,me  myself & irene,2000.0
1644,1626.0,779991.0,third world cop,1999,third world cop,1999.0
1646,1299.0,197082.0,dogtown and z-boys,"[2001, 1967]",dogtown and z-boys,2001.0
1649,3919.0,358304.0,joy division,2007,joy division,2010.0
1650,6877.0,672851.0,super,2010,super power,2013.0
1654,5048.0,93125.0,beverly hills cop iii,1994,beverly hills cop iii,1994.0
1655,6854.0,728807.0,the affair,"[2014, 1988]",the internet affair,2016.0
1656,4396.0,728807.0,the affair,"[2014, 1974]",the internet affair,2016.0
1660,6371.0,59418.0,anna,"[1967, 1998]",anna,1995.0
1661,1019.0,116960.0,burning palms,"[2010, 2009]",burning palms,2010.0
1668,5290.0,477989.0,mo better blues,1990,mo' better blues,1990.0
1669,2940.0,477989.0,mo better blues,1990,mo' better blues,1990.0
1670,4448.0,698182.0,the box,2009,the black box,2011.0
1675,5151.0,666723.0,strange wilderness,"[2008, 2003]",strange wilderness,2008.0
1682,5015.0,311010.0,honey,2003,honey,2000.0
1683,2023.0,311010.0,honey,2003,honey,2000.0
1689,3132.0,739536.0,woman in the mirror,2013,the man in the mirror,2014.0
1691,4814.0,659515.0,spotlight,"[2015, 2000]",spotlight,2012.0
1701,108.0,154573.0,county kilburn,2000,county kilburn,2000.0
1702,5467.0,154573.0,county kilburn,2000,county kilburn,2000.0
1703,7123.0,154573.0,county kilburn,"[2000, 2010]",county kilburn,2000.0
1707,5077.0,821411.0,varjoja paratiisissa,"[1986, 1993]",varjoja paratiisissa,1986.0
1709,6877.0,672625.0,super,2010,super,2005.0
1712,6720.0,222515.0,ellis in glamourland,"[2004, 2001]",ellis in glamourland,2004.0
1713,1666.0,222515.0,ellis in glamourland,"[2004, 2001]",ellis in glamourland,2004.0
1714,704.0,222515.0,ellis in glamourland,"[2004, 2001]",ellis in glamourland,2004.0
1715,6235.0,736568.0,the look of love,"[2013, 1996]",the look of tenebrae,2015.0
1716,2178.0,693287.0,the interview,"[2014, 2009]",the ann handle interview,2014.0
1717,5809.0,693287.0,the interview,"[2014, 2009]",the ann handle interview,2014.0
1719,1081.0,661867.0,star 80,"[1983, 1986]",star 80,1983.0
1720,6074.0,661867.0,star 80,1983,star 80,1983.0
1722,6124.0,255405.0,forget me not,"[2009, 2006]",forget us not,2013.0
1723,2273.0,156173.0,crazy kind of love,"[2013, 1996]",crazy love,2009.0
1724,1967.0,156173.0,crazy kind of love,"[2013, 1986]",crazy love,2009.0
1725,2022.0,156173.0,crazy kind of love,"[2013, 1986]",crazy love,2009.0
1733,590.0,563806.0,pollock,"[2000, 1956]",pollock,2000.0
1734,7068.0,733055.0,the last sect,2006,the last secret,2001.0
1735,3538.0,733055.0,the last sect,"[2006, 2004]",the last secret,2001.0
1742,6595.0,374880.0,king of the cowboys,1943,king of the newsboys,1938.0
1749,2178.0,729781.0,the interview,"[2014, 2009]",the job interview,2011.0
1750,5809.0,729781.0,the interview,"[2014, 2009]",the job interview,2011.0
1754,2282.0,676982.0,swooner crooner,"[1944, 2005]",swooner crooner,1944.0
1755,974.0,543491.0,papurika,"[2006, 2007]",papurika,2006.0
1762,6475.0,719595.0,the party,"[1968, 1982]",the garden party,1973.0
1765,6004.0,733021.0,the last stand,"[2013, 1970]",the last round,2009.0
1767,3845.0,566876.0,post mortem,"[1999, 1993]",post mortem,2001.0
1768,2499.0,693304.0,the anniversary party,2001,the anniversary party,2001.0
1772,5067.0,755212.0,the replacement killers,1998,the replacement killers,1998.0
1773,2068.0,853847.0,wreckers,"[2011, 1964]",wreckers,2011.0
1783,5867.0,160257.0,cure for love,"[2008, 2002]",cure for love,2008.0
1786,1060.0,514806.0,nouvelle vague,"[1990, 1980]",nouvelle vague,1990.0
1796,3921.0,317498.0,human traffic,"[1999, 2010]",human traffic,2011.0
1797,2001.0,317498.0,human traffic,"[1999, 2010]",human traffic,2011.0
1798,6902.0,317498.0,human traffic,"[1999, 2010]",human traffic,2011.0
1800,2556.0,317498.0,human traffic,"[1999, 2010]",human traffic,2011.0
1804,5327.0,756820.0,the rocketeer,1991,the rocketeer,1991.0
1812,6854.0,741325.0,the affair,"[2014, 1988]",the midnite affair,2011.0
1813,4396.0,741325.0,the affair,"[2014, 1974]",the midnite affair,2011.0
1817,6112.0,223766.0,empire me - der staat bin ich!,"[2011, 2004]",empire me - der staat bin ich!,2011.0
1820,1273.0,449030.0,made of honor,"[2008, 1984]",made of honor,2008.0
1825,1285.0,837461.0,we need to talk about kevin,"[2011, 2009]",we need to talk about barbie,2016.0
1826,3014.0,858529.0,yellowknife,"[2002, 2005]",yellowknife,2002.0
1840,2581.0,770116.0,the truth about charlie,2002,the truth about gi joe,2002.0
1841,5334.0,770116.0,the truth about charlie,"[2002, 1999]",the truth about gi joe,2002.0
1842,6707.0,770116.0,the truth about charlie,2002,the truth about gi joe,2002.0
1843,4478.0,770116.0,the truth about charlie,"[2002, 1993]",the truth about gi joe,2002.0
1844,5586.0,770116.0,the truth about charlie,2002,the truth about gi joe,2002.0
1847,3415.0,292639.0,hard knocks,"[1980, 2009]",hard knocks,1980.0
1857,870.0,468134.0,mercedes sosa: como un p�jaro libre,"[1983, 1978]",mercedes sosa: como un p?jaro libre,1983.0
1860,7075.0,242355.0,fausto 5.0,"[2001, 1999]",fausto 5.0,2001.0
1868,1088.0,861832.0,young soul rebels,"[1991, 1979]",young rebels,1989.0
1869,5347.0,861832.0,young soul rebels,1991,young rebels,1989.0
1870,2511.0,861832.0,young soul rebels,"[1991, 1977]",young rebels,1989.0
1871,5242.0,96538.0,bill,2007,bill,2011.0
1885,1940.0,680720.0,take me out,"[2012, 2008]",take out,2007.0
1887,3666.0,473239.0,million dollar legs,1932,million dollar legs,1932.0
1891,6315.0,759318.0,the secret life of bees,"[2008, 1979]",the secret life of chaos,2010.0
1895,2189.0,600674.0,rockshow,"[1980, 1987]",rockshow,1980.0
1897,349.0,513158.0,nos vies heureuses,"[1999, 1996]",nos vies heureuses,1999.0
1899,1956.0,349315.0,jam,"[2000, 1984]",jam,1999.0
1900,4297.0,349315.0,jam,"[2000, 1984]",jam,1999.0
1901,7230.0,349315.0,jam,"[2000, 1998]",jam,1999.0
1902,4814.0,659516.0,spotlight,"[2015, 2000]",spotlight 2,2016.0
1910,3919.0,358303.0,joy division,2007,joy division,2007.0
1929,137.0,492919.0,my name is joe,"[1998, 1968]",my name is oona,1969.0
1930,5953.0,492919.0,my name is joe,"[1998, 1968]",my name is oona,1969.0
1933,6964.0,144796.0,keep the lights on,"[2012, 1986]",coal keeps the lights on,2013.0
1941,6371.0,59410.0,anna,"[1967, 1998]",anna,1964.0
1954,2177.0,135725.0,chicago overcoat,"[2009, 1999]",chicago overcoat,2009.0
1958,4115.0,747338.0,the other sister,"[1999, 1971]",the other side,2003.0
1959,6270.0,747338.0,the other sister,"[1999, 2000]",the other side,2003.0
1961,1724.0,341408.0,into the wild,2007,into the wake,2012.0
1962,3103.0,373323.0,kill your darlings,"[2013, 2005]",kill your darling,2007.0
1974,5398.0,805116.0,u2: under a blood red sky,1983,u2: under a blood red sky,1983.0
1975,4895.0,805116.0,u2: under a blood red sky,"[1983, 1980]",u2: under a blood red sky,1983.0
1977,4454.0,439855.0,love & sex,"[2000, 2006]",love & sex etc.,1996.0
1980,4884.0,747439.0,the way,"[2010, 2008]",the other way,2010.0
1981,2371.0,747439.0,the way,"[2010, 1972]",the other way,2010.0
1987,6952.0,665983.0,stormy,"[1980, 1977]",stormy,1980.0
2037,5417.0,238603.0,fakta homma,1987,fakta homma,1987.0
2039,1707.0,771864.0,valentine,2001,the valentine,2000.0
2069,1771.0,553780.0,person of interest,"[2011, 1996]",persons of interest,2009.0
2071,57.0,748062.0,the pink panther,"[2006, 1998]",the panther,2007.0
2072,58.0,748062.0,the pink panther,"[2006, 1998]",the panther,2007.0
2079,948.0,741452.0,the midnight special,"[1972, 1958]",the midnight story,1957.0
2082,1214.0,223879.0,empty sky,2011,empty,2008.0
2092,6187.0,715433.0,the family man,"[2000, 1978]",the family web,1998.0
2098,7051.0,486243.0,mr. nobody,"[2009, 1987]",mr. nobody,2009.0
2099,2603.0,486243.0,mr. nobody,2009,mr. nobody,2009.0
2112,218.0,733212.0,the last supper,1995,the last supper,2000.0
2113,7018.0,733212.0,the last supper,"[2000, 1999]",the last supper,2000.0
2124,4663.0,741482.0,the best of me,"[2014, 1990]",the might of me,2014.0
2125,3478.0,599236.0,roadkill,"[1989, 1988]",roadkill,1989.0
2126,1565.0,599236.0,roadkill,"[1989, 1988]",roadkill,1989.0
2138,2955.0,690228.0,that evening sun,2009,that evening sun,2009.0
2140,4125.0,259908.0,friday night lights,"[2006, 2007]",friday night,2011.0
2141,5191.0,259908.0,friday night lights,"[2006, 2004]",friday night,2011.0
2142,4194.0,259908.0,friday night lights,"[2006, 2008]",friday night,2011.0
2143,3197.0,259908.0,friday night lights,"[2006, 2007]",friday night,2011.0
2144,3744.0,259908.0,friday night lights,2006,friday night,2011.0
2145,4817.0,259908.0,friday night lights,"[2006, 2003]",friday night,2011.0
2146,4819.0,259908.0,friday night lights,"[2006, 2003]",friday night,2011.0
2147,4820.0,259908.0,friday night lights,"[2006, 2003]",friday night,2011.0
2148,4818.0,259908.0,friday night lights,"[2006, 2003]",friday night,2011.0
2149,2358.0,259908.0,friday night lights,"[2006, 2009]",friday night,2011.0
2150,828.0,259908.0,friday night lights,"[2006, 2004]",friday night,2011.0
2151,2441.0,259908.0,friday night lights,2006,friday night,2011.0
2152,5089.0,259908.0,friday night lights,2006,friday night,2011.0
2154,6168.0,714690.0,the l word,"[2004, 2003]",the f word,2005.0
2155,4404.0,714690.0,the l word,"[2004, 2003]",the f word,2005.0
2156,6492.0,714690.0,the l word,"[2004, 2006]",the f word,2005.0
2166,6071.0,527666.0,once upon a time,2011,once upon a train,2013.0
2167,7146.0,527666.0,once upon a time,"[2011, 1957]",once upon a train,2013.0
2169,6830.0,642107.0,sing  bing  sing,1933,sing  bing  sing,1933.0
2170,159.0,749176.0,the perfect score,"[2004, 2002]",the perfect crime,2008.0
2182,11.0,764060.0,the good shepherd,"[2006, 1998]",the star shepherd,2011.0
2189,6327.0,298065.0,heavy petting,1989,heavy petting,1991.0
2190,2935.0,298065.0,heavy petting,"[1989, 1993]",heavy petting,1991.0
2191,4020.0,298065.0,heavy petting,"[1989, 1988]",heavy petting,1991.0
2192,3349.0,266686.0,garbage! the revolution starts at home,"[2007, 2004]",garbage! the revolution starts at home,2007.0
2196,4316.0,723112.0,the dream,"[2014, 2003]",the greatest dream,2016.0
2198,879.0,723112.0,the dream,"[2014, 2003]",the greatest dream,2016.0
2199,7071.0,34982.0,accidental love,"[2015, 1960]",accidental love,2015.0
2200,3728.0,152353.0,cool it,"[2010, 2009]",cool it,2010.0
2201,3542.0,491281.0,my sisters keeper,2009,my brothers keeper,2010.0
2206,7265.0,756123.0,the bling ring,"[2013, 2009]",the ring,2018.0
2214,4097.0,649457.0,so you think you can dance canada,"[2008, 2009]",so you think you can kill,2013.0
2215,2054.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2216,6190.0,649457.0,so you think you can dance canada,"[2008, 2007]",so you think you can kill,2013.0
2223,6301.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2227,2267.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2229,2311.0,649457.0,so you think you can dance,"[2005, 2008]",so you think you can kill,2013.0
2232,4460.0,649457.0,so you think you can dance canada,2008,so you think you can kill,2013.0
2236,2492.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2238,4776.0,649457.0,so you think you can dance canada,"[2008, 2007]",so you think you can kill,2013.0
2240,7017.0,649457.0,so you think you can dance canada,"[2008, 2006]",so you think you can kill,2013.0
2242,2981.0,649457.0,so you think you can dance,"[2005, 2010]",so you think you can kill,2013.0
2243,969.0,649457.0,so you think you can dance,"[2005, 2010]",so you think you can kill,2013.0
2244,3074.0,649457.0,so you think you can dance canada,"[2008, 2005]",so you think you can kill,2013.0
2246,5153.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2247,5168.0,649457.0,so you think you can dance canada,"[2008, 2006]",so you think you can kill,2013.0
2250,3256.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2251,6015.0,649457.0,so you think you can dance canada,"[2008, 1998]",so you think you can kill,2013.0
2254,1423.0,649457.0,so you think you can dance canada,"[2008, 2007]",so you think you can kill,2013.0
2256,1461.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2258,6079.0,649457.0,so you think you can dance canada,2008,so you think you can kill,2013.0
2259,1739.0,649457.0,so you think you can dance canada,"[2008, 2009]",so you think you can kill,2013.0
2260,3835.0,649457.0,so you think you can dance canada,2008,so you think you can kill,2013.0
2261,5894.0,649457.0,so you think you can dance canada,"[2008, 2001]",so you think you can kill,2013.0
2263,1815.0,649457.0,so you think you can dance,"[2005, 2009]",so you think you can kill,2013.0
2265,5975.0,649457.0,so you think you can dance canada,"[2008, 2004]",so you think you can kill,2013.0
2269,1995.0,649457.0,so you think you can dance canada,"[2008, 2007]",so you think you can kill,2013.0
2270,2924.0,528521.0,one last chance,"[2004, 1940]",one last dance,2006.0
2274,1939.0,103959.0,blur,"[2010, 2005]",blur,2004.0
2300,1008.0,761412.0,the simpsons movie,"[2007, 1970]",the simpsons ride,2008.0
2301,2517.0,803569.0,two girls and a sailor,"[1944, 1999]",two girls and a baby,1998.0
2310,650.0,701419.0,the butcher boy,"[1997, 2001]",the bus boy,2003.0
2311,4247.0,701419.0,the doe boy,"[2001, 1999]",the bus boy,2003.0
2313,4000.0,701419.0,the doe boy,"[2001, 1982]",the bus boy,2003.0
2318,4272.0,820006.0,valentines day,"[2010, 1966]",valentines day,2014.0
2319,3306.0,820006.0,valentines day,"[2010, 2007]",valentines day,2014.0
2320,2386.0,820006.0,valentines day,"[2010, 1966]",valentines day,2014.0
2321,971.0,820006.0,valentines day,"[2010, 1966]",valentines day,2014.0
2322,4953.0,751557.0,the edge of love,2008,the premise of love,2009.0
2325,1610.0,312005.0,hope for steve,2014,hope for love,2013.0
2326,5867.0,312005.0,cure for love,"[2008, 2002]",hope for love,2013.0
2328,4521.0,786167.0,tin sun yut dui,2006,tin sun yut dui,2006.0
2329,3622.0,733814.0,the lather effect,2006,the lazarus effect,2010.0
2330,6810.0,733814.0,the lather effect,"[2006, 1985]",the lazarus effect,2010.0
2332,5749.0,695122.0,the bag man,"[2014, 1969]",the bad man,2016.0
2334,29.0,617613.0,saved!,"[2004, 1992]",saved!,2004.0
2335,3315.0,617613.0,saved!,2004,saved!,2004.0
2336,3770.0,835787.0,wasting away,"[2007, 1985]",wasting away,2008.0
2338,3124.0,775633.0,the nice guys,2016,the wise guys,2016.0
2339,5212.0,775633.0,the nice guys,2016,the wise guys,2016.0
2340,2850.0,775633.0,the nice guys,"[2016, 1999]",the wise guys,2016.0
2343,7134.0,594834.0,revenge,2011,revenge,2009.0
2350,5621.0,813375.0,une vie de chat,"[2010, 1959]",une vie de chien,2014.0
2356,2050.0,464667.0,medium,"[2005, 1995]",medium,2007.0
2357,6922.0,464667.0,medium,"[2005, 2002]",medium,2007.0
2358,5192.0,598718.0,river of no return,"[1954, 1993]",river of no return,1954.0
2359,999.0,747804.0,the pacific,"[2010, 1988]",the pacific parlour,2014.0
2364,6071.0,527525.0,once upon a time,2011,once upon a mine,2015.0
2365,7146.0,527525.0,once upon a time,"[2011, 1957]",once upon a mine,2015.0
2366,3281.0,215720.0,el beisbolista fen�meno,1952,el beisbolista fen?meno,1952.0
2367,5727.0,731979.0,the last american virgin,"[1982, 1980]",the last american virgin,1982.0
2368,6329.0,731979.0,the last american virgin,"[1982, 1980]",the last american virgin,1982.0
2370,3288.0,731979.0,the last american virgin,1982,the last american virgin,1982.0
2371,1785.0,731979.0,the last american virgin,1982,the last american virgin,1982.0
2372,5923.0,731979.0,the last american virgin,1982,the last american virgin,1982.0
2381,1501.0,409291.0,one night stand,"[2010, 1989]",last night stand,2013.0
2384,783.0,735290.0,the kill list,2007,the list,2005.0
2385,1045.0,513891.0,not a photograph: the mission of burma story,"[2006, 1981]",not a photograph: the mission of burma story,2006.0
2391,763.0,265876.0,man of the year,"[2006, 1985]",game of the year,2009.0
2393,6258.0,747781.0,the nanny diaries,"[2007, 1974]",the pbr diaries,2012.0
2394,1807.0,747781.0,the nanny diaries,"[2007, 1989]",the pbr diaries,2012.0
2396,5481.0,747781.0,the nanny diaries,2007,the pbr diaries,2012.0
2402,1085.0,62943.0,appointment in vancouver,"[2009, 2006]",appointment in vancouver,2009.0
2404,6046.0,121313.0,outlaws of the prairie,"[1937, 2002]",call of the prairie,1936.0
2406,1839.0,110806.0,breaking the waves,"[1996, 1971]",breaking the rules,1998.0
2407,864.0,110806.0,breaking the waves,"[1996, 1976]",breaking the rules,1998.0
2408,2432.0,110806.0,breaking the waves,"[1996, 1971]",breaking the rules,1998.0
2409,7095.0,513429.0,not another teen movie,2001,not another teen movie,2001.0
2414,5816.0,842161.0,whatever works,"[2009, 2002]",whatever works,2009.0
2415,1870.0,842161.0,whatever works,"[2009, 1957]",whatever works,2009.0
2418,4011.0,763421.0,the dark chronicles,"[2011, 1956]",the spiderwick chronicles,2008.0
2419,4947.0,690616.0,thats my boy,"[2012, 2007]",that's my boy,2012.0
2420,5553.0,321621.0,i spill your guts,"[2012, 2006]",i spill your guts,2012.0
2428,2943.0,399252.0,la mujer de mi vida,1998,la mujer de mi vida,2001.0
2452,4802.0,713540.0,the end of the tour,"[2015, 1967]",the end of war,2016.0
2461,5462.0,760107.0,the girl,2012,the shadow girl,2013.0
2468,2061.0,777133.0,the whole nine yards,2000,the yards,2000.0
2469,375.0,777133.0,the yards,2000,the yards,2000.0
2472,1845.0,765793.0,things behind the sun,"[2001, 1993]",the sun behind the blind,2006.0
2473,471.0,765793.0,things behind the sun,"[2001, 1979]",the sun behind the blind,2006.0
2502,6868.0,740404.0,the master of disguise,"[2002, 1981]",the master of disguise,2002.0
2503,5377.0,740404.0,the master of disguise,"[2002, 2001]",the master of disguise,2002.0
2504,2949.0,740404.0,the master of disguise,"[2002, 2001]",the master of disguise,2002.0
2506,939.0,108924.0,boy eats girl,"[2005, 2003]",boy meets girl,2007.0
2507,114.0,108924.0,boy eats girl,"[2005, 2003]",boy meets girl,2007.0
2509,2372.0,745135.0,the nightmare before christmas,"[1993, 1947]",the night before christmas,1946.0
2518,1898.0,513495.0,not fade away,"[2012, 1979]",not fade away,2010.0
2519,2231.0,513495.0,not fade away,2012,not fade away,2010.0
2522,6046.0,537112.0,outlaws of the prairie,"[1937, 2002]",outlaws of the range,1936.0
2523,3625.0,337034.0,independent lens,"[1999, 2000]",independent,1998.0
2524,6719.0,337034.0,independent lens,1999,independent,1998.0
2525,4660.0,337034.0,independent lens,1999,independent,1998.0
2526,5623.0,337034.0,independent lens,1999,independent,1998.0
2533,1585.0,187866.0,die �sterreichische methode,2006,die ?sterreichische methode,2006.0
2534,4101.0,829646.0,voices,"[1979, 1978]",voices,1979.0
2535,6179.0,751807.0,the rest of my life,"[2010, 2006]",the price of my life,2014.0
2544,6071.0,527569.0,once upon a time,2011,once upon a time,2014.0
2545,7146.0,527569.0,once upon a time,"[2011, 1957]",once upon a time,2014.0
2546,5156.0,744471.0,the social network,"[2010, 1996]",the network,2015.0
2556,1714.0,848996.0,win win,"[2011, 2005]",win,2012.0
2567,6773.0,48742.0,alpha and omega,"[2010, 2005]",alpha & omega,2003.0
2577,6414.0,669474.0,subterranean,2003,subterranean,1999.0
2578,2991.0,669474.0,subterranean,"[2003, 2004]",subterranean,1999.0
2579,3598.0,669474.0,subterranean,"[2003, 2005]",subterranean,1999.0
2580,159.0,749367.0,the perfect score,"[2004, 2002]",the perfect shot,2009.0
2587,6184.0,834673.0,war dogs,"[2016, 1963]",war dogs,2016.0
2588,3819.0,834673.0,war dogs,"[2016, 2004]",war dogs,2016.0
2589,6471.0,834673.0,war dogs,2016,war dogs,2016.0
2590,3453.0,834673.0,war dogs,2016,war dogs,2016.0
2593,3661.0,125685.0,carmen miranda: bananas is my business,1995,carmen miranda: bananas is my business,1995.0
2594,4316.0,711880.0,the dream,"[2014, 2003]",the dream,2006.0
2595,879.0,711880.0,the dream,"[2014, 2003]",the dream,2006.0
2596,6071.0,527548.0,once upon a time,2011,once upon a star,2014.0
2597,7146.0,527548.0,once upon a time,"[2011, 1957]",once upon a star,2014.0
2600,2924.0,408953.0,one last chance,"[2004, 1940]",last chance,1999.0
2603,1218.0,750470.0,the game plan,"[2007, 1977]",the plan,2007.0
2608,5476.0,731353.0,the kremlin letter,"[1970, 1960]",the kremlin letter,1970.0
2609,5506.0,731353.0,the kremlin letter,"[1970, 1991]",the kremlin letter,1970.0
2610,1953.0,731353.0,the kremlin letter,"[1970, 1960]",the kremlin letter,1970.0
2611,2426.0,376091.0,kissing a fool,"[1998, 1974]",kissing a fool,1998.0
2612,6543.0,376091.0,kissing a fool,1998,kissing a fool,1998.0
2614,3803.0,102515.0,blue in the face,1995,blood in the face,1991.0
2620,6157.0,463629.0,me myself i,"[1999, 1987]",me myself i,1999.0
2621,4113.0,114745.0,bunyip the movie,"[2013, 2007]",buddy: the movie,2009.0
2625,2422.0,107594.0,born to win,"[1971, 1991]",born to win,1971.0
2626,35.0,553202.0,perkele! kuvia suomesta,1971,perkele! kuvia suomesta,1971.0
2627,5069.0,188789.0,die hard with a vengeance,1995,die hard with a vengeance,1995.0
2637,1548.0,49207.0,altiplano,2009,altiplano,2009.0
2646,1695.0,701807.0,the river,"[2012, 1988]",the cahaba river,2013.0
2647,5371.0,506541.0,new orleans,"[1947, 1987]",night in new orleans,1942.0
2648,3336.0,506541.0,new orleans,"[1947, 1987]",night in new orleans,1942.0
2649,1409.0,506541.0,new orleans,"[1947, 1987]",night in new orleans,1942.0
2652,5749.0,696949.0,the bag man,"[2014, 1969]",the best man,2011.0
2658,6673.0,690055.0,sing sing thanksgiving,"[1974, 1990]",thanksgiving,1990.0
2662,6462.0,705110.0,the debt collector,"[1999, 1974]",the collector,1997.0
2671,6071.0,527490.0,once upon a time,2011,once upon a crime,2009.0
2672,7146.0,527490.0,once upon a time,"[2011, 1957]",once upon a crime,2009.0
2677,6849.0,187953.0,die antwort kennt nur der wind,"[1974, 1963]",die antwort kennt nur der wind,1974.0
2680,1634.0,730402.0,the key,"[1958, 2003]",the key,2007.0
